dt	s	region
2014-08-31T00:00:00Z	4529.876082039499	Entire CV
2014-09-30T00:00:00Z	4527.518074711203	Entire CV
2014-10-31T00:00:00Z	4526.906842718769	Entire CV
2014-11-30T00:00:00Z	4527.027836705412	Entire CV
2014-12-31T00:00:00Z	4528.094483696206	Entire CV
2015-01-31T00:00:00Z	4528.5096690593	Entire CV
2015-02-28T00:00:00Z	4528.974033023464	Entire CV
2015-03-31T00:00:00Z	4528.540887305734	Entire CV
2015-04-30T00:00:00Z	4527.736302030206	Entire CV
2015-05-31T00:00:00Z	4525.5598966155685	Entire CV
2015-06-30T00:00:00Z	4523.249408593477	Entire CV
2015-07-31T00:00:00Z	4520.55271080158	Entire CV
2015-08-31T00:00:00Z	4517.836494458241	Entire CV
2015-09-30T00:00:00Z	4515.498027268711	Entire CV
