,runoff,soil_moisture,prism,chirps,persiann,trmm,daymet,modis,gmet_eto,gmet_etr,fldas,terraclimate,p_mean,et_mean,q_in,q_out,res_s,c2v_s,ds
2001-01-31,0.6552069581844079,3.7752803032035898,4.648649562244331,5.138611468440665,5.878214189163155,5.232827579057373,5.3109739929017366,1.5375055603214056,1.8310872357326164,2.661275192981825,1.0731369640806734,1.7817194044604738,5.241855358361453,1.7769448715153993,0.7584354341342209,0.9259512333600001,1.26727488504,5650.451345800189,5650.451345800189
2001-02-28,2.458748843714761,5.617042084396976,5.235038146769199,5.226746449665729,6.747654099698244,6.335717767033925,6.021914603814446,1.4781570260012171,2.5066574493083977,3.500802272102937,1.4528288287570423,2.231485224854789,5.913414213396308,2.2339861602048763,0.910203385042944,0.9341551088400001,1.3605777791999998,5651.421294929377,4.179160497755752
2001-03-31,3.564743591329632,4.870328855938309,2.4914634081208327,3.67222931924989,3.5136282447791523,2.6544423766018057,2.8526596398082464,2.5679669896914827,5.077706962200187,6.664522159793764,2.65395276529338,2.8331320976524554,3.0368845977119854,3.959456194926254,1.073602410354893,1.0697540322,1.51198374876,5651.9631164100165,3.2413276311689225
2001-04-30,1.7668412603291608,4.025034337156718,1.8785398324258038,2.1058207323426887,2.8056181260232225,2.4632598018477583,2.1585808816161167,1.9414023544386263,6.17701836433963,8.027977843447696,2.557924325317042,3.0430039769140205,2.282363874851118,4.3494653728914034,1.069571585912832,1.3972676418,1.69003288632,5651.730711027027,0.0392890876232983
2001-05-31,2.0759708988516397,2.663451478546473,0.011473368149719918,0.33141704858943916,0.13869985597939155,0.04740647805837661,0.012994951561714707,2.227202611099207,11.745110075386664,16.009651827013855,2.6392329126307406,1.4253359339636456,0.10839834046772841,6.809306672018822,1.344885453412762,1.55042145252,1.73820028032,5650.261744780242,-3.517057967196447
2001-06-30,0.1413798669091137,1.913040841946052,0.17927969206613692,0.23647995075689718,0.3388277262937319,0.21594675558266424,0.22993912975889114,1.0287901139831468,11.815112241360888,16.120874509131507,1.5912227876751888,0.9442030049870307,0.2400946508916643,6.300040531427553,1.5257151264503808,2.113783839,1.49301282636,5648.9975210019,-5.511036635615973
2001-07-31,0.05027822760257256,1.5012270373703278,0.032283854298356306,0.06465619025295427,0.09683366176833647,0.044152933120081284,0.03922858141746116,1.9851336444040533,11.84280230036627,15.726562630033982,1.038857305431626,0.44011309504431695,0.05543104417143789,6.20669379505605,1.6622091558254597,1.05705288864,1.2093259946400001,5647.184847577099,-4.800327619800856
2001-08-31,0.0,1.2542477430615342,2.254596539551679e-06,0.08446638746139008,0.022726823094301702,0.005688082535024079,0.0006777306324000002,1.2785817956396175,11.151523011524015,15.218112057762616,0.5588668897505685,0.2524398119092706,0.02271225566393108,5.691904713317217,1.2595530022410242,0.8549188206,1.09249693644,5645.004876148353,-4.900749923503467
2001-09-30,0.08971512797866667,1.0822917777492331,0.24081896810922085,0.472557861071088,0.27660549264560896,0.2410774001258873,0.2662958248221966,1.1897391633733274,8.38545683562485,11.670030956838929,0.3603064055703903,0.48163175900782434,0.29947110935480037,4.417433024083064,0.8713213450242049,0.9757690236,0.94318418244,5642.899364745437,-3.8114257460130916
2001-10-31,0.12966911874710585,0.9621876192239938,0.6170529737740573,1.2202964624930157,0.9081241999609859,0.7639821275989529,0.8281147697086171,0.7488589207716644,5.904667934248246,8.627705560504378,0.2916367911418481,0.8535986523633946,0.8675141067071259,3.285293571805906,0.6858098637944832,1.19554308912,0.8294388242399999,5642.57206014971,-2.5639940549519515
2001-11-30,1.3825475675115926,3.512867310554654,4.363547010849984,5.339245125003562,5.905816734417243,5.077498949503109,5.324957675296969,1.0999457118392721,2.3161035452845486,3.255702604330936,0.9585910021830697,2.385357288774476,5.202213099014173,2.0031400304824603,0.5766890307480577,1.0616525355600002,0.79246896168,5643.072920010994,1.582947302460703
2001-12-31,8.882313938522353,6.491724283692374,6.545311381039224,7.3110234251008155,8.670162558741561,7.7018252746539195,7.831269749371838,0.9578190504903781,1.4992024965537176,2.1494432244401525,0.9449236830684788,1.6352280001752852,7.611918477781472,1.4373232909456024,1.1280169011197954,0.9554042688,0.9779744858399999,5644.229574138605,12.065159260380298
2002-01-31,2.777117854551341,6.63129075224054,2.56647615652532,3.3213936381428333,3.2321421191662316,2.9521013459779,3.0701586131556393,1.1141781023141648,1.7095364480263924,2.4162709398181867,1.0650974607761206,1.2623880156465195,3.028454374593585,1.5134941933162767,1.4429973996592131,0.66284871588,1.2097515452399998,5645.2604933660205,4.700883191659697
2002-02-28,1.8545393927910903,6.256499840372255,1.3323048045474588,1.8655351685141472,1.959200978897731,1.5600200781705749,1.5114774957561816,1.5920357645227672,2.7937491517560082,3.8442062186494828,1.5369557257761806,1.4761701575322606,1.6457077051772184,2.2486234036473403,0.8384575528903682,0.9316560783600001,1.35758782368,5645.8035911868565,1.385379802279621
2002-03-31,2.2742192618997956,5.730816267427439,2.271818024912792,3.060439591167911,3.0772452646866935,2.6109586078437417,2.6105343698933163,2.1316233372941054,4.789007186637566,6.426269829241601,2.2272554826502216,2.4830186094937354,2.726199171700891,3.611434889063446,1.2453981425206269,2.29869112536,1.6509710416799999,5646.23875505761,0.5679909166426838
2002-04-30,3.8451495201209727,4.234703470905625,0.5636293970332584,0.9952921303791474,1.0503501967970326,0.8287499663388095,0.6536236916261134,1.9003385257767156,6.419399378289761,8.34144009193355,2.412883721486426,2.127558687405478,0.8183290764348724,4.240324080978387,1.2807795301456897,3.5159928016800004,1.80908220852,5645.782901715408,-0.4740571262750386
2002-05-31,1.05629169231109,3.05093894541794,0.8527306337083995,0.7689779392992573,1.0512724818273607,1.0409697013189072,0.9742830089369466,2.2656735195328754,9.809249611077075,12.961876158627673,2.144809104359899,2.076745968992979,0.9376467530181744,5.851670872518101,1.4193907735827456,1.3035354966,1.90931109288,5644.283097251442,-2.6583415090784053
2002-06-30,0.4747057039560786,2.056577152597133,0.0734609959965727,0.14608245034851117,0.08213354045762655,0.0559666561847956,0.030697723037473527,2.1152132527634073,11.820723271113142,15.8931715524607,1.781781952501478,1.0245137649840692,0.07766827320499592,6.527080758764559,1.5157738500645888,1.70688715704,1.7755488212400001,5642.972353611367,-5.037696024118089
2002-07-31,0.013963926684611766,1.5522259119967374,0.0029057639264202717,0.05962876642273206,0.01108688883011286,0.0034976219050588354,0.0012080341580147061,1.594878992627351,12.348201256830057,16.50313126002326,1.1783022159558922,0.512912967697669,0.015665415048467746,6.4274853386268465,1.6661145690114052,1.1832058221600001,1.45314305232,5641.233073521444,-5.088190240521966
2002-08-31,0.0,1.2713757441228803,0.0,0.08433455231798079,0.00855927754968748,0.0027517694074892553,0.0,1.153687457236229,10.831039508951786,14.686603265912424,0.5957990771710012,0.2912109775739483,0.019129119855031504,5.511668057369077,1.1952194254940158,1.1219290027200002,1.3010685365999999,5639.099846619753,-4.986323831146173
2002-09-30,0.0023273211141019608,1.0859573264966276,0.0032510778542406446,0.22831961896852498,0.005037562984088427,0.0021638273681557933,0.0036590832653171823,1.0382512236046053,8.529469378267647,12.123455855625174,0.3134911570152747,0.22160514255129105,0.048486234088065405,4.445254551412798,0.7685000911217664,1.10296794816,1.1873811519600002,5636.8534808322975,-4.4298030509826125
2002-10-31,0.0,0.9513809079625289,0.00067824444942049,0.3765106669026536,0.029912693098188947,0.010669122926918372,0.0014776174716717508,0.7375657002947764,5.5326145438163925,8.029733357520271,0.22743905125587607,0.146679540311542,0.08384966896977063,2.9348064386397716,0.7612896778665984,1.50247608492,1.11467860728,5636.413804361111,-3.384864213509304
2002-11-30,0.5963913552353886,2.161368944960452,3.0675657508576784,3.453462084805208,4.836742839717896,3.6487828584285396,3.700531037601438,0.8945776163719532,2.7295025490131337,4.071674144295658,0.732042709160937,2.3601057807143158,3.7414169142821523,2.1575805599111995,0.6502729965493248,1.3508493224399998,1.09147191456,5636.763795704212,0.29287003943774303
2002-12-31,11.127609678028803,6.593979531423825,8.616042281167637,9.448618120220504,11.962594156722586,9.879303662484292,10.73885193247078,0.9395224274546448,1.4616013214269248,2.0910757186762443,0.8840899252126744,1.7843415781456315,10.129082030613159,1.432126194183224,1.441998978287616,1.04331068796,1.28531576352,5638.09418288809,15.59679936936298
