Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2017,10,01OCT2017,20100,255,37,374,142,2220,2773,23127,166,6672,4376,101,11316,2145,0,0,2145,3120,-6818,16634,9666,0.48,58,20907,54,74.32,
2017,10,02OCT2017,19800,230,37,211,140,2300,2688,22718,147,6669,4363,89,11267,2093,0,0,2093,3600,-6339,15844,9359,0.49,59,20418,54,74.49,
2017,10,03OCT2017,19400,245,37,252,132,2330,2751,22396,120,1992,4378,91,6581,2038,0,0,2038,3940,-1214,15135,13778,0.28,38,20066,31,74.4,
2017,10,04OCT2017,18700,238,37,370,123,2270,2800,21738,154,0,4387,86,4627,2043,0,0,2043,3830,676,14536,15069,0.2,31,19468,23,74.25,
2017,10,05OCT2017,17500,235,37,904,108,2260,3309,21044,168,233,4392,101,4894,1988,0,0,1988,3650,773,13528,14162,0.22,33,18784,25,74.16,
2017,10,06OCT2017,16300,224,37,979,108,2270,3394,19918,166,2996,4386,101,7649,1985,0,0,1985,3070,-2476,12898,10283,0.37,48,17648,42,74.27,
2017,10,07OCT2017,14900,218,37,953,123,2380,3493,18611,166,2989,4379,112,7647,1935,0,0,1935,2600,-2812,11976,9029,0.4,51,16231,44,74.47,
2017,10,08OCT2017,14200,206,37,549,123,2650,3359,17765,167,998,4397,110,5672,1934,0,0,1934,2440,-1130,11424,10159,0.3,43,15115,33,74.57,
2017,10,09OCT2017,13500,224,37,512,109,2790,3448,17173,167,292,4389,109,4957,1934,0,0,1934,2670,-96,10513,10281,0.27,40,14383,29,74.67,
2017,10,10OCT2017,13300,265,37,530,87,2710,3365,16930,157,289,4391,80,4918,1884,0,0,1884,3030,252,10007,10127,0.28,40,14220,29,74.76,
2017,10,11OCT2017,13400,322,38,935,68,2460,3500,17222,117,291,4398,94,4900,1886,0,0,1886,3010,384,10183,10435,0.27,39,14762,29,74.83,
2017,10,12OCT2017,13300,333,38,998,52,2260,3348,16980,139,293,4385,67,4884,1885,0,0,1885,2900,138,10205,10211,0.27,40,14720,31,74.92,
2017,10,13OCT2017,13100,325,38,971,24,2240,3273,16698,116,292,4373,65,4846,1886,0,0,1886,2520,-279,10377,9966,0.28,40,14458,31,75.01,
2017,10,14OCT2017,12700,302,38,568,16,2280,2902,15904,148,297,4372,63,4880,1831,0,0,1831,2260,-908,10230,9194,0.29,42,13624,33,75.15,
2017,10,15OCT2017,12300,259,38,517,17,2420,2991,15550,166,292,4366,52,4877,1838,0,0,1838,2290,-791,9754,8835,0.3,43,13130,33,75.31,
2017,10,16OCT2017,11900,253,38,573,17,2580,3207,15360,166,294,4365,52,4878,1845,0,0,1845,2660,-210,8976,8637,0.3,44,12780,32,75.48,
2017,10,17OCT2017,11700,273,38,966,17,2590,3611,15584,135,298,4366,68,4867,1842,0,0,1842,2900,446,8557,8874,0.3,43,12994,32,75.61,
2017,10,18OCT2017,11600,260,38,1000,17,2640,3695,15554,116,292,4376,84,4868,1795,0,0,1795,2890,550,8467,8891,0.3,43,12914,31,75.74,
2017,10,19OCT2017,11600,247,38,976,17,2840,3871,15718,117,297,4379,90,4882,1795,0,0,1795,2840,662,8504,9040,0.3,42,12878,30,75.85,
2017,10,20OCT2017,12000,227,38,652,17,3120,3827,16054,116,295,4386,92,4890,1796,1146,0,650,2500,1015,9545,10514,0.29,35,12934,19,75.86,
2017,10,21OCT2017,11900,210,38,332,17,3150,3538,15648,116,293,4370,88,4867,1797,1146,0,651,2190,438,9738,10130,0.3,35,12498,19,75.89,
2017,10,22OCT2017,11700,200,43,291,17,3250,3601,15501,116,492,4356,90,5053,1797,1146,0,651,2180,304,9538,9796,0.31,37,12251,20,75.94,
2017,10,23OCT2017,11400,216,43,286,29,3410,3768,15384,123,995,4353,98,5569,1744,1146,0,598,2450,261,8999,9217,0.35,40,11974,23,76.03,
2017,10,24OCT2017,11300,210,44,537,46,3470,4097,15607,116,991,4363,99,5569,1733,1146,0,587,2700,847,8646,9451,0.34,39,12137,22,76.1,
2017,10,25OCT2017,11200,215,41,889,74,3440,4444,15858,116,991,4375,97,5580,1723,0,0,1723,2650,394,8282,8555,0.34,46,12418,31,76.23,
2017,10,26OCT2017,11200,230,40,896,75,3220,4230,15660,116,1998,4377,108,6598,1722,0,0,1722,2520,-967,8427,7339,0.41,53,12440,41,76.44,
