Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2007,10,01OCT2007,12000,294,15,718,91,1230,2054,14348,149,4497,4373,76,9095,2150,0,0,2150,5830,-2608,5862,3103,0.62,78,13118,76,88.57,
2007,10,02OCT2007,12000,283,15,376,86,1170,1647,13930,149,4494,4383,54,9080,2082,0,0,2082,5640,-3147,6060,2768,0.64,80,12760,78,88.74,
2007,10,03OCT2007,11900,281,15,211,82,1130,1438,13619,105,3995,4375,66,8541,2034,0,0,2034,5640,-2785,5972,3044,0.61,78,12489,76,88.84,
2007,10,04OCT2007,11900,263,15,198,77,1110,1400,13563,149,3498,4326,79,8052,2043,0,0,2043,5540,-2440,6051,3468,0.58,74,12453,72,88.85,
2007,10,05OCT2007,12300,235,15,187,70,1070,1342,13877,132,3498,4314,94,8038,1976,0,0,1976,5540,-2440,6442,3863,0.56,72,12807,70,88.79,
2007,10,06OCT2007,11800,238,14,183,71,1120,1388,13426,114,2991,4410,95,7610,2000,0,0,2000,5600,-1922,5878,3816,0.55,72,12306,69,88.74,
2007,10,07OCT2007,11100,266,16,173,46,1190,1425,12791,112,2998,4397,75,7582,1935,0,0,1935,5580,-1835,5244,3274,0.58,74,11601,72,88.79,
2007,10,08OCT2007,10800,271,20,176,32,1190,1418,12489,113,2995,4321,68,7497,1900,0,0,1900,5560,-1754,4979,3092,0.58,75,11299,73,88.88,
2007,10,09OCT2007,10600,260,20,176,32,1140,1368,12228,112,2992,4328,60,7492,1950,0,0,1950,5590,-1801,4724,2786,0.6,77,11088,75,89.03,
2007,10,10OCT2007,11600,243,24,193,32,1130,1379,13222,112,2990,4308,58,7468,1888,1605,0,284,5640,-633,6124,5470,0.55,59,12092,55,88.73,
2007,10,11OCT2007,11600,189,23,178,31,1150,1382,13171,115,3498,4310,58,7981,1892,1605,0,287,5640,-1146,6069,4903,0.59,63,12021,59,88.53,
2007,10,12OCT2007,11300,159,29,181,32,1180,1422,12881,112,3486,4281,47,7926,1894,3668,0,-1774,5560,209,6396,6729,0.6,48,11701,42,88.12,
2007,10,13OCT2007,10600,128,30,180,33,1400,1643,12371,113,3489,4231,43,7876,1895,3668,0,-1773,5390,309,5834,6268,0.62,49,10971,43,87.79,
2007,10,14OCT2007,10400,93,26,174,33,1460,1693,12186,113,3497,4253,63,7926,1850,3668,0,-1818,5210,158,5792,6078,0.64,50,10726,43,87.5,
2007,10,15OCT2007,9750,36,23,174,33,1450,1680,11466,104,3498,4341,80,8023,1846,2063,0,-217,5060,-1142,4787,3660,0.68,68,10016,63,87.55,
2007,10,16OCT2007,9700,20,23,174,31,1400,1628,11348,97,2996,4273,65,7431,1843,2292,0,-449,4840,-671,5006,4366,0.64,62,9948,56,87.48,
2007,10,17OCT2007,10200,20,23,175,31,1430,1659,11879,83,2987,4276,63,7409,1845,229,0,1616,4690,-2110,5078,2854,0.61,76,10449,73,87.69,
2007,10,18OCT2007,10600,20,26,173,32,1640,1871,12491,83,3489,4263,64,7899,1792,229,0,1563,4700,-2344,5482,3029,0.62,76,10851,72,87.85,
2007,10,19OCT2007,10300,20,32,172,36,1790,2030,12350,94,3492,4302,69,7957,1794,229,0,1565,4790,-2154,5092,2828,0.63,77,10560,73,88.04,
2007,10,20OCT2007,10500,30,36,171,46,1760,2013,12543,94,2987,4298,72,7451,1800,229,0,1571,4750,-1709,5340,3521,0.58,72,10783,67,88.09,
2007,10,21OCT2007,10100,49,38,170,47,1750,2005,12154,92,2981,4289,54,7416,1800,0,0,1800,4830,-1751,4815,2938,0.6,76,10404,72,88.25,
2007,10,22OCT2007,10300,43,41,171,37,1750,1999,12342,105,2990,4259,73,7427,1800,0,0,1800,5160,-1438,4679,3115,0.59,75,10592,71,88.36,
2007,10,23OCT2007,10300,20,35,169,33,1740,1977,12297,113,2498,4271,82,6964,1726,0,0,1726,5340,-769,4497,3607,0.55,71,10557,66,88.37,
2007,10,24OCT2007,9730,39,31,163,35,1770,1999,11768,128,2498,4330,91,7047,1740,0,0,1740,5310,-869,3972,2981,0.58,75,9998,70,88.5,
2007,10,25OCT2007,9350,97,29,162,56,1900,2147,11594,137,2495,4292,98,7022,1736,0,0,1736,5310,-693,3651,2836,0.58,76,9694,71,88.66,
2007,10,26OCT2007,9170,66,27,158,77,2020,2282,11518,123,2495,4304,103,7025,1742,0,0,1742,5210,-666,3538,2751,0.59,76,9498,71,88.83,
2007,10,27OCT2007,9130,30,26,160,75,2230,2491,11651,102,1992,4252,103,6449,1750,0,0,1750,5030,-65,3640,3452,0.54,70,9421,63,88.84,
2007,10,28OCT2007,9340,30,26,162,80,2330,2598,11968,115,1994,4252,100,6461,1750,0,0,1750,4990,-10,3890,3757,0.52,69,9638,61,88.8,
2007,10,29OCT2007,8800,45,25,162,74,2340,2601,11446,82,2497,4304,106,6989,1683,0,0,1683,4960,-522,3414,2774,0.59,76,9106,70,88.96,
2007,10,30OCT2007,9640,43,24,156,70,2330,2580,12263,107,2498,4308,106,7019,1687,0,0,1687,4880,-655,4331,3557,0.55,71,9933,64,88.94,
2007,10,31OCT2007,9990,30,26,157,72,2360,2615,12635,116,2991,4251,99,7457,1693,0,0,1693,4790,-1152,4756,3485,0.57,72,10275,66,88.94,
2007,11,01NOV2007,9680,55,26,161,84,2320,2591,12326,117,2496,4305,91,7009,1691,0,0,1691,4700,-817,4562,3626,0.55,71,10006,64,88.92,
2007,11,02NOV2007,9580,70,26,160,84,2200,2470,12120,112,2487,4248,100,6947,1696,0,0,1696,4710,-869,4465,3477,0.56,71,9920,65,88.92,
