Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2017,3,23-Mar-17,69300,30388,3220,4574,123,28200,36117,135805,93,0,3748,3,3844,1496,8940,0,-7443,10046,47157,91726,139404,0.03,-3,135087,-3,45.82
2017,3,24-Mar-17,69200,30636,2660,4565,110,28000,35335,135171,86,0,3748,9,3842,1546,10086,0,-8540,10033,47077,92195,139869,0.03,-3,134916,-4,45.8
2017,3,25-Mar-17,68300,29555,2630,4543,103,28100,35376,133231,85,0,3757,5,3846,1546,8252,0,-6706,9913,45802,89820,136092,0.03,-2,132202,-3,45.81
2017,3,26-Mar-17,68900,30138,2360,4537,102,28500,35499,134537,89,0,3760,0,3849,1597,5272,0,-3675,9993,44031,90074,134363,0.03,0,132231,-2,45.83
2017,3,27-Mar-17,69000,30618,2400,4533,104,28600,35637,135255,95,0,3763,8,3865,1598,1375,0,223,10006,41633,89550,131167,0.03,3,131296,0,45.85
2017,3,28-Mar-17,71500,27395,2130,4532,104,28500,35266,134161,98,0,3728,2,3828,1645,1375,0,270,10339,41601,88481,130063,0.03,3,130220,0,45.89
2017,3,29-Mar-17,73600,20037,1940,4530,100,28300,34870,128507,97,0,3759,5,3861,1644,229,0,1415,10618,40707,82623,123231,0.03,4,124052,1,45.95
2017,3,30-Mar-17,70100,10903,1970,4525,100,28000,34595,115598,97,0,3769,0,3866,1644,229,0,1415,10152,39962,70454,110317,0.03,5,111138,1,46.09
2017,3,31-Mar-17,66300,5456,2020,4515,101,27200,33836,105592,89,0,3762,11,3861,1697,0,0,1697,9647,38518,61634,100033,0.04,5,101018,1,46.28
2017,4,1-Apr-17,64000,3855,1820,4526,81,26400,32827,100682,216,0,3744,7,3967,1737,0,0,1737,9341,37072,58028,94978,0.04,6,95985,1,46.49
2017,4,2-Apr-17,60100,3400,1720,4533,55,25700,32008,95508,225,0,3749,0,3975,1727,0,0,1727,8822,35733,54194,89806,0.04,6,90808,1,46.73
2017,4,3-Apr-17,56100,3053,1680,4531,45,25000,31256,90409,226,0,3747,11,3984,1730,0,0,1730,8290,34438,50378,84695,0.04,6,85699,1,46.99
2017,4,4-Apr-17,53400,2777,1590,4506,39,24300,30435,86612,222,0,3744,0,3966,1786,0,0,1786,7931,33239,47746,80859,0.04,7,81895,1,47.27
2017,4,5-Apr-17,50600,2491,1510,4424,35,23600,29569,82660,223,0,3745,23,3991,1793,0,0,1793,7559,31972,45030,76877,0.05,7,77916,1,47.56
2017,4,6-Apr-17,48900,2354,1510,4353,38,23100,29001,80255,212,0,3746,1,3959,1794,2292,0,-498,7333,32698,44061,76794,0.05,4,76505,0,47.84
2017,4,7-Apr-17,50400,2734,2870,4261,33,22800,29964,83098,213,0,3758,5,3975,1796,4126,0,-2330,7532,35035,46254,81452,0.05,2,80101,-2,48.07
2017,4,8-Apr-17,56600,3459,3720,4152,23,22600,30495,90554,208,0,3755,4,3966,1846,5960,0,-4114,8357,37559,52854,90701,0.04,0,88315,-3,48.21
2017,4,9-Apr-17,64700,4356,2840,4049,23,22400,29312,98368,215,0,3741,6,3962,1847,5960,0,-4112,9434,37457,60773,98519,0.04,0,96133,-2,48.3
2017,4,10-Apr-17,67900,9422,2370,3924,20,22200,28514,105836,219,0,3739,5,3962,1847,5960,0,-4113,9860,37085,68614,105987,0.04,0,103601,-2,48.33
2017,4,11-Apr-17,68200,9237,2100,3931,16,21800,27847,105284,214,0,3743,2,3959,1846,3668,0,-1822,9900,34972,68047,103147,0.04,2,102090,-1,48.37
2017,4,12-Apr-17,68300,6559,1950,3937,16,21600,27503,102362,219,0,3749,17,3985,1846,1834,0,13,9913,33422,64943,98364,0.04,4,98371,0,48.45
2017,4,13-Apr-17,67900,5266,3160,3942,16,22000,29118,102284,228,0,3756,11,3995,1891,688,0,1204,9860,34201,62969,97086,0.04,5,97784,1,48.53
2017,4,14-Apr-17,67000,5283,3160,3918,16,22600,29694,101977,220,0,3746,8,3974,1894,688,0,1207,9740,34675,62205,96796,0.04,5,97496,1,48.61
2017,4,15-Apr-17,68100,9280,2690,3913,16,23200,29819,107199,218,0,3737,9,3964,1892,688,0,1204,9886,34959,67157,102031,0.03,5,102729,1,48.64
2017,4,16-Apr-17,70100,19083,2450,3924,16,23700,30090,119273,212,465,3741,7,4426,1895,2751,0,-856,10152,36373,79270,115703,0.04,3,115207,0,48.6
2017,4,17-Apr-17,71100,22261,2800,3932,17,24000,30749,124110,220,2240,3738,8,6206,1892,3438,0,-1546,10285,35833,83509,119450,0.05,4,118553,-1,48.54
2017,4,18-Apr-17,71900,23442,4230,3939,18,24000,32187,127529,243,2525,3736,3,6507,1879,4126,0,-2247,10392,37533,85580,123270,0.05,3,121966,-1,48.46
2017,4,19-Apr-17,73100,25706,3730,3920,17,24000,31667,130473,224,2544,3736,2,6506,1897,4126,0,-2229,10551,37161,88879,126196,0.05,3,124903,-1,48.37
2017,4,20-Apr-17,73800,28364,3110,3918,15,23800,30843,133007,213,2527,4288,6,7033,1896,4355,0,-2459,10644,36052,92208,128432,0.05,3,127006,-1,48.27
2017,4,21-Apr-17,74600,29532,2710,3909,14,23400,30033,134165,219,2479,4209,3,6910,1895,2292,0,-397,10751,34132,93492,127653,0.05,5,127422,0,48.18
2017,4,22-Apr-17,75700,28791,2440,3902,18,23400,29760,134251,219,2525,4281,6,7031,1900,1605,0,295,10897,33434,93511,126925,0.05,5,127096,0,48.1
2017,4,23-Apr-17,75900,28079,2260,3898,32,23400,29590,133569,217,2515,4275,3,7009,1897,229,0,1668,10924,32421,92588,124892,0.05,6,125860,1,48.04
2017,4,24-Apr-17,76100,27234,2130,3895,42,23300,29367,132701,226,2244,4266,2,6739,1940,229,0,1711,10950,32467,91905,124252,0.05,6,125244,1,47.98
2017,4,25-Apr-17,75800,26958,1960,3892,42,23200,29094,131852,233,2223,4302,6,6765,1935,0,0,1935,10910,31982,91306,123152,0.05,7,124275,1,47.93
2017,4,26-Apr-17,75700,26283,1810,3894,60,23300,29064,131047,232,2552,4318,0,7101,1925,0,0,1925,10897,31609,90547,122021,0.05,7,123138,1,47.89
2017,4,27-Apr-17,74000,25925,1800,3890,151,23600,29441,129366,229,2881,4317,5,7431,1922,0,0,1922,10671,31431,88716,120013,0.06,7,121127,1,47.87
2017,4,28-Apr-17,72700,25890,1670,3880,220,24200,29970,128560,234,4489,4321,12,9055,1972,0,0,1972,10498,30131,87540,117532,0.07,9,118676,1,47.85
2017,4,29-Apr-17,73500,24728,1540,3877,195,24600,30212,128440,229,4496,4311,20,9056,1970,0,0,1970,10605,30480,87072,117414,0.07,9,118556,1,47.84
2017,4,30-Apr-17,73900,21858,1450,3878,164,24700,30192,125950,227,4494,4314,20,9054,1968,0,0,1968,10658,30516,84549,114927,0.07,9,116069,1,47.85
2017,5,1-May-17,72200,17097,1420,3871,132,24700,30123,119420,223,4499,2486,27,7234,1965,0,0,1965,10432,32043,78315,110221,0.06,8,111361,1,47.88
2017,5,2-May-17,71100,10565,1420,3869,143,24200,29632,111297,226,5492,2432,29,8179,1957,0,0,1957,10285,30466,70832,101161,0.07,9,102296,1,47.96
2017,5,3-May-17,69300,3997,1460,3868,162,23600,29090,102387,229,6318,1810,30,8388,2002,0,0,2002,10046,29447,62691,91997,0.08,10,93159,1,48.1
2017,5,4-May-17,65800,2490,1510,3868,163,23100,28641,96931,243,6675,1397,30,8344,2056,0,0,2056,9580,28541,58134,86531,0.08,11,87724,1,48.28
2017,5,5-May-17,61100,1907,1570,3883,165,22800,28418,91425,237,6674,2426,28,9364,2054,0,0,2054,8955,26674,53477,80007,0.1,12,81198,1,48.49
2017,5,6-May-17,55600,1580,1530,3885,158,22400,27973,85153,228,6670,2426,28,9351,2067,0,0,2067,8224,25502,48378,73735,0.11,13,74934,2,48.74
2017,5,7-May-17,50700,1432,1370,3885,138,21900,27293,79425,229,6670,2420,31,9350,2114,0,0,2114,7572,24142,43968,67962,0.11,14,69188,2,49.04
2017,5,8-May-17,45900,1359,1270,3874,139,21500,26783,74042,254,6673,2416,30,9374,2100,0,0,2100,6934,22977,39737,62568,0.12,15,63786,2,49.37
2017,5,9-May-17,42000,1166,1200,3865,160,21100,26325,69491,290,6676,3414,37,10417,2141,0,0,2141,6415,20932,36152,56933,0.14,18,58175,2,49.74
2017,5,10-May-17,41000,897,1150,3859,169,20700,25878,67775,273,6674,3412,34,10393,2141,0,0,2141,6282,20376,35016,55241,0.15,18,56483,2,50.11
2017,5,11-May-17,44800,815,1140,3850,162,20500,25652,71267,269,6679,3419,39,10406,2187,0,0,2187,6787,20612,38215,58674,0.14,18,59943,2,50.43
2017,5,12-May-17,50300,718,1150,3851,144,20400,25545,76563,254,6668,3426,35,10383,2251,0,0,2251,7519,21218,42869,63929,0.13,17,65234,2,50.67
2017,5,13-May-17,54100,526,1080,3860,149,20400,25489,80115,257,6674,3416,41,10387,2258,0,0,2258,8024,21659,45969,67470,0.13,16,68780,2,50.86
2017,5,14-May-17,56100,539,985,3862,148,20400,25395,82034,246,6678,3430,36,10390,2313,0,0,2313,8290,21792,47701,69331,0.12,15,70673,2,51.02
2017,5,15-May-17,56400,563,886,3862,134,20400,25282,82245,147,2399,2771,38,5356,2314,0,0,2314,8330,26752,47985,74575,0.06,9,75917,2,51.13
2017,5,16-May-17,55300,627,814,3855,136,20000,24805,80732,154,2393,2745,39,5331,2354,0,0,2354,8184,26128,47084,73047,0.06,10,74412,2,51.25
2017,5,17-May-17,52700,797,817,3848,135,19800,24600,78097,147,2394,2786,49,5375,2399,0,0,2399,7838,25504,44987,70323,0.07,10,71714,2,51.38
2017,5,18-May-17,50400,824,793,3847,136,19600,24376,75600,115,2684,2512,46,5358,2404,0,0,2404,7532,24987,43019,67838,0.07,10,69232,2,51.53
2017,5,19-May-17,48800,722,754,3825,143,19400,24122,73644,112,2593,2508,52,5265,2464,0,0,2464,7319,24575,41513,65915,0.07,10,67344,2,51.69
2017,5,20-May-17,46100,605,731,3822,151,19000,23704,70409,120,2390,2512,63,5085,2511,0,0,2511,6960,23946,39042,62812,0.07,11,64269,2,51.87
2017,5,21-May-17,42600,522,739,3821,156,18100,22816,65938,132,2188,2513,61,4893,2514,0,0,2514,6495,22783,35923,58530,0.07,11,59988,2,52.09
2017,5,22-May-17,40700,538,739,3819,152,17100,21810,63048,136,2694,1854,64,4748,2561,0,0,2561,6242,21639,34279,55739,0.07,12,57224,3,52.33
2017,5,23-May-17,39500,623,747,3820,141,16400,21108,61231,132,2595,1862,67,4657,2594,0,0,2594,6083,20848,33314,53980,0.07,12,55485,3,52.57
2017,5,24-May-17,38500,631,784,3797,131,15900,20612,59743,116,2390,1826,68,4400,2641,0,0,2641,5950,20446,32442,52703,0.07,12,54235,3,52.82
2017,5,25-May-17,37700,736,783,3744,128,15500,20155,58591,105,2098,1829,71,4102,2690,0,0,2690,5843,20147,31840,51799,0.07,12,53359,3,53.07
2017,5,26-May-17,36900,801,756,3668,133,15000,19557,57258,109,1998,1865,72,4045,2696,0,0,2696,5737,19497,31210,50518,0.07,12,52081,3,53.31
2017,5,27-May-17,35500,843,714,3592,143,14600,19049,55392,118,1890,1807,72,3887,2754,0,0,2754,5551,18922,30021,48751,0.07,12,50348,3,53.57
2017,5,28-May-17,34300,827,686,3536,135,14500,18857,53984,107,1796,1840,54,3797,2806,0,0,2806,5391,18627,28951,47381,0.07,12,49008,3,53.83
2017,5,29-May-17,34100,807,651,3518,121,14200,18490,53397,117,1697,1858,70,3743,2853,0,0,2853,5364,18258,28744,46802,0.07,12,48457,3,54.09
2017,5,30-May-17,34400,860,617,3496,123,13800,18036,53296,125,1896,1863,76,3961,2894,0,0,2894,5404,17598,29046,46441,0.07,13,48119,3,54.33
2017,5,31-May-17,34800,899,618,3449,111,13600,17778,53477,134,1981,1864,66,4045,2947,229,0,2717,5457,17424,29481,46715,0.07,13,48291,3,54.56
2017,6,1-Jun-17,35200,950,595,3297,108,13200,17200,53350,134,6667,4175,59,11034,2987,229,0,2758,5511,9884,29867,39558,0.2,26,44356,11,54.88
2017,6,2-Jun-17,35400,980,573,3101,127,12800,16601,52981,144,6664,4259,76,11143,3037,229,0,2808,5537,9170,30056,39030,0.2,26,44240,12,55.2
2017,6,3-Jun-17,36900,996,547,2892,147,12800,16386,54282,162,6509,4386,70,11127,3079,229,0,2850,5737,9144,31361,40305,0.2,26,45535,11,55.47
2017,6,4-Jun-17,39400,961,532,2694,155,13100,16481,56842,165,6673,4389,66,11293,3132,229,0,2903,6069,9370,33479,42646,0.19,25,47891,11,55.7
2017,6,5-Jun-17,40000,926,518,2490,157,13500,16665,57591,157,6673,4398,65,11293,3200,0,0,3200,6149,9440,33881,43097,0.19,25,48336,11,55.9
2017,6,6-Jun-17,40100,897,485,2297,136,13700,16618,57615,143,6679,4393,46,11261,3248,0,0,3248,6162,9408,33925,43106,0.19,25,48223,11,56.1
2017,6,7-Jun-17,39400,843,447,2103,170,13800,16520,56763,128,6669,4401,43,11241,3293,0,0,3293,6069,9208,33252,42230,0.19,26,47299,11,56.29
2017,6,8-Jun-17,37600,831,427,1642,172,13600,15841,54272,146,6672,4408,6,11231,3348,0,0,3348,5830,8264,31664,39693,0.2,27,44930,12,56.52
2017,6,9-Jun-17,35500,826,437,1457,130,13200,15224,51550,145,6677,4401,0,11224,3397,0,0,3397,5551,7343,29824,36930,0.21,28,42461,13,56.78
2017,6,10-Jun-17,33400,800,480,1270,160,12800,14710,48910,138,6670,4405,7,11220,3451,0,0,3451,5271,6519,27963,34240,0.23,30,40072,15,57.07
2017,6,11-Jun-17,31300,720,443,1164,163,12600,14370,46390,136,6662,4404,26,11228,3498,1146,0,2352,4992,6605,26370,32810,0.24,29,37847,13,57.38
2017,6,12-Jun-17,29700,685,438,1127,157,12600,14322,44707,145,6672,4386,35,11239,3553,1146,0,2406,4779,6298,24932,31062,0.25,31,36156,14,57.7
2017,6,13-Jun-17,28000,643,407,1035,149,12300,13891,42534,144,6672,4394,56,11265,3588,1146,0,2442,4553,5591,23406,28827,0.26,32,34173,16,58.06
2017,6,14-Jun-17,26500,609,366,980,155,12300,13801,40910,141,6672,4392,69,11274,3636,1146,0,2490,4354,5262,22058,27146,0.27,34,28610,5,58.43
2017,6,15-Jun-17,25000,604,335,858,176,12700,14069,39673,164,6671,4386,70,11290,3699,1146,0,2552,4154,5274,20735,25830,0.28,35,31035,17,58.82
2017,6,16-Jun-17,23300,598,315,704,212,13100,14331,38229,166,6669,4381,73,11289,3752,0,0,3752,3928,4531,18920,23188,0.29,39,29151,20,59.25
2017,6,17-Jun-17,21700,606,306,555,239,13400,14500,36806,165,6671,4381,70,11286,3795,0,0,3795,3715,4462,17528,21725,0.3,41,27527,21,59.7
2017,6,18-Jun-17,20700,579,302,514,229,13500,14545,35824,167,6671,4380,72,11290,3842,0,0,3842,3582,4340,16621,20692,0.31,42,26473,22,60.16
2017,6,19-Jun-17,20200,543,297,497,203,13600,14597,35340,170,6671,4389,71,11301,3901,0,0,3901,3516,4277,16135,20139,0.31,43,25915,22,60.61
2017,6,20-Jun-17,19700,545,279,497,194,13500,14470,34715,171,6668,4395,75,11308,3936,0,0,3936,3449,4053,15694,19471,0.32,44,25350,23,61.06
2017,6,21-Jun-17,19100,582,258,640,225,13700,14823,34505,160,6674,4403,71,11308,3990,0,0,3990,3369,4291,15195,19208,0.32,44,25002,23,61.49
2017,6,22-Jun-17,18500,578,239,891,224,13800,15154,34232,168,6673,4415,85,11341,4040,0,0,4040,3290,4476,14657,18851,0.32,45,24656,24,61.91
2017,6,23-Jun-17,17900,565,222,924,212,14600,15958,34423,174,6672,4415,94,11355,4040,0,0,4040,5602,7579,11732,19029,0.32,45,24327,22,62.3
2017,6,24-Jun-17,17000,580,207,919,219,15600,16945,34525,185,6672,4413,88,11359,4102,0,0,4102,7071,9991,9361,19065,0.32,45,23770,20,62.67
2017,6,25-Jun-17,16200,583,194,916,201,16400,17711,34494,182,6674,4413,66,11334,4155,0,0,4155,6520,10196,9100,19005,0.32,45,23211,18,63.02
2017,6,26-Jun-17,15800,612,179,940,191,17000,18310,34722,177,6674,4408,41,11300,4147,0,0,4147,6360,10675,8891,19275,0.32,44,23050,16,63.35
2017,6,27-Jun-17,15800,606,170,1192,194,17300,18856,35262,168,6670,4400,16,11254,4195,0,0,4195,6210,11085,9022,19813,0.31,44,23388,15,63.63
2017,6,28-Jun-17,15700,593,161,1530,207,17300,19198,35491,192,6669,4393,56,11310,4182,0,0,4182,6000,11170,9122,19999,0.31,44,23619,15,63.9
2017,6,29-Jun-17,15300,622,153,1864,219,16800,19036,34958,189,6656,4386,22,11252,4243,0,0,4243,5690,10716,9044,19463,0.31,44,23402,17,64.16
2017,6,30-Jun-17,14700,579,145,1973,224,16100,18442,33721,180,6651,4381,54,11266,4249,0,0,4249,6397,10812,7692,18206,0.33,46,22619,20,64.46
2017,7,1-Jul-17,14400,573,137,1993,238,15300,17668,32641,180,7165,4374,36,11754,4248,0,0,4248,6309,9462,7474,16639,0.35,49,22059,25,64.8
2017,7,2-Jul-17,13800,575,133,2005,245,14300,16683,31058,174,7173,4377,39,11763,4247,0,0,4247,6133,8294,7053,15049,0.37,52,21126,29,65.18
2017,7,3-Jul-17,13300,589,128,2016,230,13300,15674,29563,171,7172,4383,34,11759,4305,0,0,4305,5987,7103,6697,13499,0.39,54,16263,17,65.62
2017,7,4-Jul-17,13000,566,123,1936,213,12600,14872,28438,173,7170,4385,40,11769,4300,0,0,4300,4870,5179,7492,12370,0.4,57,15838,22,66.08
2017,7,5-Jul-17,13000,550,117,1899,221,11900,14137,27687,169,7168,4396,43,11776,4344,0,0,4344,4900,4437,7434,11567,0.42,58,15787,27,66.56
2017,7,6-Jul-17,13000,591,112,2024,252,11100,13488,27079,167,1474,4401,48,6090,4343,0,0,4343,4970,9546,7405,16647,0.21,39,19213,13,66.79
2017,7,7-Jul-17,12900,625,108,1960,267,10300,12635,26160,173,0,4408,50,4631,4369,0,0,4369,4950,10114,7352,17160,0.17,34,19694,13,66.98
2017,7,8-Jul-17,12700,621,103,1772,258,9820,11953,25274,176,2972,3980,61,7188,4400,0,0,4400,5090,6995,6999,13686,0.28,46,18231,25,67.3
2017,7,9-Jul-17,12700,580,99,1564,246,9430,11339,24619,169,7168,4148,58,11543,4353,0,0,4353,5370,2336,6691,8723,0.46,65,15189,43,67.9
2017,7,10-Jul-17,12800,574,94,1376,240,9280,10991,24365,173,7174,4333,43,11723,4344,0,0,4344,5840,2285,6317,8298,0.47,66,15085,45,68.5
2017,7,11-Jul-17,12800,658,91,1332,241,8940,10604,24062,181,7169,4201,13,11563,4331,0,0,4331,5510,1736,6735,8169,0.47,66,15122,46,69.07
2017,7,12-Jul-17,12700,703,87,1318,229,8200,9834,23237,182,7165,4326,41,11714,4331,0,0,4331,5460,765,6730,7192,0.49,69,15037,52,69.7
2017,7,13-Jul-17,12900,684,84,1292,219,7520,9115,22699,175,7171,4160,12,11519,4333,0,0,4333,5480,259,6891,6846,0.5,70,15179,55,70.32
2017,7,14-Jul-17,13800,636,82,1148,253,7030,8513,22949,167,7175,4364,40,11745,4336,0,0,4336,5770,-281,7452,6867,0.5,70,15919,57,70.91
2017,7,15-Jul-17,14800,598,81,1033,274,6770,8157,23555,166,7171,4347,32,11716,4346,0,0,4346,6120,-264,8061,7493,0.49,68,16785,55,71.41
2017,7,16-Jul-17,15200,569,78,860,260,6730,7928,23697,174,6690,4327,37,11228,4351,0,0,4351,6380,251,8171,8118,0.46,66,16967,52,71.83
2017,7,17-Jul-17,15200,555,76,828,239,6510,7653,23408,184,7164,4308,13,11668,4350,0,0,4350,6550,-293,7987,7389,0.49,68,16898,56,72.28
2017,7,18-Jul-17,15200,548,73,802,235,6210,7320,23068,156,7174,4349,35,11714,4351,0,0,4351,6620,-602,7910,7004,0.5,70,16858,58,72.75
2017,7,19-Jul-17,15200,545,69,634,241,6250,7194,22939,184,7168,4203,52,11608,4358,0,0,4358,6740,-506,7785,6973,0.49,70,16689,58,73.19
2017,7,20-Jul-17,15200,542,67,595,241,6160,7063,22805,185,7176,4315,74,11750,4305,0,0,4305,6850,-636,7687,6749,0.5,70,16645,59,73.63
2017,7,21-Jul-17,15500,540,68,639,253,5950,6909,22949,187,7177,4191,86,11641,4305,0,0,4305,6990,-540,7845,7003,0.49,69,16999,59,74.03
2017,7,22-Jul-17,15900,523,67,620,257,5910,6854,23277,177,7176,4339,82,11774,4312,0,0,4312,7130,-593,8086,7191,0.49,69,17367,59,74.38
2017,7,23-Jul-17,16000,510,64,627,243,6010,6944,23454,172,7164,3445,76,10857,4302,0,0,4302,7180,470,8125,8294,0.45,65,17444,52,74.62
2017,7,24-Jul-17,16500,544,62,622,232,5960,6876,23920,175,7169,3528,75,10947,4302,0,0,4302,7240,373,8600,8671,0.45,64,17960,52,74.82
2017,7,25-Jul-17,17200,582,60,618,224,5790,6691,24473,179,7176,3893,72,11320,4235,0,0,4235,7340,-41,9256,8919,0.45,64,18683,52,74.99
2017,7,26-Jul-17,17500,576,58,622,218,5610,6508,24584,184,7177,4361,74,11795,4238,0,0,4238,7420,-622,9469,8550,0.47,65,18974,55,75.18
2017,7,27-Jul-17,17600,566,56,634,230,5360,6280,24446,183,7178,4250,94,11706,4233,0,0,4233,7490,-687,9491,8507,0.46,65,19086,55,75.36
2017,7,28-Jul-17,18100,536,56,612,240,5210,6117,24753,181,7176,4376,89,11822,4194,0,0,4194,7620,-810,9842,8738,0.46,65,19543,55,75.52
2017,7,29-Jul-17,18600,551,54,592,241,4960,5847,24998,184,7170,4385,88,11826,4187,0,0,4187,7650,-1051,10329,8985,0.46,64,20038,55,75.64
2017,7,30-Jul-17,18800,541,53,604,253,4730,5640,24981,185,6831,4381,79,11477,4209,0,0,4209,7620,-953,10543,9295,0.45,63,20251,54,75.74
2017,7,31-Jul-17,18700,537,52,600,237,4420,5309,24546,163,7180,4374,77,11793,4156,0,0,4156,7620,-1565,10453,8597,0.47,65,20126,57,75.89
2017,8,1-Aug-17,18800,531,50,561,219,3940,4770,24101,205,7170,4373,76,11824,4146,0,0,4146,7710,-2038,10460,8132,0.48,66,20161,60,76.06
2017,8,2-Aug-17,18900,540,50,588,229,3640,4507,23947,166,7177,4219,86,11648,4151,0,0,4151,7810,-2029,10468,8149,0.47,66,20307,60,76.22
2017,8,3-Aug-17,18900,539,49,582,237,3930,4798,24237,193,7174,4367,89,11823,4120,0,0,4120,7920,-1784,10365,8294,0.47,66,20307,59,76.36
2017,8,4-Aug-17,18900,513,48,581,232,4000,4861,24274,198,7185,4366,84,11833,4122,0,0,4122,7960,-1691,10299,8319,0.47,66,20274,59,76.49
2017,8,5-Aug-17,18600,495,48,565,219,4090,4922,24017,187,7166,4269,85,11706,4072,0,0,4072,7940,-1491,10015,8239,0.47,66,19927,59,76.62
2017,8,6-Aug-17,18600,453,48,568,209,4830,5654,24707,175,7158,4366,84,11782,4068,0,0,4068,7960,-812,9954,8857,0.47,64,19877,55,76.7
2017,8,7-Aug-17,18900,442,48,570,209,5010,5837,25179,173,7152,4365,84,11774,4017,0,0,4017,8000,-548,10217,9388,0.46,63,20169,53,76.73
2017,8,8-Aug-17,19000,439,48,493,215,4860,5616,25055,171,7156,4361,81,11769,4008,0,0,4008,8060,-698,10257,9278,0.46,63,20195,54,76.77
2017,8,9-Aug-17,19100,454,47,422,215,4810,5494,25048,183,7170,4378,72,11803,3943,0,0,3943,8110,-762,10340,9302,0.46,63,20238,54,76.81
2017,8,10-Aug-17,19400,464,47,406,210,4860,5523,25387,208,7174,4377,77,11835,3950,0,0,3950,8180,-700,10578,9601,0.45,62,20527,53,76.82
2017,8,11-Aug-17,19600,470,47,401,214,4930,5592,25662,210,7173,4259,87,11728,3914,0,0,3914,8130,-551,10844,10019,0.44,61,20732,52,76.81
2017,8,12-Aug-17,19500,486,45,390,228,4970,5634,25620,210,7171,4357,87,11824,3910,0,0,3910,8100,-632,10791,9885,0.45,61,20650,52,76.8
2017,8,13-Aug-17,19300,462,45,381,243,5070,5739,25501,190,6456,4356,86,11088,3874,0,0,3874,8100,233,10577,10539,0.42,59,20431,48,76.76
2017,8,14-Aug-17,19300,445,44,381,242,5060,5727,25472,189,7173,4356,78,11796,3833,0,0,3833,8200,-361,10472,9843,0.45,61,20412,52,76.76
2017,8,15-Aug-17,19600,424,44,313,212,4880,5449,25473,192,7176,4371,67,11806,3829,0,0,3829,8220,-625,10732,9839,0.45,61,20593,52,76.76
2017,8,16-Aug-17,19700,441,44,308,199,4870,5421,25562,192,7165,4382,75,11814,3773,0,0,3773,8260,-585,10825,9975,0.45,61,20692,52,76.75
2017,8,17-Aug-17,19900,431,44,297,199,4830,5370,25701,174,7174,4386,95,11829,3766,0,0,3766,8350,-556,10926,10107,0.45,61,20871,52,76.73
2017,8,18-Aug-17,20000,402,44,297,217,4850,5408,25810,184,7174,4342,107,11807,3721,0,0,3721,8480,-337,10880,10282,0.45,60,20960,51,76.71
2017,8,19-Aug-17,20100,409,43,296,229,4870,5439,25948,195,7179,4366,107,11848,3676,0,0,3676,8620,-178,10860,10424,0.44,60,21078,51,76.67
2017,8,20-Aug-17,20300,391,43,299,216,4900,5458,26149,198,7170,4261,108,11736,3680,0,0,3680,8620,-50,11041,10733,0.44,59,21249,49,76.62
2017,8,21-Aug-17,20600,403,43,307,211,4940,5501,26504,192,7169,4397,109,11867,3624,0,0,3624,8640,-81,11348,11013,0.44,58,21564,49,76.56
2017,8,22-Aug-17,20800,408,42,305,211,4700,5258,26466,193,7170,4387,110,11861,3554,0,0,3554,8730,-183,11483,11051,0.43,58,21766,49,76.5
2017,8,23-Aug-17,20900,416,42,299,217,4680,5238,26554,191,7163,4379,107,11840,3559,0,0,3559,8770,-146,11550,11155,0.43,58,21874,49,76.43
2017,8,24-Aug-17,21200,398,42,294,241,4770,5347,26945,201,7175,4374,103,11853,3513,0,0,3513,8770,-20,11844,11578,0.43,57,22175,48,76.34
2017,8,25-Aug-17,21500,372,42,296,264,4770,5372,27244,186,7170,4299,120,11774,3473,0,0,3473,8740,80,12160,11997,0.42,56,22474,47,76.24
2017,8,26-Aug-17,21600,380,42,299,228,4820,5389,27369,186,6939,4381,120,11626,3426,0,0,3426,8680,216,12341,12317,0.41,55,22549,45,76.12
2017,8,27-Aug-17,21600,364,42,298,201,4870,5411,27375,188,7167,4373,115,11843,3428,0,0,3428,8650,-10,12354,12104,0.42,56,22505,46,76.02
2017,8,28-Aug-17,21400,371,41,304,218,4880,5443,27214,198,7178,4373,114,11863,3375,0,0,3375,8580,-34,12246,11976,0.42,56,22334,46,75.94
2017,8,29-Aug-17,21200,395,41,290,228,4770,5329,26924,198,7174,4385,123,11879,3313,0,0,3313,8410,-293,12257,11732,0.43,56,22154,47,75.87
2017,8,30-Aug-17,21200,410,41,290,223,4690,5244,26854,196,7170,4381,131,11878,3245,0,0,3245,8280,-463,12421,11731,0.43,56,22164,47,75.81
2017,8,31-Aug-17,21000,403,40,288,206,4560,5094,26497,183,7169,4373,105,11831,3212,0,0,3212,8250,-574,12254,11455,0.43,57,21937,48,75.76
2017,9,1-Sep-17,20600,423,40,284,222,4310,4856,25879,180,7170,4362,116,11827,3147,0,0,3147,8320,-696,11822,10906,0.44,58,21569,49,75.75
2017,9,2-Sep-17,20400,411,40,284,217,4190,4731,25542,180,7172,4360,112,11823,3162,0,0,3162,8390,-758,11536,10556,0.45,59,21352,51,75.76
2017,9,3-Sep-17,20600,377,40,295,192,4220,4747,25724,183,5993,4067,112,10355,3109,0,0,3109,8560,931,11546,12260,0.39,52,21504,43,75.68
