Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2005,10,01OCT2005,17200,214,29,158,137,2460,2784,20198,217,6679,4339,115,11350,2112,0,0,2112,7620,-2319,9203,6736,0.54,67,17738,62,80.93,
2005,10,02OCT2005,17700,199,27,157,128,2450,2762,20661,217,6676,4329,114,11336,2062,0,0,2062,7550,-2364,9772,7263,0.53,65,18211,60,80.89,
2005,10,03OCT2005,17500,202,27,171,125,2400,2723,20425,213,6673,4359,115,11360,2050,0,0,2050,7400,-2569,9728,7015,0.54,66,18025,61,80.89,
2005,10,04OCT2005,17600,205,26,161,118,2340,2645,20450,164,6679,4413,116,11372,2043,0,0,2043,7350,-2705,9883,7035,0.54,66,18110,61,80.88,
2005,10,05OCT2005,17200,201,26,173,117,2280,2596,19997,189,6680,4349,110,11328,1995,0,0,1995,7360,-2669,9482,6674,0.55,67,17717,62,80.9,
2005,10,06OCT2005,16800,202,26,155,117,2270,2568,19570,220,6674,4370,122,11386,1970,0,0,1970,7290,-2808,9160,6214,0.56,68,17300,64,80.97,
2005,10,07OCT2005,16300,198,27,157,117,2350,2651,19149,218,6675,4346,113,11352,1921,0,0,1921,7150,-2799,8810,5876,0.57,69,16799,65,81.07,
2005,10,08OCT2005,16200,195,26,152,117,2320,2615,19010,217,6674,4369,115,11375,1925,0,0,1925,6900,-3111,8956,5710,0.58,70,16690,66,81.19,
2005,10,09OCT2005,16000,188,26,163,117,2370,2676,18864,216,6672,4364,115,11367,1920,0,0,1920,6520,-3419,9130,5577,0.58,70,16494,66,81.31,
2005,10,10OCT2005,15600,189,26,151,117,2480,2774,18563,215,6674,4349,114,11352,1885,0,0,1885,6330,-3473,8931,5326,0.59,71,16083,67,81.46,
2005,10,11OCT2005,15100,190,26,157,109,2410,2702,17992,210,6676,4441,107,11434,1900,0,0,1900,6310,-3657,8448,4658,0.62,74,15582,70,81.68,
2005,10,12OCT2005,15200,190,26,159,95,2330,2610,18000,209,6674,4274,105,11262,1881,0,0,1881,6430,-3445,8433,4857,0.61,73,15670,69,81.87,
2005,10,13OCT2005,15000,190,26,161,47,2360,2594,17784,217,6465,4308,107,11097,1874,0,0,1874,6620,-3101,8045,4813,0.6,73,15424,69,82.05,
2005,10,14OCT2005,14500,197,26,167,25,2500,2718,17415,209,6675,4424,101,11409,1819,0,0,1819,6690,-3183,7498,4187,0.64,76,14915,72,82.31,
2005,10,15OCT2005,14200,186,28,594,25,2610,3257,17643,209,6675,4414,94,11392,1825,0,0,1825,6470,-2851,7405,4426,0.63,75,15033,71,82.52,
2005,10,16OCT2005,13700,180,28,548,26,2680,3282,17162,206,6267,4409,88,10970,1825,0,0,1825,6160,-2714,7209,4367,0.62,75,14482,70,82.73,
2005,10,17OCT2005,13100,163,30,344,28,2690,3092,16355,206,6677,4368,75,11326,1850,0,0,1850,6230,-3206,6515,3179,0.68,81,13665,77,83.13,
2005,10,18OCT2005,12100,155,31,308,30,2670,3039,15294,203,6673,4366,70,11312,1800,0,0,1800,6090,-3353,5661,2182,0.72,86,12624,83,83.76,
2005,10,19OCT2005,12600,148,30,300,37,2630,2997,15745,193,6675,4333,76,11277,1775,0,0,1775,5760,-3674,6491,2693,0.7,83,13115,79,84.21,
2005,10,20OCT2005,11800,145,28,293,43,2780,3144,15089,210,6675,4349,91,11325,1776,0,0,1776,5610,-3726,5838,1988,0.73,87,12309,84,84.83,
2005,10,21OCT2005,11500,145,29,286,48,3030,3393,15038,191,6671,4307,85,11254,1777,0,0,1777,5400,-3616,5747,2007,0.73,87,12008,83,85.42,
2005,10,22OCT2005,11100,134,30,281,52,3070,3433,14667,175,5797,4326,89,10387,1780,0,0,1780,5130,-2981,5606,2500,0.69,83,11597,78,85.83,
2005,10,23OCT2005,11300,141,30,276,58,3120,3484,14925,176,5492,4334,84,10086,1750,0,0,1750,4970,-2769,5981,3089,0.66,79,11805,74,86.08,
2005,10,24OCT2005,11500,138,30,274,62,3050,3416,15054,174,5000,4225,76,9475,1746,0,0,1746,4950,-2244,6199,3833,0.61,75,12004,68,86.17,
2005,10,25OCT2005,11600,135,29,273,76,3050,3428,15163,157,5992,4327,77,10553,1744,0,0,1744,5030,-3229,6217,2866,0.68,81,12113,76,86.45,
2005,10,26OCT2005,11800,135,28,276,96,3010,3410,15345,126,5991,4278,65,10460,1744,0,0,1744,5547,-2636,5899,3141,0.67,80,12335,75,86.66,
2005,10,27OCT2005,12400,126,30,275,135,2960,3400,15926,126,5386,4275,67,9854,1729,0,0,1729,5723,-1855,6319,4343,0.61,73,12966,67,86.64,
2005,10,28OCT2005,12000,120,31,277,218,2790,3316,15436,126,5630,4316,68,10140,1727,0,0,1727,5606,-2341,6030,3569,0.64,77,12646,72,86.75,
2005,10,29OCT2005,12100,106,44,278,255,2650,3227,15433,125,5496,4282,67,9970,1700,0,0,1700,5635,-2213,6095,3763,0.63,76,12783,71,86.83,
2005,10,30OCT2005,12800,86,47,277,314,2590,3228,16114,130,5096,4433,65,9724,1700,0,0,1700,5840,-1761,6570,4690,0.59,71,13524,65,86.75,
2005,10,31OCT2005,12800,52,39,277,344,2480,3140,15992,123,5969,4241,64,10397,1689,0,0,1689,5840,-2514,6539,3906,0.64,76,13512,71,86.8,
2005,11,01NOV2005,12500,47,37,277,343,2430,3087,15634,121,6679,4286,73,11159,1686,0,0,1686,5753,-3416,6322,2789,0.7,82,13204,79,87.06,
2005,11,02NOV2005,12100,50,37,278,394,2410,3119,15269,119,5692,4306,82,10199,1700,0,0,1700,5635,-2550,6039,3370,0.65,78,12859,74,87.19,
2005,11,03NOV2005,12600,50,36,279,440,2340,3095,15745,125,5497,4218,79,9919,1700,0,0,1700,5782,-2147,6392,4126,0.62,74,13405,69,87.18,
2005,11,04NOV2005,12500,50,36,281,443,2280,3040,15590,123,6671,4310,70,11174,1694,458,0,1236,5753,-3185,6451,3180,0.7,80,13310,76,87.33,
2005,11,05NOV2005,12600,50,37,279,442,2250,3008,15658,123,4427,4298,72,8920,1700,458,0,1242,5782,-937,6521,5496,0.56,65,13408,59,87.13,
2005,11,06NOV2005,12400,50,40,279,504,2240,3063,15513,122,5096,4310,72,9600,1700,458,0,1242,5723,-1621,6379,4671,0.61,70,13273,65,87.04,
