Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
1997,10,01OCT1997,12900,302,21,150,147,2040,2358,15560,203,4891,4303,72,9469,2104,0,0,2104,5870,-2609,6743,3987,0.59,74,13520,71,87.15,
1997,10,02OCT1997,13900,304,22,144,156,2040,2362,16566,202,5001,4320,50,9573,2052,0,0,2052,6163,-2382,7467,4941,0.56,70,14526,66,87.03,
1997,10,03OCT1997,13900,309,24,149,154,2140,2467,16676,200,5898,4283,47,10428,2029,0,0,2029,6163,-3117,7478,4219,0.61,75,14536,71,87.01,
1997,10,04OCT1997,14100,288,32,151,154,2230,2567,16955,192,6156,4226,52,10626,2005,0,0,2005,6221,-3140,7605,4325,0.61,74,14725,71,86.98,
1997,10,05OCT1997,13900,252,35,157,154,2340,2686,16838,191,6548,4293,64,11096,1975,0,0,1975,6163,-3530,7436,3768,0.64,78,14498,74,87.04,
1997,10,06OCT1997,12800,226,32,173,146,2480,2831,15857,176,6196,4358,59,10789,1987,0,0,1987,4588,-4661,7882,3082,0.66,81,13377,77,87.22,
1997,10,07OCT1997,13600,218,29,172,144,2450,2795,16613,183,5293,4109,43,9628,1932,0,0,1932,2638,-5451,10639,5053,0.56,70,14163,64,87.08,
1997,10,08OCT1997,13100,208,28,172,145,2520,2865,16173,174,5358,4270,49,9851,1935,229,0,1706,2571,-5523,10259,4617,0.59,71,13653,66,87.0,
1997,10,09OCT1997,13500,184,44,198,147,2770,3159,16843,167,5666,4271,40,10144,1941,1605,0,336,2625,-4579,10965,6363,0.59,62,14073,55,86.72,
1997,10,10OCT1997,13200,155,61,185,148,2930,3324,16679,168,6466,4295,38,10967,1898,1834,0,65,2585,-5100,10752,5647,0.65,66,13749,59,86.53,
1997,10,11OCT1997,13700,138,91,194,102,3370,3757,17595,164,5810,4208,31,10213,1895,1834,0,61,2651,-3845,11170,7321,0.57,58,14225,49,86.18,
1997,10,12OCT1997,13600,142,98,189,15,3500,3802,17544,156,6062,4167,40,10425,1900,1834,0,66,2638,-4028,11086,7053,0.58,60,14044,50,85.88,
1997,10,13OCT1997,13200,155,75,189,14,3350,3628,16983,159,5757,4253,43,10212,1900,1605,0,295,2585,-4192,10688,6475,0.59,62,13633,53,85.65,
1997,10,14OCT1997,12600,173,65,189,17,3250,3521,16294,159,6674,4321,49,11203,1820,229,0,1591,2505,-6212,9823,3500,0.67,79,13044,73,85.83,
1997,10,15OCT1997,11700,196,53,187,15,3140,3395,15291,158,6303,4233,60,10754,1826,0,0,1826,4482,-4063,6902,2711,0.69,82,12151,78,86.16,
1997,10,16OCT1997,11000,201,54,181,15,3200,3450,14651,162,5097,4385,74,9718,1844,0,0,1844,5313,-2154,5372,3088,0.65,79,11451,73,86.4,
1997,10,17OCT1997,10800,202,47,177,14,3320,3558,14560,158,4292,4331,66,8847,1841,0,0,1841,5254,-1231,5232,3872,0.59,73,11240,66,86.47,
1997,10,18OCT1997,10900,187,45,176,14,3310,3545,14632,161,3398,4270,52,7881,1792,0,0,1792,5284,-218,5301,4958,0.52,66,11322,56,86.38,
1997,10,19OCT1997,10500,180,44,176,13,3150,3383,14063,160,3494,4338,57,8049,1792,0,0,1792,5167,-665,5012,4221,0.56,70,10913,61,86.4,
1997,10,20OCT1997,10700,180,43,180,14,3140,3377,14257,149,2995,4245,61,7450,1795,0,0,1795,5225,-16,5152,5011,0.51,65,11117,55,86.3,
1997,10,21OCT1997,11300,173,43,184,28,3040,3295,14768,156,2496,4271,47,6970,1789,0,0,1789,5401,563,5571,6009,0.46,59,11728,49,86.1,
1997,10,22OCT1997,11900,174,43,192,55,2920,3210,15284,161,2472,4249,57,6939,1773,0,0,1773,5577,695,6001,6572,0.44,57,12364,47,85.84,
1997,10,23OCT1997,11800,189,42,191,74,2780,3087,15076,155,2690,4279,55,7179,1742,0,0,1742,5547,323,5954,6155,0.46,59,12296,50,85.65,
1997,10,24OCT1997,11700,206,42,194,77,2590,2903,14809,149,2497,4337,59,7042,1744,0,0,1744,5518,246,5899,6023,0.46,59,12219,51,85.48,
1997,10,25OCT1997,10600,213,42,203,83,2480,2808,13621,153,2873,4246,58,7330,1745,0,0,1745,5196,-460,5129,4547,0.52,67,11141,59,85.5,
1997,10,26OCT1997,9980,215,41,206,86,2360,2693,12888,166,2416,4297,58,6937,1745,0,0,1745,5014,-364,4692,4206,0.52,67,10528,60,85.57,
1997,10,27OCT1997,10000,187,39,195,86,2320,2640,12827,156,1780,4258,64,6258,1744,0,0,1744,5020,269,4679,4826,0.47,62,10507,54,85.54,
1997,10,28OCT1997,10200,166,44,177,84,2250,2555,12921,157,1975,4269,63,6464,1744,0,0,1744,5079,37,4799,4714,0.48,64,10671,56,85.54,
1997,10,29OCT1997,10400,152,41,185,84,2190,2500,13052,155,1931,4341,63,6490,1655,0,0,1655,5137,73,4952,4908,0.48,62,10862,55,85.5,
1997,10,30OCT1997,10400,145,44,183,81,2160,2468,13013,160,2350,4331,60,6901,1670,0,0,1670,5137,-381,4940,4442,0.51,66,10853,59,85.54,
1997,10,31OCT1997,10400,127,43,177,87,2120,2427,12954,168,3196,4341,62,7767,1700,0,0,1700,5137,-1307,4914,3488,0.58,73,10834,68,85.72,
1997,11,01NOV1997,10700,113,42,173,93,2110,2418,13231,161,3045,4254,56,7516,1700,0,0,1700,5225,-977,5112,4016,0.55,70,11121,64,85.81,
1997,11,02NOV1997,10600,103,42,167,106,2050,2365,13068,169,3566,4293,58,8086,1700,0,0,1700,5196,-1629,5031,3283,0.6,75,11018,70,86.02,
1997,11,03NOV1997,10600,100,47,172,112,2020,2351,13051,168,3036,4256,57,7517,1700,0,0,1700,5196,-1075,5028,3834,0.56,71,11031,65,86.12,
1997,11,04NOV1997,10700,96,41,466,108,2050,2665,13461,170,3411,4341,64,7986,1700,0,0,1700,5225,-1200,5095,3776,0.58,72,11411,67,86.23,
1997,11,05NOV1997,10700,95,39,443,99,2060,2641,13436,169,4243,4285,65,8762,1700,0,0,1700,5225,-2001,5094,2974,0.63,78,11376,74,86.48,
1997,11,06NOV1997,11200,91,40,305,91,2010,2446,13737,170,3495,4289,46,8000,1700,0,0,1700,5372,-1287,5443,4038,0.57,71,11727,66,86.52,
1997,11,07NOV1997,11700,88,43,275,98,1960,2376,14164,165,3890,4311,65,8431,1700,0,0,1700,5518,-1642,5794,4033,0.58,72,12204,67,86.56,
1997,11,08NOV1997,11800,78,42,270,101,1960,2373,14251,169,3123,4224,56,7572,1650,0,0,1650,5547,-724,5869,5029,0.52,65,12291,59,86.45,
1997,11,09NOV1997,11500,64,47,269,98,1970,2384,13948,169,3113,4290,50,7622,1700,0,0,1700,5460,-883,5628,4626,0.53,67,11978,61,86.41,
1997,11,10NOV1997,11400,53,45,281,98,2000,2424,13877,153,3295,4265,56,7769,1650,3438,0,-1788,5430,1248,6524,7897,0.54,43,11877,34,86.02,
1997,11,11NOV1997,11900,57,48,283,98,2030,2459,14416,115,4649,4237,49,9050,1650,5043,0,-3393,5577,1191,7330,8759,0.62,39,12386,29,85.59,
1997,11,12NOV1997,11800,67,55,275,98,2030,2458,14325,114,4584,4214,54,8966,1650,5272,0,-3622,5547,1394,7334,8982,0.61,37,12295,27,85.16,
1997,11,13NOV1997,11700,74,56,281,99,2010,2446,14220,118,4832,4225,39,9214,1650,9857,0,-8207,5518,4085,8554,13214,0.64,7,12210,-8,84.51,
1997,11,14NOV1997,12900,68,68,278,82,2020,2448,15416,116,4945,4209,42,9312,1650,10086,0,-8436,5870,4489,9460,14540,0.59,6,13396,-9,83.83,
1997,11,15NOV1997,13200,60,88,280,78,1990,2436,15696,120,3917,4232,32,8301,1700,8482,0,-6782,5958,4501,9201,14177,0.52,10,13706,-3,83.21,
1997,11,16NOV1997,14300,55,83,271,77,2020,2451,16806,115,3996,4205,34,8350,1700,6877,0,-5177,6280,3746,9525,13633,0.49,19,14786,8,82.64,
1997,11,17NOV1997,14500,30,78,269,83,2000,2430,16960,117,4000,4248,41,8406,1700,6648,0,-4948,6339,3578,9577,13502,0.49,20,14960,10,82.12,
1997,11,18NOV1997,14900,35,64,271,88,2000,2423,17358,115,5997,4230,49,10391,1700,2292,0,-592,6456,-1127,8645,7559,0.59,56,15358,51,81.99,
1997,11,19NOV1997,15900,46,65,277,81,1990,2413,18359,115,5813,4201,53,10182,1700,2522,0,-822,6749,-486,9427,8999,0.55,51,16369,45,81.76,
1997,11,20NOV1997,16600,25,65,276,79,1970,2390,19015,115,5655,4190,53,10013,1750,688,0,1062,6954,-1359,9374,7940,0.52,58,17045,53,81.63,
1997,11,21NOV1997,17000,31,90,339,88,1950,2467,19498,118,6126,4170,57,10471,1750,688,0,1062,7071,-1624,9663,7965,0.53,59,17548,55,81.5,
1997,11,22NOV1997,17700,50,75,386,87,1900,2448,20198,116,6276,4180,43,10615,1750,688,0,1062,7276,-1582,10176,8520,0.52,58,18298,53,81.33,
1997,11,23NOV1997,17000,43,66,389,87,1870,2412,19455,116,6482,4115,31,10744,1750,458,0,1292,7071,-2100,9610,7420,0.54,62,17585,58,81.26,
1997,11,24NOV1997,16000,30,65,391,87,1840,2383,18413,116,6112,4185,36,10449,1750,1605,0,145,6778,-1383,9211,7818,0.56,58,16573,53,81.16,
1997,11,25NOV1997,15300,40,63,397,86,1830,2376,17716,120,6617,4073,40,10850,1800,4585,0,-2785,3698,-2965,12421,9651,0.6,46,15886,39,80.93,
1997,11,26NOV1997,16200,50,198,467,126,1910,2701,18951,118,6677,4086,45,10926,1800,8482,0,-6682,2984,-898,15137,14707,0.57,22,17041,14,80.45,
1997,11,27NOV1997,20300,50,534,424,224,2010,3192,23542,116,6678,3987,39,10820,1850,8711,0,-6861,3529,360,18742,19582,0.45,17,21532,9,79.8,
1997,11,28NOV1997,24900,50,242,401,132,1960,2735,27685,115,6624,4085,35,10859,1900,8711,0,-6811,4141,443,22716,23636,0.39,15,25725,8,79.07,
1997,11,29NOV1997,26600,1200,152,399,106,1920,2577,30377,115,6661,4109,33,10918,1900,7106,0,-5206,4367,-591,24891,24665,0.35,19,28457,13,78.35,
1997,11,30NOV1997,24200,36,124,417,99,1980,2620,26856,116,6647,4034,42,10839,1950,7565,0,-5615,4048,-523,21760,21631,0.4,19,24876,13,77.75,
1997,12,01DEC1997,23700,1070,109,401,91,2060,2661,27431,118,6673,4084,42,10917,2000,3668,0,-1668,3981,-3191,21256,18182,0.39,34,25371,28,77.3,
1997,12,02DEC1997,29400,2114,98,396,81,2010,2585,34099,116,6672,3981,60,10829,2000,3438,0,-1438,4739,-2570,27178,24708,0.31,28,32089,23,76.68,
1997,12,03DEC1997,27400,2110,89,398,81,2030,2598,32108,115,6669,4204,45,11033,2000,3438,0,-1438,4473,-3027,25440,22513,0.34,30,30078,25,76.15,
1997,12,04DEC1997,24000,1376,86,398,82,2100,2666,28042,116,6256,4050,38,10460,2050,3668,0,-1618,4021,-2722,21808,19200,0.37,32,25942,26,75.75,
1997,12,05DEC1997,21800,83,84,423,86,2210,2803,24686,134,6665,4053,27,10879,2100,2063,0,37,3728,-4371,18144,13771,0.43,44,22476,39,75.59,
1997,12,06DEC1997,20200,66,88,414,89,2350,2941,23207,148,6671,4096,34,10949,2100,3438,0,-1338,3516,-3622,17125,13596,0.46,41,20857,35,75.45,
1997,12,07DEC1997,21000,38,615,454,80,2330,3479,24517,115,6600,4061,35,10811,2150,6648,0,-4498,3622,-787,18675,18203,0.43,26,22187,18,75.12,
1997,12,08DEC1997,25500,27,896,430,73,2390,3789,29316,80,5931,4036,34,10081,2150,6648,0,-4498,4221,852,22566,23733,0.34,19,26926,12,74.64,
1997,12,09DEC1997,29400,1288,368,488,69,2510,3435,34123,82,5960,4061,39,10142,2150,6418,0,-4268,4739,807,27144,28250,0.29,17,31613,11,74.08,
1997,12,10DEC1997,30700,1920,232,538,68,2520,3358,35978,76,6407,4084,37,10604,2200,4585,0,-2385,4912,-784,28376,27758,0.29,23,33458,17,73.56,
1997,12,11DEC1997,27700,1498,181,541,70,2470,3262,32460,80,6674,4084,39,10877,2200,3209,0,-1009,4513,-2446,24967,22592,0.33,30,29990,25,73.2,
1997,12,12DEC1997,24300,54,151,543,70,2370,3134,27488,93,6637,4058,52,10840,2200,0,0,2200,4061,-5076,19677,14447,0.39,47,25118,42,73.15,
1997,12,13DEC1997,21500,73,128,546,69,2320,3063,24636,98,6677,4108,43,10926,2200,0,0,2200,3689,-5604,17268,11510,0.44,53,22316,48,73.24,
1997,12,14DEC1997,20000,54,126,586,69,2260,3041,23095,92,6666,4062,45,10865,2200,5272,0,-3072,3489,-2338,17425,15303,0.46,34,20835,27,73.15,
1997,12,15DEC1997,20800,50,141,555,69,2230,2995,23845,100,7389,4083,25,11597,2200,5272,0,-3072,3595,-3010,18115,15320,0.48,36,21615,29,73.07,
1997,12,16DEC1997,23800,50,147,549,67,2150,2913,26763,90,7383,4136,34,11643,2200,5272,0,-3072,3994,-2739,20716,18192,0.43,32,24613,26,72.87,
1997,12,17DEC1997,27500,1490,124,548,72,2140,2884,31874,89,7351,4168,34,11642,2200,5272,0,-3072,4487,-2275,25364,23304,0.36,27,29734,22,72.53,
1997,12,18DEC1997,25900,1070,115,550,75,2120,2860,29830,94,7242,4039,31,11406,2150,5272,0,-3122,4274,-2243,23571,21546,0.38,28,27710,22,72.26,
1997,12,19DEC1997,24100,72,112,551,75,2090,2828,27000,90,7332,4026,33,11481,2150,0,0,2150,4034,-6015,19536,13370,0.42,50,24910,46,72.31,
1997,12,20DEC1997,23900,81,105,550,75,2040,2770,26751,85,7070,4030,31,11216,2150,0,0,2150,4008,-5835,19371,13386,0.41,50,24711,46,72.35,
1997,12,21DEC1997,22800,60,99,549,75,2000,2723,25583,87,7026,4038,32,11183,2100,0,0,2100,3861,-5963,18411,12300,0.43,52,23583,48,72.45,
