Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
1999,10,01OCT1999,14800,279,26,125,182,2220,2553,17632,70,6680,4169,94,11013,2126,0,0,2126,6426,-3415,8057,4493,0.61,75,15412,71,84.78,
1999,10,02OCT1999,14600,284,25,121,183,2410,2739,17623,64,6676,4131,85,10956,2029,0,0,2029,6368,-3168,7948,4638,0.61,74,15213,70,84.82,
1999,10,03OCT1999,14700,271,25,116,188,2390,2719,17690,56,6676,4129,83,10944,2035,0,0,2035,6397,-3150,8004,4712,0.61,73,15300,69,84.86,
1999,10,04OCT1999,14200,279,26,118,185,2490,2819,17298,76,6573,4196,84,10929,2018,0,0,2018,6251,-3171,7663,4351,0.62,75,14808,71,84.94,
1999,10,05OCT1999,14000,277,26,125,173,2550,2874,17151,86,6051,4181,69,10387,1979,0,0,1979,6192,-2607,7531,4785,0.6,72,14601,67,84.96,
1999,10,06OCT1999,13800,275,27,137,163,2490,2817,16892,119,6676,4275,76,11146,1978,0,0,1978,6133,-3482,7388,3768,0.65,78,14402,74,85.13,
1999,10,07OCT1999,14000,279,27,131,152,2490,2800,17079,120,6476,4312,36,10944,1937,0,0,1937,6192,-3211,7545,4198,0.63,75,14589,71,85.22,
1999,10,08OCT1999,14300,252,27,129,150,2450,2756,17308,110,6545,4251,69,10975,1947,0,0,1947,6280,-3204,7727,4386,0.62,75,14858,70,85.27,
1999,10,09OCT1999,14300,226,28,131,148,2520,2827,17353,117,6679,4230,102,11128,1945,0,0,1945,6280,-3285,7702,4280,0.63,75,14833,71,85.34,
1999,10,10OCT1999,14200,216,28,132,146,2580,2886,17302,121,6677,4227,102,11127,1897,0,0,1897,6251,-3224,7634,4277,0.63,75,14722,71,85.41,
1999,10,11OCT1999,14000,211,28,131,144,2640,2943,17154,120,6675,4222,102,11119,1895,0,0,1895,6192,-3216,7488,4140,0.63,76,14514,71,85.49,
1999,10,12OCT1999,13800,197,27,132,150,2630,2939,16936,121,4326,4229,103,8779,1879,0,0,1879,6133,-928,7337,6278,0.5,63,14306,56,85.3,
1999,10,13OCT1999,13100,201,25,132,161,2510,2828,16129,119,5985,4231,101,10436,1877,0,0,1877,5928,-2900,6847,3816,0.63,76,13619,72,85.45,
1999,10,14OCT1999,12100,183,23,138,171,2480,2812,15095,120,6465,4207,78,10870,1835,0,0,1835,5635,-3616,6134,2389,0.71,84,12615,81,85.88,
1999,10,15OCT1999,11500,173,23,133,175,2500,2831,14504,119,6675,4261,106,11161,1822,0,0,1822,5460,-4055,5703,1521,0.75,90,12004,87,86.59,
1999,10,16OCT1999,11100,166,23,134,172,2530,2859,14125,119,5988,4280,92,10479,1825,0,0,1825,5342,-3464,5413,1821,0.73,87,11595,84,87.14,
1999,10,17OCT1999,10700,168,22,135,172,2560,2889,13757,118,5001,4240,103,9462,1825,0,0,1825,5225,-2534,5132,2471,0.67,82,11197,78,87.46,
1999,10,18OCT1999,10800,181,23,142,170,2720,3055,14036,120,2997,4241,101,7459,1795,0,0,1795,5254,-317,5224,4781,0.52,66,11316,58,87.34,
1999,10,19OCT1999,10800,170,23,142,162,2690,3017,13987,118,2997,4238,89,7442,1777,0,0,1777,5254,-326,5218,4767,0.52,66,11297,58,87.23,
1999,10,20OCT1999,10800,155,23,142,135,2610,2910,13865,119,3511,4243,85,7958,1783,0,0,1783,5254,-953,5201,4124,0.56,70,11255,63,87.21,
1999,10,21OCT1999,10800,176,23,141,117,2600,2881,13857,119,3476,4255,76,7926,1756,0,0,1756,5254,-932,5230,4175,0.55,70,11257,63,87.19,
1999,10,22OCT1999,10500,209,24,139,113,2650,2926,13635,93,3490,4294,81,7958,1773,0,0,1773,5167,-1018,5046,3904,0.57,71,10985,64,87.22,
1999,10,23OCT1999,10300,193,24,142,104,2650,2920,13413,62,4000,4301,89,8452,1738,0,0,1738,5108,-1554,4898,3223,0.62,76,10763,70,87.36,
1999,10,24OCT1999,10700,194,24,142,99,2580,2845,13739,62,3473,4286,84,7905,1725,0,0,1725,5225,-956,5186,4109,0.56,70,11159,63,87.34,
1999,10,25OCT1999,10700,204,24,143,101,2530,2798,13702,62,3494,4276,80,7912,1734,0,0,1734,5225,-1016,5193,4056,0.57,70,11172,64,87.33,
1999,10,26OCT1999,10800,222,24,144,99,2510,2777,13799,63,3490,4288,82,7923,1726,0,0,1726,5254,-1014,5284,4150,0.56,70,11289,63,87.31,
1999,10,27OCT1999,11000,205,24,149,87,2490,2750,13955,64,3451,4285,76,7876,1728,0,0,1728,5313,-937,5408,4350,0.55,69,11465,62,87.26,
1999,10,28OCT1999,11200,167,33,170,56,2500,2759,14126,61,3474,4294,72,7901,1713,917,0,796,5372,-288,5772,5429,0.55,62,11626,53,87.07,
1999,10,29OCT1999,11800,127,77,164,33,2540,2814,14741,65,3490,4272,63,7890,1680,917,0,763,5547,-25,6166,6088,0.53,59,12201,50,86.81,
1999,10,30OCT1999,12200,97,76,160,27,2500,2763,15060,63,3286,4246,62,7657,1675,917,0,758,5665,278,6420,6645,0.5,56,12560,47,86.51,
1999,10,31OCT1999,12200,90,51,159,24,2480,2714,15004,63,3124,4431,60,7678,1685,917,0,768,5665,202,6410,6558,0.5,56,12524,48,86.24,
1999,11,01NOV1999,12200,90,42,572,24,2550,3188,15478,85,2614,4248,70,7017,1685,917,0,768,5665,1336,6410,7693,0.44,50,12928,40,85.88,
1999,11,02NOV1999,11800,79,38,433,24,2450,2945,14824,117,3032,4251,65,7465,1700,0,0,1700,5547,-77,5856,5660,0.49,62,12374,54,85.73,
1999,11,03NOV1999,11500,68,37,290,24,2430,2781,14349,117,3990,4254,88,8449,1700,0,0,1700,5460,-1313,5632,4200,0.57,71,11919,65,85.79,
1999,11,04NOV1999,11300,58,37,278,24,2460,2799,14157,117,3999,4268,77,8461,1700,0,0,1700,5401,-1366,5481,3996,0.58,72,11697,66,85.87,
1999,11,05NOV1999,11600,53,36,278,24,2580,2918,14571,97,3990,4241,109,8437,1700,0,0,1700,5489,-1135,5688,4434,0.56,70,11991,63,85.89,
1999,11,06NOV1999,11400,28,36,278,25,2600,2939,14367,62,3998,4236,108,8404,1700,0,0,1700,5430,-1140,5522,4263,0.57,70,11767,64,85.93,
1999,11,07NOV1999,11300,0,38,287,25,2440,2790,14090,61,3991,4172,95,8319,1700,2522,0,-822,5401,406,6129,6593,0.58,53,11650,43,85.68,
1999,11,08NOV1999,12200,0,57,336,25,2340,2758,14958,61,4497,4248,83,8889,1650,4814,0,-3164,5665,1590,7421,9233,0.58,38,12618,27,85.23,
1999,11,09NOV1999,12700,0,121,297,28,2290,2736,15436,61,4997,4296,83,9437,1700,4814,0,-3114,5811,1135,7761,9113,0.6,41,13146,31,84.82,
1999,11,10NOV1999,12900,50,92,288,62,2210,2652,15602,62,5996,4236,72,10366,1650,4814,0,-3164,5870,212,7966,8399,0.66,46,13392,37,84.48,
1999,11,11NOV1999,13300,65,67,279,84,2170,2600,15965,62,5000,4276,76,9414,1650,4814,0,-3164,5987,1230,8264,9715,0.58,39,13795,30,84.06,
1999,11,12NOV1999,13700,50,57,279,64,2170,2570,16320,61,4996,4252,77,9386,1650,2292,0,-642,6104,-294,7826,7577,0.57,54,14150,46,83.83,
1999,11,13NOV1999,14100,57,54,281,28,2190,2553,16710,62,5643,4259,65,10029,1650,0,0,1650,6221,-2327,7474,5031,0.59,70,14520,65,83.87,
1999,11,14NOV1999,14000,60,51,282,26,2160,2519,16579,61,5497,4271,55,9884,1650,0,0,1650,6192,-2246,7406,5044,0.59,70,14419,65,83.92,
1999,11,15NOV1999,14500,75,51,282,26,2120,2479,17054,66,5201,4263,27,9557,1700,0,0,1700,6339,-1845,7760,5796,0.55,66,14934,61,83.86,
1999,11,16NOV1999,13800,0,53,286,26,2160,2525,16325,65,3351,4272,20,7708,1700,1605,0,95,6133,888,7640,8521,0.47,48,14165,40,83.57,
1999,11,17NOV1999,14500,109,74,286,27,2120,2507,17116,65,4652,4165,17,8899,1700,1605,0,95,6339,-116,8244,8121,0.52,53,14996,46,83.32,
1999,11,18NOV1999,14200,0,123,281,27,2070,2501,16701,63,5159,4172,18,9412,1700,1605,0,95,6251,-723,7923,7193,0.56,57,14631,51,83.16,
1999,11,19NOV1999,14300,181,101,294,27,2040,2462,16943,61,5601,4190,21,9873,1700,4126,0,-2426,6280,446,8880,9496,0.58,44,14903,36,82.83,
1999,11,20NOV1999,15400,129,175,294,27,2020,2516,18045,60,6397,4175,26,10658,1750,4355,0,-2605,6602,153,9656,9992,0.59,45,16025,38,82.49,
1999,11,21NOV1999,15500,79,200,283,27,2010,2520,18099,61,6242,4162,24,10489,1750,2751,0,-1001,6632,-687,9228,8611,0.57,52,16089,46,82.26,
