Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2010,10,01OCT2010,15200,300,10,541,99,1630,2280,17780,17,5993,4196,110,10316,2102,0,0,2102,6350,-3052,8561,5362,0.57,70,16150,67,83.74,
2010,10,02OCT2010,14800,314,10,569,105,1610,2294,17408,15,5989,4209,100,10313,2062,0,0,2062,6380,-2979,8157,5033,0.58,71,15798,68,83.79,
2010,10,03OCT2010,13800,320,10,594,124,1720,2448,16568,14,5989,4194,104,10301,2037,0,0,2037,6380,-2797,7170,4230,0.61,74,14848,72,83.95,
2010,10,04OCT2010,13700,291,9,611,155,1780,2555,16546,15,5622,4098,98,9833,1990,0,0,1990,6340,-2231,7094,4724,0.58,71,14766,68,84.03,
2010,10,05OCT2010,13500,288,10,657,111,1800,2578,16366,24,5998,4193,86,10301,1972,0,0,1972,6320,-2685,6916,4093,0.62,75,14566,72,84.19,
2010,10,06OCT2010,13200,271,13,979,89,1810,2891,16362,17,5989,4183,93,10282,1985,0,0,1985,6210,-2471,6705,4095,0.62,75,14552,72,84.35,
2010,10,07OCT2010,12700,242,22,1280,86,1820,3208,16150,11,5996,4164,87,10258,1945,0,0,1945,5970,-2345,6427,3947,0.63,76,14330,72,84.53,
2010,10,08OCT2010,12300,233,20,1010,78,2010,3118,15651,12,5990,4181,96,10279,1868,0,0,1868,5800,-2576,6210,3504,0.64,78,13641,74,84.77,
2010,10,09OCT2010,11700,221,21,689,57,2260,3027,14948,10,5999,4143,87,10239,1925,0,0,1925,5660,-2804,5722,2784,0.68,81,12688,78,85.14,
2010,10,10OCT2010,11200,204,23,650,49,2340,3062,14466,10,5994,4211,76,10291,1880,0,0,1880,5490,-2961,5388,2295,0.7,84,12126,81,85.62,
2010,10,11OCT2010,11100,205,21,645,48,2450,3164,14469,23,5992,4151,80,10246,1872,0,0,1872,5290,-3009,5491,2351,0.7,84,12019,80,86.06,
2010,10,12OCT2010,10800,213,20,660,49,2420,3149,14162,41,3496,4168,85,7790,1900,0,0,1900,4990,-886,5491,4472,0.54,68,11742,62,86.06,
2010,10,13OCT2010,10600,215,18,984,50,2320,3372,14187,42,4992,4206,89,9329,1877,0,0,1877,3860,-3317,6429,2981,0.65,79,11867,75,86.32,
2010,10,14OCT2010,10900,225,16,1320,52,2270,3658,14783,39,4994,4184,88,9305,1825,0,0,1825,2869,-3964,7745,3653,0.62,75,12513,71,86.43,
2010,10,15OCT2010,10600,221,15,1670,37,2120,3842,14663,10,3990,4191,87,8278,1831,0,0,1831,3640,-1986,6668,4554,0.56,69,12543,64,86.4,
2010,10,16OCT2010,10300,229,15,2020,26,1980,4041,14570,67,4496,4172,88,8823,1842,0,0,1842,4260,-1719,5753,3905,0.59,73,12590,69,86.47,
2010,10,17OCT2010,10100,226,14,2150,25,2000,4189,14515,68,4729,4145,80,9022,1830,0,0,1830,4250,-1772,5564,3663,0.61,75,12515,71,86.57,
2010,10,18OCT2010,9910,228,15,2140,26,2180,4361,14499,68,4716,4163,77,9024,1782,1375,0,407,4240,-687,5784,5069,0.61,65,12319,59,86.46,
2010,10,19OCT2010,9730,218,17,1850,26,2330,4223,14171,80,4995,4164,72,9311,1786,1375,0,411,4310,-1045,5523,4449,0.65,69,11841,62,86.44,
