Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2001,10,01OCT2001,11400,235,10,86,211,1510,1817,13452,69,3991,4182,83,8325,2131,0,0,2131,5730,-2164,5308,2995,0.61,78,11942,75,87.56,
2001,10,02OCT2001,10500,232,10,85,194,1420,1709,12441,69,3991,4191,81,8332,2070,0,0,2070,5550,-2419,4602,2039,0.66,84,11021,82,87.99,
2001,10,03OCT2001,10300,241,10,93,202,1330,1635,12176,69,3610,4208,67,7954,2025,0,0,2025,5400,-2235,4574,2197,0.64,82,10846,80,88.34,
2001,10,04OCT2001,9280,243,10,101,179,1300,1590,11113,65,2500,4145,78,6788,2032,0,0,2032,5220,-1299,3734,2293,0.6,79,9813,77,88.64,
2001,10,05OCT2001,9710,233,8,105,148,1340,1601,11544,63,1999,4247,79,6388,1983,0,0,1983,5020,-1056,4368,3173,0.54,73,10204,69,88.72,
2001,10,06OCT2001,9670,216,8,104,183,1410,1705,11591,67,498,4176,82,4823,1985,0,0,1985,4840,432,4490,4783,0.4,59,10181,53,88.53,
2001,10,07OCT2001,9120,203,8,104,185,1540,1837,11160,72,495,4172,76,4815,1935,0,0,1935,4380,144,4401,4410,0.42,60,9620,54,88.4,
2001,10,08OCT2001,8780,200,8,103,166,1640,1917,10897,77,495,4160,77,4809,1950,0,0,1950,3630,-529,4804,4138,0.43,62,9257,55,88.32,
2001,10,09OCT2001,8270,193,9,113,152,1580,1854,10317,68,490,4205,70,4833,1902,0,0,1902,3250,-965,4681,3582,0.45,65,8737,59,88.34,
2001,10,10OCT2001,8430,194,9,114,125,1570,1818,10442,60,490,4242,77,4869,1879,0,0,1879,3330,-942,4768,3694,0.45,65,8872,58,88.33,
2001,10,11OCT2001,7950,216,9,99,101,1520,1729,9895,62,292,4194,70,4618,1889,0,0,1889,3670,-447,3967,3388,0.45,66,8375,60,88.39,
2001,10,12OCT2001,8170,225,9,92,84,1480,1665,10060,64,292,4148,67,4571,1891,0,0,1891,3460,-675,4405,3598,0.44,64,8580,58,88.4,
2001,10,13OCT2001,7730,225,10,90,90,1500,1690,9645,72,294,4107,82,4555,1891,0,0,1891,3450,-645,3975,3198,0.46,67,8145,61,88.48,
2001,10,14OCT2001,7190,129,10,94,69,1550,1723,9042,87,274,4114,71,4546,1841,0,0,1841,3500,-520,3303,2654,0.48,71,7492,65,88.69,
2001,10,15OCT2001,7960,118,10,94,65,1540,1709,9787,80,292,4255,90,4717,1826,0,0,1826,3500,-695,4067,3244,0.46,67,8247,61,88.75,
2001,10,16OCT2001,7950,134,11,93,56,1510,1670,9754,61,300,3683,107,4151,1833,0,0,1833,3400,-273,4171,3770,0.41,61,8244,54,88.71,
2001,10,17OCT2001,7180,114,11,86,51,1510,1658,8952,60,294,3533,120,4007,1825,0,0,1825,3400,-135,3383,3120,0.42,65,7442,58,88.79,
2001,10,18OCT2001,7170,123,10,88,54,1580,1732,9025,68,272,3449,118,3907,1787,0,0,1787,3340,3,3453,3330,0.41,63,7445,55,88.83,
2001,10,19OCT2001,7140,123,10,90,48,1710,1858,9121,67,271,3374,122,3834,1787,0,0,1787,3220,82,3543,3500,0.4,62,7411,53,88.84,
2001,10,20OCT2001,6970,194,10,87,46,1840,1982,9146,69,283,3369,115,3836,1787,0,0,1787,3092,76,3572,3522,0.4,61,7306,52,88.84,
2001,10,21OCT2001,7020,180,9,84,46,2150,2289,9489,69,642,3377,119,4207,1787,0,0,1787,3480,400,3220,3494,0.42,63,7339,52,88.84,
2001,10,22OCT2001,7930,141,9,86,46,2780,2921,10992,65,640,3365,113,4183,1790,0,0,1790,3510,1084,4060,5019,0.36,54,8212,39,88.61,
2001,10,23OCT2001,8520,152,9,90,46,2840,2985,11657,71,639,2672,99,3481,1729,0,0,1729,3630,2010,4558,6447,0.28,45,8817,27,88.23,
2001,10,24OCT2001,8060,165,10,94,46,2900,3050,11275,73,637,2401,105,3216,1729,0,0,1729,3430,2140,4311,6329,0.27,44,8375,24,87.89,
2001,10,25OCT2001,8230,177,11,92,46,3010,3159,11566,76,643,2405,102,3226,1750,0,0,1750,3260,2055,4657,6589,0.26,43,8556,23,87.54,
2001,10,26OCT2001,7810,156,11,92,44,3180,3327,11293,72,642,2396,90,3200,1740,0,0,1740,3260,2255,4219,6352,0.27,44,8113,22,87.23,
2001,10,27OCT2001,7820,139,12,91,44,3150,3297,11256,73,648,2388,64,3173,1740,0,0,1740,3540,2532,3932,6342,0.27,44,8106,22,86.94,
2001,10,28OCT2001,8070,124,12,93,43,3260,3408,11602,72,638,2480,68,3258,1750,0,0,1750,3950,2962,3754,6594,0.27,43,8342,21,86.63,
2001,10,29OCT2001,7790,89,12,93,52,3110,3267,11146,75,985,2949,66,4075,1688,0,0,1688,4020,2115,3386,5383,0.35,52,8036,33,86.48,
2001,10,30OCT2001,8220,73,15,122,56,2800,2993,11286,72,981,3674,70,4797,1690,2292,0,-602,4080,2667,4382,7091,0.41,37,8486,16,86.16,
