Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2006,10,01OCT2006,14600,299,36,859,139,3380,4414,19313,183,6669,4284,86,11222,2110,458,0,1651,6368,-1513,8069,6440,0.57,67,15933,60,79.67,
2006,10,02OCT2006,14200,286,37,848,131,3460,4476,18962,183,6674,4297,85,11239,2100,458,0,1642,6251,-1579,7776,6081,0.58,68,15502,61,79.82,
2006,10,03OCT2006,13900,263,39,706,125,3450,4320,18483,168,6678,4303,93,11242,2050,458,0,1592,6163,-1794,7555,5649,0.59,69,15033,62,80.01,
2006,10,04OCT2006,13900,258,44,529,114,3440,4127,18285,160,6674,4296,96,11226,2033,688,0,1345,6163,-1811,7619,5714,0.6,69,14845,62,80.19,
2006,10,05OCT2006,13700,233,50,378,101,3500,4029,17962,172,6673,4309,84,11238,1982,1834,0,148,6104,-1201,7787,6576,0.61,63,14462,55,80.26,
2006,10,06OCT2006,13400,208,62,247,101,3490,3900,17508,186,6672,4330,80,11268,1962,1375,0,587,6016,-1733,7427,5653,0.63,68,14018,60,80.42,
2006,10,07OCT2006,13500,205,87,178,101,3570,3936,17641,183,6672,4301,74,11230,1932,1375,0,557,6046,-1611,7504,5854,0.62,67,14071,58,80.56,
2006,10,08OCT2006,13100,205,69,205,101,3750,4125,17430,181,6391,4282,82,10936,1935,1375,0,559,5928,-1246,7220,5935,0.61,66,13680,57,80.68,
2006,10,09OCT2006,13000,213,60,192,68,3840,4160,17373,182,6685,4319,73,11259,1937,1146,0,791,6480,-1133,6511,5323,0.63,69,13533,61,80.86,
2006,10,10OCT2006,12700,248,56,186,51,3810,4103,17051,176,6482,4311,79,11048,1880,0,0,1880,6310,-1857,6112,4123,0.63,76,13241,69,81.2,
2006,10,11OCT2006,13000,284,54,195,37,3720,4006,17290,175,6672,4302,83,11232,1883,0,0,1883,6140,-2310,6617,4175,0.63,76,13570,69,81.51,
2006,10,12OCT2006,12400,290,58,240,28,3760,4086,16776,177,6670,4296,94,11237,1883,0,0,1883,6050,-2325,6113,3656,0.65,78,13016,72,81.89,
2006,10,13OCT2006,12300,294,59,245,28,3760,4092,16686,160,6670,4308,92,11230,1868,0,0,1868,5840,-2512,6231,3588,0.66,78,12926,72,82.26,
2006,10,14OCT2006,12300,241,55,227,28,3730,4040,16581,181,5377,4312,92,9962,1832,0,0,1832,5580,-1533,6448,4787,0.58,71,12851,63,82.42,
2006,10,15OCT2006,11600,70,53,230,28,3890,4201,15871,183,5621,4311,80,10195,1835,0,0,1835,5489,-1698,5667,3841,0.62,76,11981,68,82.72,
2006,10,16OCT2006,11300,28,53,231,31,3980,4295,15623,185,6674,4269,82,11210,1832,0,0,1832,5401,-2705,5414,2581,0.7,83,11643,78,83.25,
2006,10,17OCT2006,11300,40,53,234,34,3960,4281,15621,177,6672,4271,79,11199,1842,0,0,1842,5401,-2714,5423,2580,0.7,83,11661,78,83.76,
2006,10,18OCT2006,10800,33,53,195,34,3900,4182,15015,187,6661,4263,91,11202,1797,0,0,1797,5254,-2934,5075,2016,0.73,87,11115,82,84.4,
2006,10,19OCT2006,10500,45,55,209,34,4040,4338,14883,190,6670,4265,88,11213,1797,0,0,1797,5167,-2877,4875,1873,0.73,87,10843,83,85.05,
2006,10,20OCT2006,10300,158,55,200,34,4180,4469,14927,197,6246,4275,90,10808,1800,0,0,1800,5108,-2401,4846,2319,0.7,84,10747,78,85.53,
2006,10,21OCT2006,10300,133,53,195,34,4160,4442,14875,172,4792,4376,49,9389,1800,0,0,1800,5420,-697,4509,3686,0.62,75,10715,66,85.68,
2006,10,22OCT2006,10100,45,52,194,34,4140,4420,14565,175,5599,4362,75,10211,1800,0,0,1800,5410,-1551,4231,2554,0.68,82,10425,76,86.06,
2006,10,23OCT2006,9990,20,52,193,36,4140,4421,14431,142,5599,4356,81,10178,1750,0,0,1750,5390,-1504,4130,2503,0.69,83,10291,76,86.44,
