Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2004,10,01OCT2004,12100,228,8,114,106,1070,1298,13626,39,2498,4411,108,7056,2129,0,-500,1629,5480,-1162,6252,4941,0.51,64,12556,61,86.68,
2004,10,02OCT2004,12000,228,8,112,89,1080,1289,13517,41,1995,4385,104,6525,2087,0,-500,1587,5350,-743,6294,5404,0.47,60,12437,57,86.53,
2004,10,03OCT2004,11500,220,8,107,82,1240,1437,13157,40,1496,4428,97,6061,2037,0,-500,1537,5180,-269,5970,5558,0.45,58,11917,53,86.36,
2004,10,04OCT2004,11200,201,8,109,82,1260,1459,12860,47,1512,4386,54,5999,2050,0,-500,1550,5000,-372,5827,5311,0.46,59,11600,54,86.23,
2004,10,05OCT2004,11600,186,8,109,82,1240,1439,13225,66,1490,4328,97,5981,1969,0,-500,1469,4810,-512,6425,5775,0.44,56,11985,52,86.05,
2004,10,06OCT2004,11300,178,8,108,78,1230,1424,12902,67,2499,4327,106,6999,1990,0,-500,1490,4740,-1628,6181,4413,0.53,66,11672,62,86.06,
2004,10,07OCT2004,11100,171,8,106,64,1220,1398,12669,68,2470,4387,99,7024,1937,0,-500,1437,4750,-1635,5979,4208,0.54,67,11449,63,86.1,
2004,10,08OCT2004,10900,161,7,106,54,1240,1407,12468,68,1893,4393,100,6454,1928,0,-500,1428,4810,-991,5711,4585,0.5,63,11228,59,86.08,
2004,10,09OCT2004,11400,160,8,110,30,1280,1428,12988,69,1363,4400,105,5937,1928,0,-500,1428,4950,-313,6070,5622,0.44,57,11708,52,85.93,
2004,10,10OCT2004,11200,155,7,113,13,1360,1493,12848,68,1495,4388,108,6059,1878,0,-500,1378,4850,-437,5979,5411,0.46,58,11488,53,85.81,
2004,10,11OCT2004,10800,150,7,113,15,1380,1515,12465,69,1492,4307,111,5979,1890,0,-500,1390,4730,-462,5691,5096,0.46,59,11085,54,85.74,
2004,10,12OCT2004,10900,171,7,112,15,1280,1414,12485,69,1493,4427,113,6102,1900,0,-500,1400,4920,-503,5619,4983,0.47,60,11205,56,85.68,
2004,10,13OCT2004,10900,204,6,110,15,1240,1371,12475,67,1494,4400,115,6076,1900,0,-500,1400,4970,-470,5602,4999,0.47,60,11235,56,85.63,
2004,10,14OCT2004,10800,226,7,110,15,1220,1352,12378,69,1492,4455,115,6131,1838,0,-500,1338,4970,-504,5541,4909,0.48,60,11158,56,85.59,
2004,10,15OCT2004,10500,248,7,108,15,1310,1440,12188,70,1492,4439,123,6124,1837,0,-500,1337,4950,-428,5284,4727,0.49,61,10878,57,85.58,
2004,10,16OCT2004,10300,207,7,109,14,1390,1520,12027,68,1496,4414,116,6094,1837,0,-500,1337,4830,-438,5163,4596,0.49,62,10637,57,85.59,
2004,10,17OCT2004,10100,166,8,111,14,1410,1543,11809,68,1490,4334,108,6000,1837,688,-500,649,4670,-34,5274,5160,0.49,56,10399,50,85.52,
2004,10,18OCT2004,11300,142,10,114,14,1420,1558,13000,68,1490,4282,109,5949,1797,688,-500,610,4740,127,6391,6441,0.44,50,11580,44,85.31,
