Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2009,10,01OCT2009,9440,301,4,120,51,1200,1375,11116,142,499,4146,82,4869,2124,0,0,2124,4710,-164,4436,4123,0.42,63,9916,58,87.98,
2009,10,02OCT2009,9600,274,5,107,66,1220,1398,11272,131,497,4145,76,4849,2078,0,0,2078,5030,228,4262,4344,0.41,61,10052,57,87.89,
2009,10,03OCT2009,9200,263,5,106,84,1190,1385,10848,133,498,4150,82,4863,2025,0,0,2025,4980,186,3916,3960,0.43,63,9658,59,87.87,
2009,10,04OCT2009,9530,262,5,120,85,1210,1420,11212,127,499,4163,86,4875,2050,0,0,2050,4850,63,4368,4287,0.42,62,10002,57,87.8,
2009,10,05OCT2009,9500,254,6,220,63,1140,1429,11183,143,431,4145,75,4794,2000,0,0,2000,4870,205,4324,4389,0.41,61,10043,56,87.71,
2009,10,06OCT2009,9180,250,7,467,50,1060,1584,11014,136,494,4126,80,4836,2000,0,0,2000,4750,198,4120,4178,0.42,62,9954,58,87.66,
2009,10,07OCT2009,8420,229,8,852,51,1010,1921,10570,135,497,4151,80,4863,1931,0,0,1931,4560,363,3548,3777,0.44,64,9560,60,87.68,
2009,10,08OCT2009,8780,220,10,1360,51,1020,2441,11441,136,481,4185,68,4870,1933,0,0,1933,4320,634,4139,4637,0.41,59,10421,55,87.57,
2009,10,09OCT2009,9020,214,9,1740,50,1020,2819,12053,121,493,3955,84,4653,1932,0,0,1932,4190,1100,4503,5467,0.37,55,11033,50,87.35,
2009,10,10OCT2009,8760,216,8,1460,45,1060,2573,11549,113,498,3816,75,4502,1882,0,0,1882,4140,987,4309,5164,0.37,55,10489,51,87.19,
2009,10,11OCT2009,8860,197,8,1050,37,1130,2225,11282,113,494,3817,77,4501,1885,0,0,1885,4170,668,4359,4896,0.38,57,10152,52,87.07,
2009,10,12OCT2009,9710,166,8,647,28,1230,1913,11789,113,493,3809,72,4487,1875,0,0,1875,4270,477,5081,5427,0.36,54,10559,49,86.88,
2009,10,13OCT2009,10100,159,11,477,28,1330,1846,12105,113,496,3791,73,4473,1900,12608,0,-10708,5060,9393,8197,18340,0.35,-52,12847,-43,85.93,
2009,10,14OCT2009,13100,88,48,374,28,1700,2150,15338,117,483,3817,58,4475,1844,12837,0,-10992,5870,10690,10396,21855,0.28,-42,15882,-38,84.91,
2009,10,15OCT2009,12800,68,163,633,29,1860,2685,15553,117,2498,3993,28,6636,1844,12837,0,-10993,6010,9204,9936,19910,0.42,-28,13693,-45,84.0,
2009,10,16OCT2009,11600,56,74,1020,30,1860,2984,14640,119,2997,4067,24,7207,1844,12837,0,-10993,5760,8682,8974,18426,0.48,-26,12780,-44,83.2,
2009,10,17OCT2009,10900,59,41,1050,30,2030,3151,14110,118,4004,4082,30,8234,1843,12837,0,-10994,5520,7583,8517,16870,0.57,-20,12080,-40,82.5,
2009,10,18OCT2009,9880,63,29,1060,31,2190,3310,13253,123,3997,4084,39,8243,1800,229,0,1571,5220,-734,4283,3439,0.61,74,11063,69,82.86,
2009,10,19OCT2009,9650,79,25,1000,29,2370,3424,13153,129,2491,4105,32,6757,1786,0,0,1786,5000,506,4229,4610,0.5,65,10783,57,83.02,
2009,10,20OCT2009,9450,73,22,670,29,2540,3261,12784,124,3992,4126,33,8275,1800,0,0,1800,4870,-1314,4149,2709,0.64,79,10244,74,83.51,
2009,10,21OCT2009,9840,70,21,376,29,2620,3046,12956,134,2991,4138,50,7313,1784,0,0,1784,4973,-453,4437,3859,0.55,70,10336,63,83.74,
2009,10,22OCT2009,10100,70,21,238,30,2700,2989,13159,117,2992,4140,62,7311,1794,0,0,1794,5049,-439,4618,4054,0.54,69,10459,61,83.93,
2009,10,23OCT2009,9890,70,21,206,30,2810,3067,13027,122,4347,2418,62,6949,1744,0,0,1744,3211,-1805,6261,4334,0.52,67,10217,58,84.07,
2009,10,24OCT2009,10000,55,20,193,31,2810,3054,13109,122,3992,3651,67,7832,1750,0,0,1750,2159,-3756,7406,3527,0.58,73,10299,66,84.33,
2009,10,25OCT2009,10000,45,19,196,29,2720,2964,13009,139,3994,4169,62,8364,1750,0,0,1750,2159,-4378,7396,2895,0.63,78,10289,72,84.7,
2009,10,26OCT2009,9530,45,19,201,27,2530,2777,12352,134,3491,4121,69,7815,1736,0,0,1736,2096,-4070,6992,2801,0.62,77,9822,71,85.08,
2009,10,27OCT2009,10600,57,18,192,28,2480,2718,13375,127,2984,4137,75,7323,1731,0,0,1731,4087,-1643,6085,4321,0.53,68,10895,60,85.15,
2009,10,28OCT2009,9570,70,18,192,27,2480,2717,12357,131,3498,4091,65,7785,1738,0,0,1738,4894,-1304,4259,2834,0.61,77,9877,71,85.49,
2009,10,29OCT2009,8890,70,18,204,28,2360,2610,11570,129,3495,4104,63,7791,1686,0,0,1686,4630,-1647,3858,2093,0.66,82,9210,77,86.01,
