Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2008,10,01OCT2008,8410,355,3,95,137,857,1092,9857,106,589,4320,115,5130,2100,0,0,2100,4560,-842,3617,2628,0.49,73,9000,71,88.65,
2008,10,02OCT2008,7650,389,4,87,138,898,1127,9166,134,598,3989,107,4828,2050,0,0,2050,4450,-583,3015,2288,0.49,75,8268,72,88.94,
2008,10,03OCT2008,7780,379,4,85,105,924,1118,9277,127,595,3851,101,4674,2017,0,0,2017,4390,-477,3204,2585,0.48,72,8353,69,89.13,
2008,10,04OCT2008,7730,323,5,85,82,947,1119,9172,114,594,3849,109,4666,2040,917,0,1123,4270,-7,3469,3383,0.48,63,8225,59,89.14,
2008,10,05OCT2008,8580,296,6,85,70,1140,1301,10177,124,585,3847,92,4648,1990,917,0,1073,4140,95,4436,4456,0.43,56,9037,51,88.97,
2008,10,06OCT2008,8660,272,14,85,71,1150,1320,10252,124,598,3848,90,4660,1950,917,0,1033,3930,-81,4713,4559,0.43,56,9102,50,88.8,
2008,10,07OCT2008,8760,263,26,85,71,1080,1262,10285,124,591,3828,87,4630,1944,917,0,1028,3980,-56,4755,4627,0.43,55,9205,50,88.63,
2008,10,08OCT2008,8510,271,19,85,73,1100,1277,10058,122,597,4319,87,5125,1925,917,0,1008,4210,-293,4289,3925,0.49,61,8958,56,88.57,
2008,10,09OCT2008,8700,292,17,84,73,1130,1304,10296,123,597,4337,85,5142,1950,0,0,1950,4370,-735,4076,3204,0.48,69,9166,65,88.64,
2008,10,10OCT2008,8520,295,14,85,49,1250,1398,10213,132,582,4315,98,5127,1850,0,0,1850,4290,-641,4007,3236,0.47,68,8963,64,88.71,
2008,10,11OCT2008,8290,303,13,86,27,1450,1576,10169,125,595,4303,100,5123,1900,0,0,1900,4170,-612,3891,3146,0.48,69,8719,64,88.79,
2008,10,12OCT2008,7990,301,12,88,28,1600,1728,10019,123,595,3988,99,4805,1875,0,0,1875,4200,-96,3566,3339,0.45,67,8419,60,88.82,
2008,10,13OCT2008,7800,283,12,89,28,1600,1729,9812,124,594,3283,98,4099,1900,0,0,1900,4250,645,3301,3813,0.4,61,8212,54,88.77,
2008,10,14OCT2008,7810,297,12,89,30,1540,1671,9778,132,594,3514,85,4325,1850,0,0,1850,4350,494,3239,3603,0.42,63,8238,56,88.76,
2008,10,15OCT2008,7600,97,12,89,37,1490,1628,9325,126,595,3546,28,4295,1820,0,0,1820,4320,470,2867,3210,0.44,66,7835,59,88.83,
2008,10,16OCT2008,7090,28,13,88,39,1440,1580,8698,132,596,3636,45,4409,1850,0,0,1850,4150,119,2450,2439,0.49,72,7258,66,89.06,
2008,10,17OCT2008,6950,91,13,87,38,1350,1488,8529,141,591,4270,87,5089,1819,0,0,1819,4050,-733,2482,1621,0.57,81,7179,77,89.55,
2008,10,18OCT2008,6600,28,14,86,38,1290,1428,8056,149,592,4278,107,5126,1800,0,0,1800,3940,-928,2184,1130,0.6,86,6766,83,90.25,
2008,10,19OCT2008,7090,28,13,85,36,1250,1384,8502,160,588,3853,106,4707,1800,0,0,1800,3890,-603,2724,1995,0.52,77,7252,72,90.54,
