Year,Mo,Date,SAC,YOLO,CSMR,MOKE,MISC,SJR,EAST,TOT,CCC,SWP,CVP,NBAQ,EXPORTS,GCD,PREC,MISDV,CD,XGEO,WEST,RIO,OUT,EXPIN,DIVER,EFFEC,EFFDIV,X2
2015,10,01OCT2015,7580,317,0,22,26,305,353,8250,141,295,807,89,1332,2086,1605,0,482,4311,3019,3451,6437,0.13,22,7945,19,86.45,
2015,10,02OCT2015,7460,307,0,22,26,305,353,8120,142,293,808,67,1309,2056,1605,0,451,4276,3027,3365,6360,0.13,22,7815,19,86.2,
2015,10,03OCT2015,7050,289,0,22,26,287,335,7674,106,293,807,65,1271,2027,1605,0,423,4156,2945,3065,5980,0.14,22,7387,19,86.0,
2015,10,04OCT2015,7260,264,0,22,26,316,364,7888,106,294,812,68,1280,2023,1605,0,418,4217,3030,3190,6190,0.14,22,7572,18,85.79,
2015,10,05OCT2015,7300,274,0,22,27,309,358,7932,124,290,807,75,1296,1980,1605,0,375,4229,3047,3240,6261,0.14,21,7623,18,85.59,
2015,10,06OCT2015,7300,292,0,22,27,332,381,7973,124,291,806,77,1298,1974,0,0,1974,4229,2029,2810,4701,0.13,41,7641,38,85.58,
2015,10,07OCT2015,7310,281,0,22,26,327,375,7966,132,289,805,75,1301,1931,0,0,1931,4232,2050,2818,4733,0.13,41,7639,38,85.57,
2015,10,08OCT2015,7350,280,0,22,29,327,378,8008,138,294,806,77,1315,1931,0,0,1931,4240,2048,2849,4762,0.14,41,7681,38,85.55,
2015,10,09OCT2015,7250,267,0,24,34,349,407,7924,140,291,804,58,1294,1926,0,0,1926,4270,2131,2708,4704,0.14,41,7575,38,85.55,
2015,10,10OCT2015,6970,286,0,22,34,343,399,7655,116,297,806,49,1268,1871,0,0,1871,4230,2145,2502,4516,0.14,41,7312,38,85.57,
2015,10,11OCT2015,7170,302,0,22,34,350,406,7878,111,286,1606,37,2040,1881,0,0,1881,4250,1394,2695,3958,0.24,50,7528,47,85.67,
2015,10,12OCT2015,7320,298,0,22,29,399,450,8068,101,289,1610,51,2051,1882,0,0,1882,4290,1465,2801,4135,0.23,49,7669,46,85.74,
2015,10,13OCT2015,7100,287,0,25,26,377,428,7815,101,293,1612,62,2068,1880,0,0,1880,4260,1398,2601,3867,0.24,51,7438,48,85.85,
2015,10,14OCT2015,6870,280,0,29,26,352,407,7557,106,292,1615,68,2081,1831,0,0,1831,4190,1326,2447,3645,0.25,52,7205,49,85.99,
2015,10,15OCT2015,7040,109,0,60,24,382,466,7615,105,298,1617,74,2094,1836,0,0,1836,4160,1339,2475,3685,0.25,52,7233,49,86.12,
2015,10,16OCT2015,7120,50,0,93,25,405,523,7693,90,297,1619,71,2078,1827,229,0,1598,4090,1497,2633,4018,0.25,48,7288,45,86.18,
2015,10,17OCT2015,7150,47,0,305,30,400,735,7931,73,303,1622,65,2062,1821,229,0,1592,4060,1697,2691,4277,0.24,46,7531,43,86.2,
2015,10,18OCT2015,7330,44,0,267,27,380,674,8048,67,283,1047,61,1458,1771,229,0,1542,4000,2214,2943,5048,0.16,37,7668,34,86.12,
2015,10,19OCT2015,7470,43,0,195,24,374,592,8105,82,288,806,66,1242,1769,229,0,1540,3970,2319,3112,5323,0.13,34,7731,31,86.0,
2015,10,20OCT2015,7440,57,0,104,24,349,477,7974,84,291,832,77,1285,1781,229,0,1552,3950,2133,3112,5137,0.14,36,7625,33,85.91,
2015,10,21OCT2015,7090,85,0,96,24,330,450,7625,117,294,869,68,1347,1785,0,0,1785,3930,1873,2745,4493,0.15,41,7295,38,85.92,
2015,10,22OCT2015,7040,81,7,93,24,447,571,7692,128,296,913,79,1416,1787,0,0,1787,4090,2083,2530,4489,0.16,42,7245,38,85.92,
2015,10,23OCT2015,6930,73,11,88,25,538,662,7665,103,299,957,79,1439,1737,0,0,1737,4050,2144,2467,4490,0.16,41,7127,37,85.92,
2015,10,24OCT2015,6640,73,10,86,25,463,584,7297,96,292,958,74,1420,1742,0,0,1742,3930,1962,2295,4135,0.17,43,6834,39,85.98,
2015,10,25OCT2015,6380,73,9,85,25,426,546,6998,101,295,958,74,1428,1744,0,0,1744,3860,1844,2104,3827,0.18,45,6572,42,86.08,
2015,10,26OCT2015,6330,72,9,86,25,822,941,7344,91,298,955,65,1409,1737,0,0,1737,3945,2348,1971,4198,0.17,43,6522,36,86.12,
2015,10,27OCT2015,6270,73,8,92,30,1110,1240,7583,94,298,957,78,1428,1729,0,0,1729,3927,2616,1931,4426,0.16,42,6473,32,86.12,
2015,10,28OCT2015,6340,72,8,342,34,1240,1625,8037,79,291,957,71,1398,1729,0,0,1729,3948,3051,1981,4910,0.15,39,6797,28,86.06,
