,cri,mas,gfz,csr,jpl,grace_median,gldas_sm,tc_sm,gldas_swe,fldas_swe,res_ts,swe,sm,grace,t,ts_savgol
2012-03-31,13.671149513708029,12.881441540278674,91.1732833553414,26.188560529235637,25.7999845023961,26.188560529235637,64.48441222715398,22.34143252183482,0.551457715023185,3.0046531542688015,35.76445903176,1.7780554346459931,43.4129223744944,16.383688766039395,16.383688766039395,-1.8917251358499
2012-04-30,,,,,,,66.47284681485063,22.190747499132094,0.17307397143460826,2.4694041576496035,39.502258674000004,1.321239064542106,44.33179715699136,,19.50084054579964,-3.7310328682361416
2012-05-31,-6.317029540718793,-4.340070785927886,,,,,59.399707017237255,15.092298431367128,0.020632343548034223,0.27113914316585896,39.001342446,0.1458857433569466,37.246002724302194,,22.617992325559886,-4.231494713881322
2012-06-30,-21.8881338512816,-17.670845488885174,12.439454590082054,9.068861475228472,13.501822539433025,12.439454590082054,45.51735639414987,10.080539171407912,0.004906714814584257,0.019810245829765923,35.28623513532,0.01235848032217509,27.798947782778892,25.73514410532013,25.73514410532013,-3.8914405726834445
2012-07-31,-23.405532976900844,-19.128306652757267,14.303451863264138,-8.391744859417082,-6.761645705585587,-6.761645705585587,36.99959083208225,7.280228519267791,0.0033210681935057864,0.0,30.83670026436,0.0016605340967528932,22.13990967567502,3.3576252187037037,3.3576252187037037,-1.924354939767748
2012-08-31,-24.700482946459573,-20.16772058718895,-10.511201249116331,-16.299884830792635,-13.268634834211284,-13.268634834211284,31.037756593412215,5.783374519977464,0.0027776074584475014,0.0,27.38951961144,0.0013888037292237507,18.41056555669484,-6.091838331943574,-6.091838331943574,0.4932286255431805
2012-09-30,,,-15.737752585366954,-20.683213343082002,-11.039210535252405,-15.737752585366954,27.37790362838626,4.845434741354416,0.006178462175552018,0.0,25.5450069234,0.003089231087776009,16.111669184870337,-11.596043952860999,-11.596043952860999,1.6900274687021204
2012-10-31,,,,,,,28.322276925549268,4.488862345774183,0.07019581049039121,0.1407463928894787,24.2384864052,0.10547110168993495,16.405569635661724,,-22.536470632472934,1.8058618360976686
2012-11-30,-38.639734126301256,-31.78469714856327,-30.611984000945355,-23.983819611780376,-14.687847077251222,-23.983819611780376,32.81529281316413,17.31922962611421,0.2033156332551675,0.22914896461882073,24.95911132428,0.2162322989369941,25.06726121963917,-33.47689731208487,-33.47689731208487,1.275273330977857
2012-12-31,4.319453003369444,4.0181383835747715,5.297167798523561,9.371500510080613,4.787104956038226,5.297167798523561,60.43123390102336,29.892854594002223,2.5477273916548384,5.138049374942163,29.80093724052,3.842888383298501,45.162044247512796,-23.266097229951573,-23.266097229951573,0.15100895418862903
2013-01-31,5.583527298491693,5.704903002175098,7.878971469345648,8.327942495373733,15.072407696263305,8.327942495373733,68.01124660956029,29.203005959254337,4.0110933354339995,9.583970001911398,30.64931615016,6.797531668672699,48.607126284407315,1.0798382634650157,1.0798382634650157,-2.689767770748806
2013-02-28,,,-4.420714588793564,15.523719072721118,10.857087755725756,10.857087755725756,63.86074932737014,27.609082086986295,0.7424002158183135,6.20888760783103,31.03117688856,3.4756439118246716,45.73491570717822,16.66932535140288,16.66932535140288,-5.586120905869615
2013-03-31,,,,,,,68.16752943219646,25.34927148003248,0.18983286258708448,3.6767386766606576,32.2677011172,1.933285769623871,46.75840045611447,,11.183776545610602,-8.394562311623822
2013-04-30,-25.65175448924199,-19.797501180900735,-7.703571083750682,7.8216844031524095,-0.7176879708520675,-0.7176879708520675,61.87527224058766,19.970336724008554,0.06504153187776218,1.4051261287019234,32.88558331968,0.7350838302898428,40.922804482298105,5.698227739818324,5.698227739818324,-11.26543688095329
2013-05-31,-27.709760555201306,-22.54034963112475,-1.7857666207938847,3.063455740550911,-4.115832540513245,-1.7857666207938847,51.497313538902105,14.201080555290305,0.010079840277577688,0.11757582951165176,31.31945843328,0.06382783489461472,32.849197047096204,8.525221696203245,8.525221696203245,-13.498045162579883
2013-06-30,-34.96040134576534,-28.83042411448835,-14.795935927491115,-9.081716860826887,-27.85267627830311,-14.795935927491115,39.8947128862357,9.635054861450945,0.0024337524397381586,0.0010603320879496467,28.22291790648,0.0017470422638439028,24.764883873843324,-3.553001434807462,-3.553001434807462,-14.243882444368882
2013-07-31,,,-32.834301853945014,-18.005397732032623,-23.885391443106354,-23.885391443106354,33.28447082161438,7.106039117509171,0.001100542709378324,0.0,24.6895268694,0.000550271354689162,20.195254969561773,-15.781174730835652,-15.781174730835652,-15.659473715632355
2013-08-31,,,,,,,28.531397664547804,5.755814423454821,0.004324209782606953,0.0,22.33803539916,0.0021621048913034765,17.143606044001313,,-21.835062075074305,-16.588334541614277
2013-09-30,-51.10583026717577,-42.866515730812345,,,,,26.334234716321085,4.98724820007193,0.012487941481190975,0.007757833173991691,20.81355403104,0.010122887327591333,15.660741458196508,,-27.888949419312958,-17.275269084523472
2013-10-31,-63.18386553756984,-53.42522816693269,-42.59678428343157,-30.64691102035062,-34.53859244195043,-34.53859244195043,28.631445832425428,4.345962158220149,0.0305671667318087,0.03419030999317144,19.36757996448,0.03237873836249007,16.488703995322787,-33.94283676355161,-33.94283676355161,-18.818126073699588
