,fldas_aet,gldas_aet,modis_aet,tc_aet,nldas_etr,gldas_etr,gmet_eto,gmet_etr,modis_pet,tc_pet
2009-10-31,0.1413400556804139,0.20692434184018307,0.20439156036467457,0.49313167128616164,5.302356410173801,5.913366718909775,3.133061060473788,4.52126244173029,3.1813757572236554,3.044740875104979
2009-11-30,0.12058083028945227,0.17662736568198079,0.1851660451687404,0.12679911318989806,3.0707111680907975,3.266324531509866,1.7546837454150213,2.613887049847513,3.36134371785467,1.7052895799553003
2009-12-31,0.15584052385086372,0.13680697116878876,0.19239081122876237,0.26591323336543377,1.5685129210444213,1.6630835284149548,0.9554725766395,1.3905982103743433,1.8201457480920848,0.8479066898753256
2010-01-31,0.2793646537620043,0.1985769200758901,0.25232685620404705,0.33891476971118434,1.6052169441344262,1.493362108406398,0.9577274292751191,1.3035547242043588,2.1360968760548893,1.0588893400216597
2010-02-28,0.3509941514845329,0.2973371935270477,0.3594767809050103,0.42015823291773496,2.0784443698210984,2.0227524878648384,1.3659412163301659,1.749085637661936,2.4384905456856854,1.3822463422110625
2010-03-31,0.5946951163655958,0.6732678135945399,0.45649838122726905,0.5095082545790495,4.180526639328248,4.42734936583775,2.7579560442874604,3.599078863589113,4.084856877882027,2.736929939753964
2010-04-30,0.6772217400036404,0.7644446846515238,0.4377223327643608,0.7505559447475704,5.054569634368842,5.3781015836412305,3.2998080742587335,4.175700494073471,3.8590237379664316,3.4845102533362953
2010-05-31,0.6238356561361176,0.8823090622349883,0.5452248109806934,0.4861743752641758,7.512636725026466,8.55833942372692,4.990915785819666,6.469993762225259,6.359203282201903,5.089742510887555
2010-06-30,0.5335727462653865,0.8191620728699072,0.5257003871191844,0.2443185568864377,10.096367337484125,11.63374805034504,6.697859631370946,8.880720386829413,8.076915899783529,6.625647878274109
2010-07-31,0.37898750042103047,0.4977050230121048,0.41002409347513724,0.13171240618144628,11.7102711334247,13.347907942337104,7.325835484810706,9.708305983813181,8.66457233346801,6.970364427830614
2010-08-31,0.2047096896059769,0.21107695491702896,0.3345306226057537,0.07375345432254744,10.525920342647028,11.639330532945639,6.425650597719146,8.722916141343473,7.906349010540022,6.204785189010975
2010-09-30,0.10866649362867983,0.12579992136021304,0.26862592148941805,0.07302050840535844,8.247391750757721,8.75656895458918,5.044206527490201,7.082841197270849,6.216570410680723,4.841915920536194
2010-10-31,0.13058943530139727,0.15629587386320729,0.19611749959439062,0.42559705738059295,5.264272046533936,5.050889224627584,2.9299889292410546,4.1264980387308485,3.1944789102286806,2.991619040015461
2010-11-30,0.19922761317019771,0.18040062813203295,0.21379033765968317,0.4023840253193036,2.674682790455676,2.5326212726118142,1.5435807066562321,2.2333239438260124,2.929915483881713,1.6233623678421838
2010-12-31,0.23799215647809827,0.1303305610987878,0.22164556279567063,0.35227886509196554,1.4560477994993188,1.131253322634263,0.9237523449036976,1.2973517445494938,1.5583323616898512,1.0739108085185758
2011-01-31,0.3106323859883174,0.2165814028527229,0.2719328688678149,0.29081848546123296,1.5792982063331054,1.5329603592527372,1.0665239752154743,1.473829554901136,2.4538436378780615,1.0217255710627642
2011-02-28,0.39045330244361853,0.36655522470533675,0.3243793685259044,0.46763962827033106,2.4683483245308078,2.507968044608133,1.5761383406068916,2.19225960474874,2.8318316740439347,1.542815156442855
2011-03-31,0.521633177677631,0.5351525597777731,0.5042113807645114,0.6992854689884361,3.2138818901444,3.0866752908177606,2.3614340905093276,3.07283122824846,3.704964569155063,2.4329253055447846
2011-04-30,0.7547178647634398,0.8757064549277462,0.43722670557465104,0.5364882493925899,5.2146004866804505,6.032379970167569,3.51380349652035,4.471508050701625,3.6275113277532367,3.7334345639285464
2011-05-31,0.6651489165027329,0.8754093260915903,0.5415776054408533,0.4850150931713004,7.255359860771988,8.605740751478374,4.898569055541994,6.283460133756727,6.258769899873783,5.1368489224963
2011-06-30,0.5701527117373869,0.8425982052860752,0.5437569103197366,0.2936867139804863,8.416263858311913,9.742974724675042,5.528693364308696,6.980721234956285,7.805053754033091,5.936014342271699
2011-07-31,0.41059090970826606,0.5887382184562963,0.48744468977222283,0.1417136026334871,10.742905773742615,12.107330909902565,6.653213718839582,8.487574261554984,8.54276179078124,6.817956808411257
2011-08-31,0.24457290854605182,0.2738121359956823,0.3525554761422809,0.07640510861954511,10.459786798379827,11.804192306785504,6.413105845362703,8.56993282755671,8.090884412481858,6.315762142508373
2011-09-30,0.14131684066379918,0.1328334944426034,0.2660909809190149,0.05999133582958432,8.61067685692915,9.103100011835043,5.271937379776148,7.35825668947541,6.155846470674873,4.8274661957069815
2011-10-31,0.19152191724038575,0.22014037694824987,0.1989653547188706,0.3379363913029271,4.768173542006001,5.492124252374898,2.723296805166685,3.6839974031064613,3.7692989285331837,3.047657863578002
2011-11-30,0.1664076575203899,0.14017143102848995,0.20984516672010042,0.323245267835884,2.7012422004499124,2.941710535796438,1.5337206734416278,2.232921025426851,2.97418690507515,1.5288429220550779
2011-12-31,0.11182306640814446,0.12284400983827484,0.1499667466280157,0.07367327801986512,2.2810998803078064,2.6892379830041215,1.2922033130214403,2.0029525571780624,2.5258912864597343,1.0320077602703563
2012-01-31,0.1883352174085637,0.2021521105792337,0.19043958641242353,0.33002692228276703,2.26592840387529,2.5421305328016346,1.3659760915865562,2.042219893097077,2.8517323523429408,1.2267456071908895
2012-02-29,0.32194015534831466,0.33924844672742777,0.2646509626978385,0.2704286501671153,3.1103850559485307,3.285054709098476,2.0185088949420185,2.882805896860893,3.254280561463618,1.6509308638119657
2012-03-31,0.4288170146034782,0.5203147875682831,0.3736965923727562,0.6217559469417412,4.090928477892417,4.350924667424138,2.6442861643274886,3.5414807962847945,4.068293866973465,2.5822963297834174
2012-04-30,0.6504122107239879,0.7695703114130011,0.547107806550538,0.6726527155051422,5.883326093305244,6.3391825119360545,4.047321274319593,5.255272257225677,5.980078983082467,3.9136343093195807
2012-05-31,0.539755183227231,0.7854600795593968,0.37106507875307926,0.20582393734645965,9.587792856441252,10.431271966368657,6.643517598050497,8.985111918080898,5.851971486836053,5.942229564376647
2012-06-30,0.36685292555037907,0.5201005825354253,0.4343748510101585,0.124824444132091,11.130219770487917,11.886458250824095,7.288549489182875,10.02573252144819,8.543086570279556,6.64083657436381
2012-07-31,0.2537259250771846,0.30647397405481064,0.34176359485962043,0.07214890802999216,11.887547726353265,12.37169683623557,7.396308804016967,9.913338234967453,8.632264655102196,6.91828426396411
2012-08-31,0.14726706245456467,0.16081635897342447,0.22293683294047378,0.042652231952665105,11.598653318301421,12.239554233809876,7.403904186656485,10.516389286626596,8.24331933026304,6.461785518878722
2012-09-30,0.08274403151598139,0.07445944911480495,0.21652797122078124,0.03140933572929255,8.739748010671589,9.453469523859974,5.436885971796491,7.820920562398873,6.824188899661705,4.73379094198272
2012-10-31,0.06814060341117852,0.08278538401624974,0.23845913824757964,0.18987084625478276,5.4645553041839445,5.864751912165394,3.3238241716982446,4.82154228783475,4.429228418149999,3.181046737317246
2012-11-30,0.13102450562947093,0.1093699288937197,0.1646254636546008,0.3989550081040063,2.8034899929091917,2.8619467514151538,1.6303306218839626,2.3992554290107915,2.0376683079258355,1.6307325129209977
2012-12-31,0.24269597451995342,0.19327898188541312,0.22215816856395298,0.2993840451588016,1.3922158180305286,1.623529959479875,0.7958890995953778,1.1005212692066795,1.656258055865123,0.9425532084099515
2013-01-31,0.2620107183180678,0.22228589489159833,0.23978516051405807,0.22131176381339612,1.703948071451996,2.0066666100846313,1.1208935956687611,1.6253309053208194,2.4057513826701555,1.0802963493892017
2013-02-28,0.3618387998317338,0.36516475015575445,0.30803901568301184,0.2679052976123985,2.6276895719574593,3.155098923719205,1.7458851068338135,2.4161445963177917,3.3101177237789114,1.5635373265658987
2013-03-31,0.5263345540305711,0.6463661547849199,0.43160216644146204,0.4181932436335436,4.406233926855337,5.375052195773115,3.0742116878734826,4.050102533321001,4.526704035472163,2.913479704977167
2013-04-30,0.6379974348925442,0.828987166208066,0.36959286991008633,0.38211667882907613,7.024963621291837,8.624740685730343,4.882489849982891,6.5986930588846935,5.084639249850127,4.468442476111913
2013-05-31,0.4231639990841912,0.5801367274868343,0.43744989603036866,0.22385130937283768,9.332137739234415,11.322434093312442,6.502421439971521,8.89173880328482,7.527054553577915,5.76612179942139
2013-06-30,0.33118519320352485,0.3610788524147531,0.3749840789761004,0.143579610708731,11.097075301667374,12.485931382885296,7.438646408002153,10.230283689423215,8.457373516555446,6.636936097698436
2013-07-31,0.22797734783056164,0.2212165451003492,0.3299907618426479,0.07072912530452079,12.256266521926348,13.642389570165005,7.747750750768359,10.513348752668643,8.580077927888617,7.075629702868832
2013-08-31,0.10900985863424054,0.11963640676332245,0.3197761897022244,0.05677133629480157,10.960323814229998,11.826629820179368,6.641716895570119,9.089914041022958,7.756692974557868,6.264073605956869
2013-09-30,0.06655078162711626,0.09226352253608244,0.24651408352998902,0.10616892174536785,8.548690217311796,8.873146062837689,5.090510053282229,7.152744490220875,6.407698641145374,4.817052064958344
2013-10-31,0.11836678727128977,0.09584096447406758,0.14287889120838276,0.04854917885349648,5.766466658106868,6.314208330001109,3.357344716123476,4.926398452981881,3.7689301145744567,3.0511341761114363
2013-11-30,0.10925914625069143,0.10742159551700019,0.16902975094864317,0.24727714720988864,3.3687611275894795,3.468244525625282,1.9652400615814876,3.00520215242218,3.715564577641813,1.656449227664364
2013-12-31,0.10886511980626497,0.11237964746379579,0.13901778550784002,0.1075530959362008,2.2842775317828408,2.309658360214313,1.299843755281993,2.0363942996994795,2.6061115540467963,1.0477265027999625
2014-01-31,0.12652218643673158,0.16675686835362646,0.15734597482455848,0.09927690713690354,2.9471401955365484,2.8168434254345494,1.8143883527767128,2.83697003081304,3.407609942671361,1.3813609593671279
2014-02-28,0.2973207389686977,0.3021159663696467,0.28702428241478284,0.4722358477032911,3.0500856229618702,2.9941719124535906,1.8920081594135536,2.6853816249924716,3.0679906367544225,1.645943947110601
2014-03-31,0.5290264489531545,0.6142467765800707,0.3829976627119687,0.42731125207160475,5.106544280730171,5.273492891567817,3.3112293833955437,4.566539579590191,4.768516805283439,2.97621293251845
2014-04-30,0.5765078532013598,0.7225994472152085,0.3797291431281444,0.3994404202544189,7.112007831711743,7.470080124177726,4.698658169659284,6.3634648947395736,4.846802054752377,4.268966848195966
2014-05-31,0.4206106681236632,0.5787967833730615,0.42389493366261966,0.11360239889628863,10.059532313845681,11.481573997941513,6.714028105101017,9.218827408330506,7.709910819373376,6.115910865478677
2014-06-30,0.29666082391284354,0.3119515895037477,0.3326635136722824,0.06354158931325492,11.877106733172987,13.065924185041842,7.706800103219659,10.697625614168372,8.828874722561808,6.899203106780263
2014-07-31,0.17416455352086593,0.1646331519532761,0.2491098362333867,0.039313170267758435,12.174795709594946,13.363221836259669,7.510307626944071,10.254030281377695,8.347088834245975,7.0898570758445185
2014-08-31,0.09166755129288993,0.11367221848092668,0.292123219540731,0.043774590885647065,10.923130188098233,11.585141971507037,6.580934304871144,8.957612634554549,7.781591206004456,6.22509860086764
2014-09-30,0.07687914585065239,0.08287133345170672,0.21200087835668083,0.14797469769005178,8.603501471647565,9.018905969082898,5.207157014451954,7.313689827315761,6.625746342105651,4.837383089119474
2014-10-31,0.08253623865889409,0.12814098334233637,0.13789107793839686,0.22744837381099922,6.240893379178136,6.529987519751709,3.7873231320982477,5.612477833263391,3.6825736855612243,3.3483338601447907
2014-11-30,0.14540071745509417,0.13858001066685766,0.20312489508743534,0.2949848414400753,3.0326788874502193,2.8924891811733806,1.618206060565836,2.350296801912973,3.2673267964205173,1.6123665957201316
2014-12-31,0.26967025618009666,0.18835300072867767,0.22889347959707618,0.3865753801796267,1.7424142347492422,1.840953485408034,0.9456575332262466,1.3444820949070577,1.6024713397332333,1.1690968504291892
2015-01-31,0.21888206616743508,0.21421416844562013,0.26999965314630275,0.1826505318058667,2.1199891100798887,2.091410333789303,1.1580263040501413,1.6261707473576386,2.6489584722626764,1.139194727413961
2015-02-28,0.41254119510917203,0.4069699463129679,0.38566055736821964,0.42145037558081255,2.8658675201322694,3.2910317588106293,1.8418892755696414,2.518339545198662,3.534333808101095,1.7828169999323862
