,cri,mas,gfz,csr,jpl
2016-08-31,-78.34471037015037,-62.62366179193425,-34.0694853382329,-24.430915480010103,-21.49566426553376
2016-09-30,-77.49366498479009,-61.04481732797586,-33.757698074613685,-24.75850894881155,-20.37162945824667
2016-10-31,-66.32535506011901,-51.40539307041585,-20.064452830940585,-24.51446202984401,-24.37930907211108
2016-11-30,-50.39689460869016,-38.64473941245558,1.8699850869029142,-19.869554207064468,-24.90552906497847
2016-12-31,-25.99797860279429,-18.884149704466505,20.985240773919934,-6.055599215375038,-14.848827824319025
2017-01-31,20.79997372671658,22.083708544906965,-8.273656903201763,23.204415856374574,6.922116778872967
2017-02-28,47.23739940970537,43.96645173899206,,,
2017-03-31,47.14343963524269,42.99485934004913,,,
2017-04-30,29.367154328020693,29.166561794309306,,,
2017-05-31,53.92173366938461,50.68034643956277,,,
2017-06-30,,,,,
2017-07-31,,,,,
2017-08-31,,,,,
2017-09-30,,,,,
2017-10-31,,,,,
2017-11-30,,,,,
2017-12-31,,,,,
