,prism,chirps,persiann,trmm,modis,gmet_eto,gmet_etr,fldas,terraclimate,p_mean,et_mean,qs,c2v_s,ds
2010-04-30,18.29391422984385,15.491160176617834,14.063449265829922,14.106254875575619,5.126352442527424,14.922842394399812,19.02295280677173,8.252261923233975,10.663498304552158,15.488694636966805,11.59758157429702,1.3823129088,5616.687266788165,2.508800153869785
2010-05-31,6.628989514141662,4.51048347562879,4.947167591797275,4.6870695241446025,7.089716704697727,21.626658671769572,27.76040330990517,8.431740115324152,9.671592651166419,5.193427526428083,14.916022290572608,1.3106283632640001,5616.163581981505,-11.033223127408524
2010-06-30,1.0381131464356026,1.203023088618345,1.3534661791807194,0.9384190929223654,7.724690683097249,29.173337999977168,37.89778052914404,9.050625078945794,7.840528588390402,1.1332553767892581,18.337392575910933,1.536936228864,5615.226619746098,-18.741073427985675
2010-07-31,0.17007513354755396,0.43986467183106787,1.053222566652434,0.26038781879897976,5.851210078661774,33.62203469311994,43.70373269036835,7.704098953612271,3.8549421347490638,0.48088754770750886,18.94720371010228,1.320903963648,5613.80606170593,-19.78722012604277
2010-08-31,0.3163225931829702,0.6584762249721932,0.6992600109744317,0.48494305672218024,4.75580245908179,29.697672684552938,39.8897078481736,4.42166696807944,1.86899851835392,0.5397504714629439,16.12676969564834,1.2673240473600003,5612.342266988366,-16.854343271545396
2010-09-30,0.6961777525836055,1.2505176804597733,1.0548713529802016,0.8548794251031288,4.074741677213013,22.825488189723465,31.79287151920634,2.6644031318494292,1.7135688373517057,0.9641115527816773,12.61421467106879,1.2169246740480002,5610.720157085117,-12.867027792335113
2010-10-31,15.131476468921608,11.607432880842929,11.08954973699918,10.937884583233233,2.9101997653056246,13.466085547724889,19.082129130213833,2.2676849195482247,8.746340919604405,12.191585917499237,9.294488056479397,0.9105160568832001,5611.067418496196,1.9865818041366405
2010-11-30,14.34381039284824,14.32948420130669,12.449781544224143,12.072522912953538,3.011152691216063,7.423159871573382,10.98656401062762,2.863030999143151,5.935668297094326,13.298899762833154,6.043915173930908,0.9573434357760002,5611.762300458064,6.2976411531262455
2010-12-31,40.14177105360311,33.79798926129594,28.45722767527751,28.15731649193756,2.4344432320628457,4.837370620159943,7.123470627166339,2.716226867581153,4.71422723141351,32.638576120528526,4.365147715676757,3.466057872384001,5614.494492949214,24.80737053246777
2011-01-31,7.069917412356329,8.651284005126614,8.43877221434084,9.074161252034877,3.114407762825537,5.988000038569331,8.800501296739556,3.7351165162874356,3.430387953204606,8.308533720964665,5.013682713525292,2.6518388705280005,5616.499620076719,0.6430121369113717
2011-02-28,17.419638338310246,13.910083013095456,13.468305587244815,14.159934146189057,3.948628257250285,7.513598763364202,10.715310428271577,4.621119970564814,5.0060051538156936,14.739490271209894,6.360932514653314,1.6834858629120004,5618.248989948958,6.695071893644579
2011-03-31,35.18216556951744,30.19860508717423,24.16675197586555,23.685556581323908,5.817767222371187,10.504118776343562,13.858246833151275,5.987632026957335,8.5384193935613,28.30826980347028,8.941236850476932,4.3977123072,5620.940823027172,14.96932064579335
2011-04-30,5.454817269864402,5.753469895366151,4.9463181029985765,4.842261735742138,5.195440723329505,15.527665176088155,19.821834320673045,8.88879978512896,8.648473035883622,5.249216750992817,11.616442608220657,3.943873290240001,5622.222433052856,-10.311099147467841
2011-05-31,8.736964013820351,5.755500461938729,5.681961939925876,5.986355817738254,7.168574690728459,21.467265854948323,27.408682474187213,9.173805721360948,9.882083755257376,6.540195558355802,15.02008249929646,2.69856838656,5622.521576670638,-11.178455327500659
2011-06-30,7.392112517785611,2.7217292508189233,4.819042589780706,5.374580545327105,7.838646773195799,25.419101928983725,31.886433387203116,9.72220183180042,8.467443795948325,5.076866225928086,16.666765543426276,2.9730737111040004,5622.519780820922,-14.56297302860219
2011-07-31,0.368696457315028,0.40853351125798726,0.5875188575882309,0.4797180662160357,7.05383352824812,30.695694244242333,38.67932491515588,8.476926770516483,4.324533294885145,0.46111672309432045,17.84606255060959,1.6406708613120005,5621.440480720355,-19.02561668882727
2011-08-31,0.18321963281751252,0.47735262202831014,0.2384696065575718,0.25168606134076654,4.997650921380845,29.266512251299865,38.48500715277086,5.5724523776755115,1.733942068757685,0.28768198068604023,16.011112954376955,1.303777963008,5620.286581771727,-17.027208936698916
2011-09-30,0.715491573539161,1.6355794507128985,1.0450634772315708,0.7456615890351992,4.03375532926695,23.737858711440463,32.79514650065957,3.4232276853505694,1.4086745978257573,1.0354490226297075,13.079732564908662,1.5447652577280004,5618.928979799736,-13.589048800006955
2011-10-31,8.153426085501732,5.964205340322424,6.168964043675495,6.421939380871958,2.942862787800044,13.041681851449752,18.07887652331481,3.0490249320856586,6.651834750728633,6.6771337125929024,8.75285616907578,1.3390085928959998,5619.244990024249,-3.4147310493788776
2011-11-30,6.270529480833544,8.588989085778142,8.36974295486984,8.71944849191381,2.922669522348876,7.271534561850221,10.799788878932882,2.397857590259735,5.029372003459715,7.987177503348834,5.684244511370286,0.9328777205760002,5619.6977164596165,1.3700552714025473
2011-12-31,0.7239629275058805,2.383516569106871,3.283809149491627,4.225197044089197,1.908556170352841,6.710551361637274,10.648930744044014,1.96032347790597,1.1344012613844834,2.6541214225483936,4.472552603064916,1.0982659553280003,5620.206731144458,-2.9166971358445224
2012-01-31,15.642590529851473,14.289224857555045,13.074476571223187,15.327757423741865,2.3081286672343846,7.091760832626408,10.90137650923484,2.59908510889942,4.005308383659269,14.583512345592892,5.381131900330865,1.137900413952,5620.977089598879,8.064480031310026
2012-02-29,4.953546816938576,6.560666231621862,6.957710891479906,7.239272376745555,3.285282331356462,9.154227071671801,13.170983727435623,4.317303423657688,3.7237921554488222,6.427799079196475,6.73031774191408,0.9385048350719999,5621.201400430184,-1.2410234977896044
2012-03-31,23.829804440312074,20.652757945078804,16.984317444460952,16.878838019716458,4.620273517076882,11.893657695394108,16.162350990203645,5.600137542488509,8.037300277023524,19.586429462392072,9.262744004437334,1.4873442241536001,5621.760268976366,8.836341233801138
2012-04-30,14.638067909399567,12.182724755431723,8.740889244040352,10.273797109369925,6.978530369170974,18.06219839262798,23.430879566656937,8.32014335307908,11.090576907355558,11.458869754560391,13.576465717778106,1.8841047275520006,5621.773204189731,-4.001700690769716
2012-05-31,1.1389746752244705,1.8440581935440243,1.2772707162906425,1.4176680597545164,5.190368065468937,28.70802365847542,38.02763064748475,8.547749324911605,7.542631044326902,1.4194929112034136,17.60328054813352,1.0650170483711998,5619.898173819718,-17.248804685301305
2012-06-30,1.7204916515803912,1.5042646515486182,1.3486002250490434,1.1850526271407475,6.4175524103730215,31.745233163463407,42.70379834731726,7.404209857648352,5.108299647612487,1.4396022888297,18.675818685282906,0.9909103970304001,5618.1290350992185,-18.227126793483606
2012-07-31,0.18673410022934855,0.4189966732218299,0.33498035488368944,0.33837259219869836,4.91325743137009,34.02271261042543,44.88391221245796,5.47338542403119,2.5459047176726095,0.3197709301333916,18.36783447919146,1.5384041717760002,5616.003696213984,-19.58646772083407
2012-08-31,0.3063747532478105,0.5585174540376687,0.4417779483277284,0.3806034104270403,3.1707871238666043,33.608338767570004,46.84470754726918,3.21971179074629,1.3560455152828736,0.421818391510062,17.63991814894699,1.3558899363840005,5613.663192136172,-18.573989693820927
2012-09-30,0.06297466659899217,1.1088587326127815,0.43109317325257246,0.4578443438089136,3.224864092472823,25.072448447439516,35.872119399786165,1.8705848601783601,0.9414094679746763,0.5151927290683149,13.396285253570309,1.12664618496,5611.307107345217,-14.007738709461995
2012-10-31,4.393414232236799,4.07447010126825,3.721408346557517,3.6251751931769096,3.57010901146604,15.61358762323897,22.81393248672925,1.3268272914296835,4.285553668374288,3.9536169683098685,9.522002016247646,0.8685328896000001,5611.056942114293,-6.436917937537777
2012-11-30,18.821140232190583,17.495920202658958,15.332367466444733,16.252896983123943,2.1862714461641786,7.752708712793992,11.581312253147361,1.9063673059580242,6.27860884822257,16.975581221104555,5.941053713257226,0.8741844698111999,5611.469463250425,10.16034303803613
2012-12-31,36.05637956775758,28.414583536555064,21.475221522076396,23.214650076238975,2.502916852344471,4.30935217396859,6.307724122202549,2.845652376744023,3.63378292171274,27.290208675657006,3.9198856893944742,3.488566330368,5612.7749689486645,19.881756655894534
2013-01-31,4.155815373148084,6.3321666000153805,5.965041497243122,6.533636707394672,2.4279964812721704,5.932718297455402,8.913308005229768,3.479326033568378,2.6584475712957745,5.746665044450314,4.682359277764299,1.7989640386560004,5613.460751875464,-0.7346582719699852
2013-02-28,2.3411839093860123,3.375331144589628,3.8027416243539314,5.2507351838047125,3.6652513708441616,8.12070912399332,11.458095777253776,4.652964682540445,3.228026665888428,3.6924979655335712,6.225009524104026,1.0877456977919997,5613.782916646829,-3.6202572563624544
2013-03-31,6.611508144267471,8.289764609649191,7.5335172652316755,8.966285216165097,5.1189216497154,14.059489927493052,18.723338311511327,6.3428923673185365,7.2499126809045835,7.850268808828359,10.29891098738858,1.01899703808,5613.786876632112,-3.4676392166402206
2013-04-30,4.023882063780762,4.445379044205374,3.780881591648282,4.839075525871047,4.8034364503690545,21.064596614948236,28.0816300887511,8.363001983614803,8.271188201569984,4.272304556376366,14.116770667850636,0.9099533454335998,5613.0347517309465,-10.754419456907868
2013-05-31,3.146801182233852,3.3479677745728114,2.5035321472999463,2.5384713878708185,6.476154606104096,27.835912848815845,37.096378611611364,7.504457003976008,6.674485147728313,2.8841931229943567,17.117477643647128,0.8629302408192003,5611.184389281793,-15.09621476147197
2013-06-30,2.6890687530129513,1.977418055641217,1.6908845486140676,1.712403157016712,5.691701531909823,32.36347006213129,43.37979784322813,7.404843468122681,4.765510890865444,2.017443628571237,18.721064759251473,0.9690869790720003,5609.26407876148,-17.672708109752236
2013-07-31,0.42276020565749545,0.6639836820755386,0.4552263524846706,0.36195410542968437,4.641098331803007,35.298435662832595,47.001046992699145,5.550763528506711,2.1102579236137164,0.4759810864118472,18.920320487891036,1.326286420992,5606.800379268872,-19.77062582247119
2013-08-31,0.3909900130927033,0.9303774535796322,0.7914799301312406,0.5006706477536262,4.672073796719636,30.054171644480004,40.56258517265448,2.857752316988682,2.054540168618466,0.6533795111393006,16.04022461989225,1.335338735616,5604.1800745055425,-16.72218384436895
