,runoff,soil_moisture,swe,prism,chirps,persiann,trmm,daymet,modis,gmet_eto,gmet_etr,fldas,terraclimate,p_mean,et_mean,q_out1,q_out2,res_s,c2v_s
2002-04-30,3.917117275007498,17.559441258412075,1.6110003154999142,4.307978809681136,4.956262440614038,4.285615096017579,4.616911166447972,4.809010918011262,4.850311456197373,17.189197010966275,22.077829881824485,7.627097164938556,8.135777230491007,4.541691878190182,11.97604254888354,3.5159928016800004,0.17050156922879997,29.84021741112,5645.782901715408
2002-05-31,1.1026170868234038,12.913919328553968,0.4655458704990568,4.0778347257767855,3.224996564862847,3.262277238111325,3.809438404527245,3.7938797906350437,6.330368752287424,25.99372685474887,33.750922911540094,8.506309465382449,8.948972392577707,3.593636733319551,16.70606007530731,1.3035354966,0.2091084678144,29.862665513640003,5644.283097251442
2002-06-30,0.4759372171464786,8.04872105392891,0.03861004651886596,0.32621714638096155,0.8606523193477056,0.4702235258798619,0.4347683285130407,0.10775002093971764,6.197141261856127,31.73614962758463,41.85685801362489,8.43010620739537,5.695569622592251,0.5229653300303925,18.78316494661065,1.70688715704,0.19880840171520006,27.082368289679998,5642.972353611367
2002-07-31,0.013963926684611766,5.689988028521212,0.0,0.26131032713991365,0.4663006085310444,0.10829162755202391,0.14111383188556978,0.07610155901169216,4.371406529802644,34.31718562325328,45.1694036038827,6.125550025198254,2.5158649163282076,0.24425409877713794,18.499882139693018,1.1832058221600001,0.22380257636352,23.1387958134,5641.233073521444
2002-08-31,0.0,4.5276811962364,0.0,0.02502556103650936,0.4712391021589826,0.04164262540237846,0.05132364379864344,0.0002584038099176471,3.275613425642717,30.103011707260574,40.472600008399624,3.1525217176783342,1.2915696376285866,0.14730773309912848,15.659063299321966,1.1219290027200002,0.1996891674624,20.6770596012,5639.099846619753
2002-09-30,0.0023273211141019608,3.7930836197468367,0.00010688224112047593,0.16573633644085864,1.0569174879584766,0.06671695477335407,0.1301390702042595,0.1258257738068502,3.154088811301948,23.44396309946354,33.12981417468126,1.8202056151451214,1.02532873743099,0.3548774623442372,12.514680087604571,1.10296794816,0.1984903474176,19.36401274032,5636.8534808322975
2002-10-31,0.0,3.2763786638283805,0.006540108111407248,0.1165042875020592,1.3780331928033849,0.1828927108934733,0.2001402131214923,0.11429583761265341,2.1178347654690133,15.55829056186052,22.727892210969912,1.089551492933227,0.6850178789564738,0.4693926010801024,8.435717382037828,1.50247608492,0.1725566893056,18.16111440996,5636.413804361111
2002-11-30,0.8055804836723454,9.704939502960645,0.8725159302222703,16.77588170254138,14.23247415028481,13.514889284288067,15.026675676803087,16.35643807629919,2.4885532328321514,8.472858200354038,12.959920244611569,2.57280843273205,7.092278457723081,14.887480203479337,6.717283713650578,1.3508493224399998,0.16061742028800002,18.49473497904,5636.763795704212
2002-12-31,14.28371339566783,22.879666626422267,2.94490404786745,38.29521083336288,32.082396309437854,35.141984269245,35.34595938170959,39.438258561185464,2.28670715936768,4.301474406354402,6.30729136070908,2.504057462627943,4.488178286012938,35.21638769843884,3.977541735014409,1.04331068796,0.2045089133568,22.033909803839997,5638.09418288809
2003-01-31,5.434239021738668,22.91157007658968,4.51502359385841,9.531191630993243,8.399983172022381,8.57180556983177,9.25267405198373,10.120113615341447,3.0004542301007313,5.9445872059823195,8.578039813709312,3.33598235238313,3.8628051270419075,8.93891360620778,4.94437374584348,0.78311548284,0.0708649440768,24.9950166936,5639.075233448662
2003-02-28,1.843543036213208,23.20207752365558,3.0544311908902126,8.82655231119345,10.88122729019131,8.943012042518315,9.445073190242956,9.07278263201569,4.164772212472169,7.616712746471609,10.678511458476557,4.82199285133251,4.520651976131766,9.523966208536507,6.360528248976922,0.9203857716,0.06466043870207999,26.13776930568,5639.909945625365
2003-03-31,2.891636016280596,21.840336564837195,2.754901579030686,11.922905291900735,11.197772286898399,10.833278682943192,10.756084522163237,12.153548056650417,5.855880436184246,13.423718745599919,17.938574222803897,6.982988672222661,8.349466512672329,11.177510195976389,10.51012571789661,2.46515665224,0.21091648416768,28.76329562664,5640.222907174417
2003-04-30,7.146099146515075,21.715156424009294,2.431777803270652,20.506252731201624,14.9576397285521,19.234180128390296,19.601941483265062,19.659211974553475,4.909248038485132,13.322993131023486,16.904246019514623,6.9328724912680775,9.66435640867017,18.57500351785227,10.346743217792298,4.5594367054800005,0.209548850688,31.005255306359995,5640.521679595739
2003-05-31,3.2452410877711055,16.03605184779365,1.6386564254978262,6.334655125307123,4.781026293599522,5.331362083741198,5.975945393201986,6.642822833123771,7.4848494683678135,24.666514019188018,31.68050497039273,9.532190439538327,11.200104392629711,5.6057472239624575,16.91283265802332,2.6343999760799997,0.2241548826624,32.921239526040004,5639.5714232185255
2003-06-30,0.7998882786203609,9.594470161578668,0.1557606004249542,0.09030884422811611,0.7757490540437882,0.1791895142313558,0.20762850167481162,0.027780555999277798,6.6212248303905135,31.0790157867763,40.420112347254495,9.209531943133932,7.06244564399847,0.31321897854451797,18.87846611031074,1.8541486338,0.1930100272128,32.035841414640004,5638.449243477131
2003-07-31,0.0563133632793098,6.442044799598432,0.0050802812500968415,0.7289958539540649,0.7456912570699458,0.726058888482094,0.746786147503518,0.6792963335445645,3.9836032882820525,34.919737024228844,46.19048230067787,7.003841515439761,3.9471149427840513,0.7368830367524057,19.208955814282515,1.8356772708000002,0.21740234526720004,27.658967150040002,5637.021690700778
2003-08-31,0.20774238972586664,4.989467598838765,0.0,2.8173800783943235,1.327512837136358,2.388293343091373,2.4871465319692385,2.500550726491086,4.6096326053149115,28.472888604800946,37.66296570794205,4.298523642380609,4.91787165916903,2.2550831976478234,15.992376443921511,3.3745706192400005,0.2530733580288,24.75204086928,5635.235637656342
2003-09-30,0.01731513431541961,4.106379379613214,4.95974496758055e-06,0.5404841519167937,1.4022222559149289,0.5631528861915716,0.48226195758407714,0.5569229528591134,3.479601204007957,24.282434759699886,34.08964838335473,2.783287528837892,1.3519640431804743,0.7470303129018427,13.197387183816186,1.7708332272,0.20355475046399998,23.62099644936,5633.324798595732
2003-10-31,0.0004794112120470589,3.507339342948794,0.00031727274207700657,0.16303652044701983,1.492985968782712,0.3412773695377706,0.2564399428831238,0.30395059715926476,1.9930087481504626,17.823060540167383,26.473181868703268,1.2250542808403677,0.9396049434085899,0.5634349504126566,9.690782076254013,1.81517559972,0.0,22.51388030796,5633.089456531608
2003-11-30,0.5345434035902745,8.004655226679619,0.6716022246156818,10.205062251925238,10.866447817727664,9.395097558373717,9.591669857175951,10.68470903660195,2.6859973340637864,6.724483034160369,9.890766868266175,2.001087705814862,4.942705750606708,10.014569371300642,5.24900813858238,1.56977968764,0.0,22.39808613948,5633.309430055541
2003-12-31,8.639689061492454,20.80155339388647,2.2349998456398685,30.99691898999966,24.934816364884327,26.210304772065733,28.506768574422324,31.646965593239774,2.1553334877449037,4.653525687023806,6.914304176936699,2.848632628207837,4.134988720308305,27.662202175343012,4.141356940044311,1.17924018396,0.0,24.064760615039997,5634.479666853269
2004-01-31,3.7411872211024315,21.60667564179657,5.8380371381293665,11.375766094677783,10.583096925448784,10.328684218555374,10.73372733037126,11.845642187680411,2.910768588726112,5.164236241799804,7.440294978402631,2.936055174844564,3.07741261722604,10.7553186422633,4.305753520199831,0.8696737083600001,0.0,25.79749657896,5635.432828738519
2004-02-29,12.111860726201726,23.467870386163554,5.611713040555447,26.039377570007403,23.172523353638464,25.127455663576065,27.11439459476424,27.262807324905467,3.636248327677592,6.870635472946444,9.537723676426323,4.870162941027917,4.871981007172066,25.363437795496544,5.957350285050068,0.9423047112,0.0,28.221929889000002,5636.961465168711
2004-03-31,5.760137406953914,20.56120584751506,4.227173059345155,4.5957177169961385,5.526554346863767,4.096702009028602,4.122972486264469,4.900348535704782,6.100180488176742,16.099059616426857,21.686417208019144,8.147253196296166,8.718102804074416,4.585486639788245,12.150202662598664,2.2489670796,0.0,30.2100714552,5637.772663181146
2004-04-30,0.8153003663440314,15.402222697301735,1.0094659508139894,2.481003073909436,3.3300234182991297,2.9454884323453427,2.6843211790526573,2.6798042030210665,6.111197634683685,21.011289362701888,28.069215182102617,8.110295377802775,7.602235691899484,2.8602090259016415,14.180846649838088,3.1116555907200003,0.0,30.650515092720003,5637.652082639775
2004-05-31,0.8170958881129413,10.746912100795733,0.13758269707999443,2.1717707409292535,2.8380139811363785,2.38758535494515,2.5818512554578272,2.2769011676443203,4.744064276623763,26.839980254777895,35.02098890765866,7.4149235119011365,7.024657602468844,2.4948053331171525,16.208922910686063,5.21741194188,0.0,29.774265702479997,5636.004100807422
2004-06-30,0.3421091992435452,7.089158972770988,0.008158369263087202,0.3820033223181465,1.0887541292248768,0.5782272719119816,0.4966421736586729,0.2667278071174951,6.451388863057118,31.196399405177356,40.957199068819904,7.6962610680876615,4.317721113227747,0.6364067242784195,18.12379390367396,4.91411771208,0.0,26.46091022868,5634.750671911966
2004-07-31,0.01887311965967059,5.274147698396461,0.0,0.2778604351701666,0.495783166382473,0.2832418789020487,0.2152743104205677,0.03204211274149902,4.970139940427094,33.212684400156796,43.42610497334549,5.7819899242752895,2.0037569355117433,0.318039947718814,17.878935234743285,1.8792487183200002,0.0,22.55265968568,5632.887841315643
2004-08-31,0.02292491731024314,4.287094286827521,0.0,0.32535788732832877,0.7678584346626987,0.4320092004329525,0.34870753543144756,0.23586542060100296,3.7792197776175187,29.996319341543987,40.312764493231015,3.079945112132266,1.44637333203707,0.46848326446385685,15.722924411312372,1.091136408,0.0,20.08048823268,5630.5456318155075
2004-09-30,0.019285584566713726,3.63358985047542,0.0019121373084840779,0.6953857066124797,1.2996435037189997,0.638800442062858,0.4786122685080925,0.6281580213706469,3.3613644375895344,23.283445678335273,32.91160911603527,1.7971628550672374,1.3547221527539957,0.7781104802256076,12.541660847956262,1.1893349842799998,0.007462043136,19.08548925588,5628.188894161925
2004-10-31,0.9010492223367528,8.128278558677033,0.48254555138591015,17.021384016815468,13.767612052878484,16.691417224559178,16.31820515905627,17.27419969367115,3.7908582083624163,13.277744261550119,18.947770882667843,1.9707784260806798,10.955596882279005,15.949654613327349,9.788549732188011,1.61756593632,0.1900007442432,18.89115694884,5628.610987794591
2004-11-30,0.9370495198589491,11.257994372809588,1.409389370138227,7.270294506367516,8.137038108653512,6.610905615209948,7.420296602037645,7.666354867186096,2.362415754292204,6.60418891166274,9.64181998120646,3.1641052483209737,4.7481494699281095,7.359633708067155,5.304135873082098,1.4149458771599999,0.14659122576384,19.35322595772,5628.871845918391
2004-12-31,7.763727447823058,21.406613190312264,2.197315401363307,22.415888615778712,20.550808853012423,23.69766048744401,22.28962142342248,20.143891974259223,2.538240986736842,5.568122775980474,8.578012211577905,2.761282870803007,3.84724659403234,22.238494844914406,4.658581087826114,1.1146724398799999,0.21953086248960005,20.87530697376,5629.892626462391
2005-01-31,10.19512355605484,24.865359370584148,7.0669555964583655,25.127861298237757,20.592413585850448,21.893511609883728,23.52032656408288,24.740117520309635,2.9678317174378415,4.611191447280376,6.453620837803671,3.1216604686676637,2.8385369081868053,22.783528264513702,3.9985682758752716,0.9816650579999999,0.08173016819711999,24.795016545960003,5631.527187804742
2005-02-28,6.854360324489537,25.365638298175853,6.4528135742615085,13.264224272922068,14.654963981256541,14.038111485799757,14.584340415474172,14.556937107332892,4.612709402018837,6.921618725079198,9.28749125906923,5.042205158597596,4.866717315919713,14.135410038863135,6.146148372136915,0.9262139645999999,0.11515767487488,26.67902279664,5633.162218882979
2005-03-31,8.668223802950275,24.536225174641242,5.605025906897582,19.244988209226758,17.609259447220452,16.57164950165876,18.21684349678926,19.921424100869565,6.576184320066261,12.630912274971285,16.77520119890193,7.307752482236716,9.575385323690265,17.91068516372381,10.573087119973291,1.40755239804,0.10084033833983999,29.813554507440003,5635.044714943802
2005-04-30,3.15225568642309,21.340851204135753,4.815798797355904,8.16433463256718,7.803687220244634,8.126662646484618,8.366980956060582,8.555991337599176,5.56468652237041,16.531241030354618,21.283063702507572,9.416991904916546,10.277081968705858,8.115416363839254,12.614613025771002,2.93287746648,0.18162857650176004,31.297405044359998,5636.211214511866
2005-05-31,5.3726647858276415,17.45956596304113,2.8964008328124295,14.990191251998311,9.77029445996193,13.021029895142075,14.669727647671841,16.590497658508838,8.551865362249286,22.413775424767653,28.299974377869844,10.180360130114646,12.625696759085578,13.11281081369354,16.4143344108174,1.9116658062,0.14606031974400002,35.49338576652,5637.036551612264
2005-06-30,1.2357061432781806,11.719846937316893,0.7251475497388961,3.360726365023908,1.6092567705210545,3.553688639169566,3.5162676827012094,3.327895197126913,7.691441183254086,26.882458556953807,34.69266807965735,9.030503763099526,8.893210599466968,3.0099848643539344,17.43805643648635,2.95550689056,0.1726790178816,35.80567823292,5636.773976703776
2005-07-31,0.06439115181276864,7.301114086618454,0.05398260232786006,0.14033271201399028,0.36752648180385006,0.1779905214700609,0.12673277389984527,0.0046432871835686285,4.574629011219879,34.52783938038233,45.18542479452232,8.310431625641801,4.6622106949166175,0.2031456222969366,19.45210710133659,2.2300578312,0.23937255751680006,32.8553494914,5635.858063267422
2005-08-31,0.020467878285552948,5.469625331178719,0.0,0.33158461998316624,0.6100158700711104,0.3196071212811695,0.3263513390820284,0.21196618615267554,4.011012994172889,31.29401930504041,42.431750207312135,5.056327463849585,2.318321231504163,0.39688973760436863,17.022286240375834,3.9265738883999997,0.18894871848960004,29.4295869852,5634.711421349375
2005-09-30,0.05172855633317647,4.436929182957729,0.00014792617294328132,1.1726513367827942,1.6926464751213517,1.108099829018124,1.062099412688531,1.2000290902525625,4.11934671523318,21.63757940651487,29.96675763285368,2.645027860578113,2.166739122484806,1.2588742634027001,12.107090147532931,2.44041057648,0.17811040665600006,27.77967303588,5633.337415591075
2005-10-31,0.14649492824947447,3.788390045335392,0.00545626578047429,2.862740072328388,3.244537117621688,3.143159340781756,2.8468845715561226,3.117789513595383,2.7228134479317845,14.696421728914354,21.175601188955707,2.0185041674793367,3.3713849760169667,3.0243302755719887,8.79694510185963,1.63013139708,0.1946736958464,26.70891988488,5633.588927530644
2005-11-30,0.5545782065352783,7.1600962559377574,0.25853282550160595,9.689907231196019,9.666844150809917,10.415490319695918,9.869265725614767,11.505462348263165,2.6735696375695563,8.33169603675378,12.664792737655983,2.4253978505467453,4.523835353595183,9.910376856829155,6.123858323224249,1.4158820884799999,0.1702324463616,26.608277784720002,5633.856622915021
2005-12-31,13.909564441294812,21.681636669042852,2.11798420430616,40.02794908832528,37.85786143460034,37.59912125051521,39.97917588178359,42.95822887881091,1.968469606685114,5.1857890935006745,7.805373100578886,2.758623580049594,4.096104123877498,38.86602691380611,4.362871900938353,1.3977116946,0.15558726924288002,31.220173161119998,5635.297177118509
2006-01-31,10.415922434357208,23.89434941755674,5.968937319433792,24.608125640170943,19.9072417876854,21.935633489794597,22.410026413140404,23.318210929030624,2.649772566831988,5.47521814054819,7.987749765515957,3.515506622669137,4.442096449886569,22.215256832697836,4.814068709090368,1.10897992968,0.20277429414912002,30.572968672080002,5637.2180489476295
2006-02-28,3.771592033914479,23.48473468788696,5.199273944757352,12.241454101030024,10.738751438331297,11.805019651863683,13.584462402866958,13.625888087483544,3.6639479708872784,8.613239408068202,12.385715887159046,4.645797230838174,4.827865301701572,12.09242189852299,6.8273131597308545,1.04154187764,0.17926029527040002,31.66363142376,5638.4653744527095
2006-03-31,11.172781552230402,24.082350037446975,7.689344693244963,27.699961181809574,24.780934537391797,26.158464232645162,27.695429904471382,30.16498482998066,4.093922894127989,9.066376031079143,11.82371041620519,5.995184974695719,6.832028357505908,26.583697464079478,7.562244534722789,3.6550244998800006,0.1918601385984,32.57513860632,5640.324920212445
2006-04-30,18.297855675604836,24.0527848606973,8.039455565046424,26.10968208001877,19.255075266094767,22.454590306028354,24.92632330079458,25.20265401837661,5.755754051569143,14.623791046258539,18.34854298199836,8.807774262567449,12.166916529369251,23.186417738234116,11.940555774352548,11.003220102119998,0.14417645967360002,34.324575889440005,5642.363813945415
2006-05-31,3.960812885393568,16.328133570661603,2.4510514588251335,4.0079002197383105,3.5712117663560257,4.003195280900798,3.990284262123517,4.113196129655485,8.107511451866454,26.10981819483575,33.664368831646144,11.036061310485776,12.07339577359541,3.8931478822796626,18.198231112485907,3.78529232268,0.195481064448,36.75442664364,5642.722504867859
2006-06-30,0.6331418729973962,9.820160348146752,0.27652673091424357,0.5918342012131035,1.1609691169779206,0.8573471853713416,0.72052143601943,0.4501151375530687,6.720367940661409,30.962020943999473,40.55025345943967,10.495350695566916,7.48233194264536,0.8326679848954489,19.242064996462567,8.622091807919999,0.206245979136,36.42890017032,5642.214494365264
2006-07-31,0.016291247798713725,6.61103013532612,0.010573690574306576,0.4704349429614658,0.48846612790423594,0.32864082665192723,0.33074042616627514,0.2530999565352784,4.218976704200381,34.7779347349453,46.00977512776064,8.258391156650113,3.3613418932689827,0.40457058092097603,19.325283923365085,13.108745792519999,0.2492077750272,33.25751701104,5641.089985515105
2006-08-31,0.0,5.116814164897632,0.0,0.1140673391022042,0.5409387306433148,0.22955483746863842,0.14709281699934712,0.07676263636765672,4.367219282009148,29.65565708051088,39.75136967523064,4.670813735184382,1.5735564687785668,0.2579134310533761,16.003723248342723,6.24191576028,0.2245463341056,29.81460666588,5639.796112083363
2006-09-30,0.007758123911529412,4.211051918947591,0.00015698505728160923,0.06426622347639242,0.977054705079049,0.07076688011524276,0.035850840588708424,0.052792319020275494,3.7781460534276023,23.658120849300182,33.40571003728678,2.468747402342336,1.0728899180853209,0.28698466231484815,12.876722852088443,2.78226709152,0.19986042746879998,28.030498726919998,5638.296177314003
2006-10-31,0.06817251728363921,3.5958833686291074,0.0024545779486097054,1.564517166148798,2.366772083308758,1.7148070673779185,1.660711447010967,1.865715390707287,2.4568489159784406,14.401736016452036,20.90706918783367,2.0115850739812076,1.9776824811604328,1.8267019409616105,8.350984335081158,1.56415501884,0.1907347156992,27.08671013928,5637.830233117877
2006-11-30,0.44465181932523923,6.354096311521682,0.3066317663399564,8.847256723243603,10.358246042890121,9.343686140274519,8.826336661081093,9.793481251809592,2.3705142176322265,7.503569343451398,11.09895839291747,2.2849468443386654,4.482734860177168,9.343881391872335,5.5481447317033865,1.52593440756,0.13666793167872002,27.04457076204,5638.106740516101
2006-12-31,0.788799877505506,12.384785136633175,0.9441475589076823,15.549270683208805,14.982306779823636,14.581671257532744,15.3325846015373,16.596995454698835,2.0800840895235013,6.105827394745143,9.551481050540808,2.960354430648324,3.6214191070392725,15.11145833052562,4.86383321449941,1.39588367724,0.13649422510080006,28.035448682159995,5638.86952153029
2007-01-31,0.11666057747275295,12.018163027069292,1.3443555254786699,2.988688720029641,3.868403810416671,3.7504985281080585,3.6089667186264482,3.4219760364947938,2.254812542006212,7.297330549251772,11.333166802177377,2.965690951992323,1.9286210146119283,3.554139444295205,5.155924372007922,0.93163757616,0.1870648584192,27.91395706956,5639.592451160197
2007-02-28,3.489240287268141,16.91134037613106,1.5492809728803738,22.183003253816324,19.99220004999484,19.9663243350771,23.649900329517692,23.673829863504924,3.4770579132576627,6.997023227167158,9.812169534313954,3.787350407400329,4.522017476872634,21.44785699210149,5.7191237118023475,0.94189396236,0.1898294842368,29.439106983840002,5640.413577519959
2007-03-31,2.1451437677909335,14.95304056752851,1.7214703050911626,3.334350117826216,5.062228548169199,3.0303402481126396,3.138028896128305,3.8202190105263165,5.293869385089908,15.595897737699948,21.197023752769127,6.882078494504078,6.142304601581527,3.6412369525590895,11.022234794328918,1.33633002936,0.2768540332032,30.446989659240003,5640.381122231709
2007-04-30,1.0694786482657885,13.27721389286139,0.42953507788980094,6.21509834490565,7.077369047042074,6.484557145491364,6.828057875148136,6.934836883377809,4.630487902882636,18.92864070767502,25.141202767958806,7.269962961653197,7.9827311799416485,6.6512706031468065,12.790605104022262,1.09544988756,0.2735022302208,30.482056262159997,5639.936199550041
2007-05-31,0.3762659232185725,9.319982071895138,0.08003039185458383,1.8324667246827389,2.2312605052228536,1.9629039804264887,1.9358290310752737,1.9982100313731144,6.310197674246225,28.08269476789636,36.9537661573861,7.8102706456877895,6.219688654199868,1.9906150603518387,17.075323579883268,1.65599870616,0.24984388362240004,29.01278052492,5638.081124279302
2007-06-30,0.09848134433129412,6.246807822666894,0.000910255417753452,0.6987538884793323,1.1377747817596306,0.7643298658326119,0.7952043217156368,0.7637361714576864,5.708681410068883,31.61909637214371,42.10330457186596,6.623922796051199,3.8635847821882234,0.8490157144468029,17.983717986463596,1.47068560488,0.1866000098304,25.36802474604,5636.560125848902
2007-07-31,0.052439507823435295,4.715566674489424,0.0,0.8252666333714591,0.5698130450657061,0.6903603003024401,0.8051379391290768,0.8099447623973391,4.291179956898233,33.94085533766432,44.87906119712327,4.642067954997341,2.3073387801929286,0.7226444794671705,18.01210064537522,1.1089108548,0.27262146447360003,21.805613625,5634.519868356208
2007-08-31,0.03427074312633726,3.869875495629604,0.0,0.38641151048179584,0.5536402602575506,0.3756987128227548,0.30937994169257305,0.26054940187081577,3.9220980040503224,31.74847381896996,43.42601100928427,2.463807978197113,1.6503320988463188,0.40628260631366864,16.642144581869594,0.8335080747600001,0.2651594213376,19.41124268952,5632.106038143196
2007-09-30,0.10552958753530979,3.307624891646193,0.004089429625961416,1.7771912050088956,2.035208857058698,1.8070410512113362,1.8273531713657263,1.985828421156589,4.070816543535185,21.546481092682352,29.854317552120705,1.527699203051463,2.561613796287749,1.8616985711611642,11.91218563753549,0.97104972912,0.2204605596672,18.29119351032,5629.918288847201
2007-10-31,0.37885258618277645,3.424715444974131,0.011677165320029518,6.948439001109189,5.556073102379801,7.3144918339859455,6.475157199666554,6.924824599842477,2.536643434315294,13.3773941044763,19.161871261531257,1.904231934515034,6.102453348071705,6.5735402842853725,8.616518816581918,1.5143372286,0.0,17.873331191160002,5629.413988126959
2007-11-30,0.15592519411752156,3.286717337437366,0.05182285454164503,2.475309155141355,4.15371697257464,2.805622164381104,2.669507922629365,2.753743355139873,2.431202701023674,8.431682345526731,12.710067239021365,2.0552763950979647,2.508488187178366,3.0260390536816155,5.62734337356962,1.36015716252,0.0,17.7702097962,5629.31906279929
2007-12-31,0.5845902723312941,9.722762643455601,1.5199626117369938,14.674960285529794,12.842423806214653,14.61003531478589,14.961309908719043,15.321183200927297,1.7774360760504724,5.590628883514307,8.61722752681494,1.8216077023718342,3.2658443855446344,14.272182328812345,4.214548914859238,1.15869287412,0.0,18.29179421508,5629.761840052758
2008-01-31,5.825598300810542,20.0759118329599,6.108164710409277,30.872983496760238,27.082837355059873,28.070160837511967,27.39819271103333,32.57720518765249,2.3971915517879716,5.742040166087353,8.62703489065186,3.5441563571283985,3.6447909191772365,28.35604360009135,4.791042776966563,0.82976692992,0.0,20.40259056552,5630.986781791322
2008-02-29,3.651022594164455,21.27531080264805,8.55455954757728,16.489772071925625,11.8107243329402,9.693181832368477,11.313363363295112,16.700786352514083,3.7798788330813244,8.06829333093676,11.268388272885522,4.344231081146584,4.620672804426692,12.326760400132354,6.416292864495377,0.7558876453200001,0.0,22.6032002952,5631.980610376377
2008-03-31,1.9663780699477338,18.625320900435327,5.23650426988221,2.196735347345034,4.470763908671678,4.796429039367265,5.245977807155255,2.4018088515371,3.6577745944612143,14.128686039378772,19.20848921252917,6.497157602868059,5.51511688725203,4.177476525634808,9.801444867297848,0.94903457808,0.0,23.63084702064,5632.095469986239
2008-04-30,2.377878359658416,14.780415004594499,2.296054229426538,0.8892469829435262,2.40643132783965,2.867754588769299,3.5310788228894108,1.0012779153669367,5.552618955155978,19.711839590418485,26.448986909557867,6.9297041140564755,6.811156845597316,2.4236279306104715,13.090861282957224,1.9096132954799998,0.0,23.95061190888,5631.47039787316
2008-05-31,1.8850530236295528,10.867747003724903,0.6145702533312436,3.0370956038318986,3.0040231932172667,3.2989330409541187,2.9810577201139203,3.0578212282614206,4.510779734254934,27.015464390818774,35.66029878127059,6.777764307942306,7.149549667764505,3.080277389529301,16.222771376410222,2.0032874671200003,0.0,24.565366006079998,5629.806476950547
2008-06-30,0.543225768281349,7.1082495637138585,0.06490217816810372,0.054097890235673914,0.8274393577542605,0.6813881896980319,0.6744780891003442,0.07518675113873433,4.387255423524944,32.64354146331778,43.85982723846343,7.267136534711018,4.428761158960791,0.5593508816970776,18.517304363795592,1.13180794404,0.0,22.0832884752,5628.207691735334
2008-07-31,0.013963926684611766,5.263707884759643,0.0,0.2189316177180173,0.36498423521474194,0.6625972466423413,0.5734146207212422,0.17622750299372547,3.556375690180568,34.689654256088254,46.01681860904888,4.855536300566451,1.9153729177696384,0.4549819300740857,18.20675155473076,0.8530402305600001,0.0,18.7163197932,5625.973559638173
2008-08-31,0.0,4.288128519781597,0.0,0.13195598232569763,0.4885905696432812,0.6129849494866262,0.6359860270784761,0.04352076448661241,3.379376178775141,31.70478021244747,43.43304966176956,2.627735191697562,1.1011910218121541,0.46737938213352026,16.44922645330038,0.7896516933600001,0.0,16.21470270564,5623.344646080188
2008-09-30,0.0,3.6388510239137637,2.5888676185399154e-05,0.1448834549873918,0.9376377553553237,0.7647325878927258,0.6013488930163554,0.01905704003963994,2.469308190016853,24.391932350818152,34.60595496655062,1.3076705293919115,0.7011418222728535,0.6121506728129492,12.695201571810077,0.8992550257200002,0.0,14.90705972064,5620.9137443033
2008-10-31,0.16186800882547447,3.199900696202541,0.00015718853434583069,3.9091313183481398,4.71756483936544,3.96510536786169,4.456649788781219,4.386857706067745,2.9435340896400564,15.72434835728862,23.398993181145272,1.502411345353724,3.2089691735445594,4.262112828589123,9.355651229394445,1.01906910552,0.0,14.104531729560001,5620.351422838034
2008-11-30,0.5753226776977569,6.867990314940136,0.2717713983043327,11.032369184262855,11.289445819194482,10.968742137700348,11.75701272314598,11.420285608579528,2.129063082917246,7.620685978863171,11.328159444646188,2.825932814070881,6.342671844208642,11.261892466075917,6.049302632941226,0.88298419104,0.0,14.521646559839999,5620.445585784264
2008-12-31,0.44344962711792946,10.96697849958842,1.2616141401077037,12.798140401093935,9.153373913573375,9.713024657027779,10.535680205608536,14.146015076660495,2.3658512394083395,4.857048500581229,7.3786602123667535,1.6526552610092162,3.001256301296138,10.550054794325906,3.851094302932335,0.80315706588,0.0,14.630898350399999,5620.888942598116
2009-01-31,0.4431046745710432,12.322386259247185,2.604167838074442,8.362717602104876,6.238615150813667,8.396319210836834,9.784355058029151,8.230929099688948,3.1582594234918147,7.2105736614266664,11.05876142207378,3.176721933164498,3.2227239036165027,8.195501755446132,5.565408068754652,0.61453947168,0.0,15.806377653839998,5621.395110327298
2009-02-28,4.1757676579016785,18.910066528236726,3.425670050625549,23.39205893222399,21.866452403360213,18.229023673505186,19.69903389230615,24.366369132114542,3.9672960819493155,7.120892492548624,9.988089753674236,4.2316216386393375,5.129202739910778,20.796642225348883,6.087420541344458,0.7499533730399999,0.0,18.480775685879998,5622.314345137715
2009-03-31,2.8266307972798743,18.306817656111583,3.2523705047932294,12.749796976102678,11.365189698260172,10.525444624385505,11.150776534061697,12.214293623888702,5.4510816476172055,13.373229002187605,18.07121098535565,6.234524086157406,6.791793579987024,11.447801958202513,9.984367860260978,0.7006376091600001,0.0,22.84456889508,5622.373605041405
2009-04-30,2.2687780610288946,14.998432851419057,1.5351195381472222,3.7622454231694937,4.838918985288596,4.540367506953418,5.139268980001793,3.824878624330226,4.55930554109189,19.203400005447115,25.507931053976566,7.309800722260049,7.510722125640484,4.570200223853325,12.818231889683222,0.7289188386,0.0,24.28729027488,5621.683849986339
2009-05-31,1.7345380176875924,11.55584649572513,0.3411296648336965,7.900929028076379,6.476122018512729,5.8921855633323235,6.215212156409797,7.224551238884544,6.634165722167418,27.843391628671753,36.63199510765284,8.362458236629756,9.001982203514075,6.6211121915828075,17.694798579727166,1.53405563988,0.0,26.85164832264,5620.381687633297
