,et_multiplier,fldas_aet,fldas_r,fldas_swe,gldas,gldas_aet,gldas_bfr,gldas_etr,gldas_m,gldas_qsm,gldas_sm,gldas_ssr,gldas_swe,gmet_eto,gmet_eto_sum,gmet_etr,gmet_etr_sum,modis_aet,modis_pet,modis_pet_sum,nldas_etr,p_chirps,p_daymet,p_persiann,p_prism,p_trmm,q_in,q_out,res_s,tc_aet,tc_pet,tc_pet_sum,tc_r,tc_sm,aet_mean,pet_mean,et_mean,p_mean,sm_mean,r_mean,r_eff,swe_mean,et_eff,c2vsim,cv_ds
2014-08-31,1.0250500062871777,0.11792219100545359,0.00029775345237053377,0.0,0.03942481559865885,0.16971210688363866,0.03890255210767808,8.243220338341704,4.367985674913614,9.85124466353058e-05,5.696472317537338,0.00042375104434546745,0.00018782627870776554,4.680922925337686,8.430180603587,6.374011656173412,11.485496651217202,0.46204914502314676,5.517848883008841,9.931427429006739,7.753500812307749,0.13425422876776658,0.0941002425812962,0.23274747657464645,0.04779380432565717,0.08042741836803677,1.0898540063336448,0.50661983952,0.94209008568,0.058665497939325496,4.419155207246472,7.947413200821883,0.004466730056282354,0.9072690934402512,0.20208723521289113,5.247984667941603,2.7250359515772473,0.11786463412348065,3.657242361963734,0.28351082636023917,-0.21817210197213865,9.391313935388277e-05,5.450071903154495,-2.6203047633289316,-4.653609283421333
2014-09-30,0.9561718831458029,0.10937720353273513,0.008341048695799798,4.071615756454469e-08,0.044638034897951887,0.11871488150982756,0.033135837539346694,5.983557570277931,4.173599943618692,0.00029767044103181316,5.345793044216986,0.011204526917573385,0.0004371280965696236,3.444260153395625,6.208365417346075,4.836215393184291,8.717732853484737,0.3372862084750557,4.38083210541419,7.876979942892153,5.693323153791439,0.5480723322753112,0.6809161915632379,0.6395338002087115,0.4782772530001545,0.5949599344258854,0.8106172815928321,0.7268527596,0.8729411968799999,0.21458125142698664,3.209603396446613,5.762117633411859,0.044559027368658834,0.8055125199293742,0.19498988623615127,3.9677277621101794,2.0813588241731655,0.5883519022946601,3.4416351692550173,0.22703884813881064,-0.0905854218286832,0.00021858440636359408,4.162717648346331,-2.3937314465410964,-3.296679866196667
2014-10-31,0.796499350322282,0.1264093976809737,0.026054605222988497,8.236623646911621e-06,0.08086748202670968,0.18679793721970908,0.03376656906786499,3.596160539808675,4.418149512733336,0.0016653183033237305,5.972185727555067,0.04543559465552097,0.0008778143989859652,2.0821577711104253,3.742097555232521,3.0849669407337075,5.539119438514203,0.22101933954389338,2.0195540261838776,3.645093102929484,3.442382347708944,1.0950092423924471,0.6911957400613427,1.2878357054891385,0.3925720350556501,0.98621303490687,0.6524490017249279,0.76484517708,0.7986955687199999,0.3526505399436549,1.8472460650435043,3.314634537889191,0.06659471862763923,0.7374776980259138,0.22171930359705777,2.2584812007678785,1.2401002521824682,0.8905651515810897,3.709270979438106,0.20649145190056634,-0.005723423817625112,0.0004430255113164384,2.4802005043649364,-1.2236578995671152,-1.9015858202820488
2014-11-30,0.6582706517380483,0.23934237830675426,0.10190755226375828,0.008365382852934325,0.1723908581490543,0.2172691344800526,0.05867144950151387,1.3220710376648637,4.687613929183602,0.03487422898068481,7.379056815540896,0.07884517966685561,0.0093352308173935,0.7391772216634295,1.3239700469954363,1.0752813009673212,1.9219934478395626,0.3406487529243106,1.4825146215366825,2.6751388028262983,1.3905204820259418,2.8070937089200942,2.6448413543140195,2.7437519289323484,2.1617675706684665,2.4348068260617755,0.5994311607779329,0.70252976748,0.7625336355600001,0.45881720952872157,0.7393801532024482,1.318638503282178,0.10253001165000786,1.024482720831448,0.3140193688099598,1.0090883243424704,0.6615538465762151,2.558452277779341,4.363717821851982,0.24406489571018833,0.23098907117962872,0.008850306835163912,1.3231076931524302,-0.0598752590467484,0.736492723432188
2014-12-31,0.5567447857710245,0.4624914668646114,0.8874279510199057,0.04555520177605192,1.2361822351164955,0.31366346408016466,0.5700494998507982,0.7081082540308127,6.315182581679863,0.05518382031208185,12.912884264855233,0.6109489149536154,0.020180054429702568,0.36527458878841434,0.6546236820456807,0.5202258484739437,0.9302657803868807,0.3939841153377381,0.612655006022025,1.1140024748280446,0.6657965773922511,8.660242125925917,9.839311155570812,8.091424084994117,8.326290804866561,7.533068753192407,1.2689421608318978,0.645788454,0.98903756796,0.6467738589754228,0.4571377442806186,0.817399729575972,1.7435769942538042,6.130823437784247,0.45422822631448423,0.4888232968912504,0.4715257616028673,8.490067384909963,8.452963428106449,1.2840323353055259,3.582659363228973,0.032867628102877244,0.9430515232057346,0.15849726161741273,7.426234569498325
2015-01-31,0.6087605860121235,0.3424251783136618,0.04648367009243262,0.04605572640216067,0.4901383264779046,0.34205819148973426,0.4055456541883824,0.8898046401838723,6.724056206785956,0.06201711153301101,14.212355737248178,0.02257556075651116,0.023588711174826603,0.4976766689284978,0.875295496571811,0.7026944473698074,1.2276936876908457,0.461453651561211,1.1287810807193353,2.0305801894873166,0.8995232646877471,0.945970889003482,0.2378613612526923,1.4037296479653611,0.18216698510733406,0.9098121066179355,0.5583968228616193,0.6352668696,0.99518769924,0.2929921392860863,0.4845100153505985,0.8629124592485601,0.00679122088257255,5.504059163169331,0.35973229016267333,0.7034155530920598,0.5315739216273666,0.7359081979893609,8.813490369067821,0.27545251007863225,0.5241878674605317,0.034822218788493634,1.0631478432547332,0.32252233641611383,-0.25000755352971826
2015-02-28,0.6488276475015236,0.6684099844924647,0.7890818713219944,0.007387155420942394,0.8829638015358321,0.6652853161652829,0.6567123458210284,1.4882473274831416,6.365085650980812,0.028499173976612918,13.717075871552202,0.1977522817381908,0.011259112937690705,0.8329410195101857,1.4844075248140127,1.141571289161314,2.0268292676192616,0.6640456678106855,1.5882082876865682,2.8567656801130483,1.2906377134341775,2.9434640443366384,3.3597896109520047,3.1397011310591583,2.7888956121661894,3.212692933857069,0.8323704584828927,0.6772039561200001,1.18408035948,0.6731142299776502,0.8075424056840892,1.4461701959329545,0.29354278301214115,5.477159251402191,0.6677137996115209,1.0925657505105393,0.88013977506103,3.088908666474212,8.519773591311735,0.6994897285882151,1.9607634884208982,0.00932313417931655,1.76027955012206,0.2939677489193855,3.5617128228891657
2015-03-31,0.6817465615550082,0.8517590292181958,0.07337062749001749,0.0007119286056393624,0.3531770928234921,1.1217683156897367,0.3191569420955722,2.7714445041660816,6.648817306614815,0.006825191932566855,13.857845068513448,0.027194958795352987,0.006689883122834538,1.675022542982232,3.0020469143559168,2.267036690737728,4.0558886816070325,0.722395240152044,2.46914490504645,4.4453810232228825,2.417002721141038,1.4107009300298181,0.4718432925462618,1.4184156858054109,0.35663711974717505,0.9742655640095046,0.5395745897210881,0.64677030408,1.20059295624,0.5558285643474824,1.535901952003975,2.7587070196863666,0.019697778318556868,4.1124061837026895,0.8129377873518647,1.9867765226925962,1.3998571550222305,0.9263725184276341,8.206356186276984,0.24645502208828862,0.42832378935285076,0.0037009058642369502,2.799714310044461,-0.11619170783706068,-1.250739678533282
2015-04-30,0.7463545658274786,0.8244683408758188,0.1038737324591112,0.0065851916272263045,0.2042656809088904,1.2001693116851069,0.1620142749677524,4.255770540702971,5.829784819904053,0.008430759470475155,11.321806419235086,0.033820646470662824,0.003645496552412907,2.4188287458442574,4.349792169823513,3.24890807252674,5.8430062131821465,0.5367219722858416,2.4361771249081943,4.365909680985455,3.567954681273322,1.7711286820998815,1.517896209386211,2.002557864091953,1.32189805086394,1.5850654895783465,0.5883806088649729,0.51265649064,1.22992264368,0.878081100056295,2.1886520677149237,3.9282977222720366,0.11503499315400785,3.3945401822774217,0.8598601812257656,2.5731415027485287,1.716500841987147,1.6397092592040665,6.848710473805521,0.2528887538467456,0.4066470091326533,0.005115344089819606,3.433001683974294,-1.235442761701961,0.020439114189284256
2015-05-31,0.8472204717166486,0.5705204849731569,0.012417477035204318,0.00035899950405148413,0.10955541141009334,0.8561130190032858,0.10655512440691092,5.677806826111869,5.46635641711099,0.0014439989531782002,9.683930633720557,0.001556288050004219,0.0011319390077142314,3.2204652382590346,5.808558931283862,4.16951066683437,7.533924681633045,0.7262708354847123,4.005955223218991,7.190378721541943,5.033401782203674,0.6198814716462292,0.4630427045286827,0.6227476647647894,0.4053462124204519,0.4724667059117901,0.85358250268416,0.81782684352,1.1853557778,0.3576082728241192,3.0546486192091113,5.48650490111578,0.016591739161098042,2.5136686221617195,0.6276281530713185,3.612644936880377,2.1201365449758476,0.5166969518543887,5.887985224331089,0.24803678257263895,0.05392609376536711,0.0007454692558828578,4.240273089951695,-2.891668450582074,-2.6260887122686487
2015-06-30,0.9846733879042392,0.4403940992345915,0.0035210024032115883,2.842795119112016e-07,0.06888861239149131,0.5741409549303904,0.06818035986331927,8.681178304129881,4.801696844830845,6.269160998397243e-05,7.577939109032202,0.000645560918188067,0.00015771800080539294,5.005774778372546,9.042953882311439,6.775026403692107,12.266788044669484,0.522593740647404,5.800467019334407,10.399542721491464,7.768865293875766,0.2515641683776784,0.07204660843954983,0.2947745553466734,0.12329688350519867,0.12742832550335184,0.9367147765536769,1.18617850896,1.0269966814799998,0.2292731745432596,4.57605228151917,8.22612127407642,0.0012253615766588235,1.8071879738813743,0.44160049233891135,5.5393301207295575,2.9904653065342344,0.17382210823449043,4.72894130924814,0.2525874382312596,-0.013269413169739258,7.900114015865207e-05,5.980930613068469,-2.7726018328967257,-4.751464418000183
2015-07-31,1.015453228912057,0.25741393048853617,0.000428080618724992,0.0,0.054776445677191886,0.3637801636122005,0.05432778967984065,8.939747818042775,4.623995303142767,3.835453070793191e-05,6.585132874021728,0.00041030146664331065,0.00010210335200157728,4.979146015047076,8.96365544486488,6.600560307164877,11.89537654253397,0.60432426067968,5.788467595599754,10.395254005124773,8.312854373917537,0.12675391032801314,0.1758320636068146,0.4706433084310056,0.26053112192110484,0.2303438835172652,1.0116635133459455,0.7793373336,0.7931301069600001,0.12107997077303218,4.923678884497681,8.861297125786407,0.0022066036093490197,1.4163077024707764,0.3366495813883622,5.572963200577346,2.954806390982854,0.2528208575608407,4.20847862654509,0.26726866081280287,-0.191830382737086,5.105167600078864e-05,5.909612781965708,-3.3517513082861115,-4.861911255524155
2015-08-31,1.023487028337034,0.1367277635173032,0.0003290008697567728,0.0,0.0447555011182818,0.19281917945865204,0.04468729163633114,8.383784173591689,4.435424346232697,6.632455012893184e-06,5.906554142989077,6.157702693776597e-05,0.0001758551509702866,4.810802641676687,8.658441393904285,6.634789937312201,11.943469639784075,0.4145029201422055,5.438780491795658,9.778111230881159,7.904334379203966,0.11360345195296688,0.007452692728637989,0.14331244027182485,0.007798816286513815,0.03775576373679508,0.9226004565233664,0.50661983952,0.6483466915199999,0.07684660863819295,4.605549215455205,8.288824574013434,0.0,1.1829379662265729,0.2052241179390884,5.372480571559938,2.7888523447495133,0.06198463299534771,3.841638818482782,0.24192123962785125,-0.19974930946613279,8.79275754851433e-05,5.5777046894990265,-3.3985915119565107,-4.7879392772631055
2015-09-30,0.9651825502911454,0.09419706348024405,0.0014793786801021384,6.320859040952152e-06,0.03752725233196861,0.09912823438226077,0.03696879273759368,6.14195591280434,4.199571522352302,0.00013713934480987725,5.402306520736572,0.00042132024956505697,0.0006250124759572402,3.485850343594121,6.2845010519972195,4.9698919570309705,8.962976083934143,0.3006879871361507,4.259388797634333,7.640419837387374,5.728155830513301,0.37185412319841216,0.2503751459755077,0.3126909221393789,0.12748117439961107,0.18582305012298606,0.7031017909149698,0.7268527596,0.61353418548,0.11427904911560784,3.209160297728999,5.766699842099521,0.0011013227459764708,1.024430584739639,0.15207308352856583,3.981072848997106,2.066572966262836,0.2496448831671792,3.542102875942838,0.18580243616825426,-0.13834727779296688,0.0003156666674990962,4.133145932525672,-2.9085548793063936,-3.711700004581533
2015-10-31,0.8107469734535013,0.1889111051256832,0.02590009408529104,1.4886637917333987e-05,0.03934679995045237,0.17176954415858925,0.03573651742055838,3.3025860206404576,4.363992474901247,0.0004909601445063549,5.715247390518713,0.003119322385387616,0.0012057214401983006,1.9739477284458273,3.548825617624625,2.840660799165127,5.102612480865247,0.22178085875872633,2.184992404519699,3.9135371374744783,3.369708374191989,0.9682976571989664,0.6528552752680865,0.8823482929017541,0.5807725258304001,0.7133297632032156,0.7384925244432385,0.76484517708,0.5870254668,0.24577919525988395,1.808238059635652,3.245046384331339,0.03839762146484706,0.9169893479954072,0.20706017582572067,2.2019597479415762,1.2045099618836486,0.7595207028804845,3.6654097378051222,0.21053425998595726,-0.052440546184887055,0.0006103040390578173,2.409019923767297,-0.7539424380292985,-1.8256712718549866
2015-11-30,0.6638735489766839,0.2756908467978813,0.11953328369106447,0.017289256741991662,0.13541383122903028,0.25737183730188745,0.05447445744801131,1.351629842529982,4.662500093315512,0.025201120143206482,7.254350192177313,0.055738253637812485,0.010612369411148542,0.6942081498862689,1.2376888505409451,1.01640043282275,1.8067977240232436,0.3167384304121976,1.4241162174152924,2.561274370209643,1.253332213764213,2.2004926273950747,2.7273056682979457,2.8068782540519237,2.2291809875448365,2.6766784256865117,0.5920149663922177,0.70252976748,0.5603317261199999,0.6572475897663248,0.7281408456317352,1.3024702463948268,0.18968398293433725,2.142407315490133,0.3767621760695728,0.9657164114390117,0.6712392937542923,2.5281071925952583,4.686419200327652,0.25916151606166243,0.5735683609945932,0.013950813076570102,1.3424785875085845,0.14924366264585842,0.6449597951800046
2015-12-31,0.5663076520526897,0.29599283610598737,0.3289682588364527,0.1013086853188946,0.5320079483884815,0.23369438504621287,0.2060258317512904,0.705790520886623,5.485404099090525,0.1620812244801346,10.019809198023703,0.16390089215705655,0.08071446918009938,0.396873449248159,0.709154562613247,0.5847090864827235,1.0425890475662927,0.3366318462803326,0.6897990335489715,1.2460479229825778,0.6534649506201777,5.509694673752196,4.8521254189538015,4.7357739115598445,3.7064938995856114,3.937313992572712,0.7677377883675649,0.645788454,0.70278509784,0.5195588196532707,0.3928346386866544,0.7010662835765239,0.5693203480174431,4.412620687755947,0.3464694717714509,0.5160540519916271,0.431261761881539,4.548280379284833,6.639277994956725,0.5495085859024855,1.8651345206685983,0.09101157724949699,0.862523523763078,1.315687730204445,3.5074264444398953
2016-01-31,0.5921788542551243,0.48496316473044904,0.9956301164134832,0.22476386171646265,2.8084175124778947,0.35168812454071746,2.0023983193156467,0.6680712192574624,6.8690406280928435,0.3870574361865229,14.7117268112615,0.4189617569757248,0.1881381502623629,0.44546464986409773,0.7956558287150122,0.627407516582835,1.1179417516640682,0.47792876245473886,0.7621359471414895,1.3799350656930716,0.6014896934529199,8.851705642060068,8.669516234273518,6.344037007041843,7.1348417494455525,7.4482438791307874,1.4913822170502142,0.5527001853600001,1.05702945252,0.5471602297225537,0.41739428344908874,0.7417643942694929,2.6690259279269646,7.0499933834846376,0.4654350703621148,0.5631005992593777,0.5142678348107462,7.689668902390354,9.543586940946327,1.991113943467139,7.348065162565131,0.2064510059894128,1.0285356696214925,0.5121228416692247,11.58190344527234
2016-02-29,0.6338780862896316,0.7909325015882123,0.21180084571588187,0.16812393892609884,1.6222975034415144,0.5977512581473081,1.4448189117953905,1.4036426687106114,6.8210478257031575,0.1376863946687446,14.739498902964973,0.03979219697737929,0.07365908423677966,0.8638610854826367,1.5439076176929365,1.195413187751896,2.1303088339276033,0.6197689477276613,1.60606873787642,2.8981206115093743,1.1908732676937595,1.5425978179419608,1.3624817770682371,5.031849886331156,1.296314201791536,1.397213026156168,0.9798187427159041,0.47775394056,1.1974673179200002,0.5488131984090857,0.8128789528731647,1.4552022844827988,0.09039490649549806,6.276106612713512,0.6393164764680668,1.1195554909960295,0.8794359837320481,2.126091341857811,9.278884447127215,0.7260779995921997,4.5630139471850555,0.12089151158143925,1.7588719674640962,0.572783662515576,5.671041818179369
2016-03-31,0.6671405319369854,1.0863646110248188,1.3629860920503512,0.10537925517035186,3.82288294037836,1.0606829819197916,3.258136456470106,2.174800164107638,7.539807271653577,0.060091577318283365,16.405362615291793,0.5046549065899711,0.0233090418964387,1.2799524016740553,2.3015559108580477,1.6678047327753276,2.994543613280075,0.8954099856199278,2.0132143439238543,3.626738748429359,1.8366170945875233,6.769040016362983,7.190424228860056,6.722443824392393,5.859461868178894,5.930026709499352,3.3716026942599173,0.84803230176,1.52698779948,1.135213203124706,1.312993858311523,2.354496162540779,1.9891015210686749,6.779486790132357,1.044417695422311,1.5684913341711901,1.3064545147967506,6.494279329458735,10.241552225692574,2.6366433119393258,9.776808791628536,0.06434414853339528,2.612909029593501,-0.534276579905054,14.93991126620867
2016-04-30,0.740196755635307,1.2626708549587813,0.1800896848602938,0.017014872368589274,0.6803408456121826,1.3435904068004423,0.6134701725286043,3.7720756757648792,6.70346356380664,0.013121023208472752,13.956293008795269,0.05374964987510555,0.008875375511708557,2.144978559565113,3.85340001687598,2.7738639566573657,4.976600383294835,0.8905154594860174,2.891510658555187,5.185296971151356,3.0608971662867015,1.99939446139525,1.9252395127379824,2.2247048817647017,1.6006133106857148,2.16913478965875,1.469038486726656,2.21186523468,1.8335618526,1.0403150680863122,2.1383508780556886,3.8383793802069808,0.15878243999422745,5.257895981221447,1.1342729473328883,2.4871760132083383,1.8107244802706133,1.9838173912484798,8.639217517941118,0.6220628642983399,2.6394129968756213,0.012945123940148916,3.6214489605412266,-0.9924398456578274,1.5691490006457174
2016-05-31,0.8453224763907714,0.9567649144817619,0.024012511072862768,0.0009338024896528432,0.28688669322647115,1.1882806927303786,0.26513950107544554,5.487761930855395,6.28430297423084,0.008326222556444156,12.35211923912576,0.01342096959458146,0.0021801487511562065,3.2749529285768615,5.896781807455142,4.218718602800192,7.59951183354975,0.6382353710477553,3.1345920217049734,5.623785279974362,4.745873286650984,0.8387600660139218,0.8539188305313006,0.902677656920254,0.6277787173722243,0.5807244818425215,1.5883612049571842,1.58008294608,1.96181046864,0.6525504443954196,3.1374972584576475,5.634979971306382,0.03951368029364706,3.691157732217877,0.8589578556638289,3.4414402028849187,2.150199029274374,0.7607719505360444,7.442526648524826,0.4846935223875413,0.8706071781767732,0.0015569756204045248,4.300398058548748,-2.684552550847002,-1.5856031908219006
2016-06-30,0.9867868679855588,0.6963337549976388,0.005202955871861181,1.6760199220458983e-05,0.1138489174378934,0.8587119407135614,0.11134491891487533,8.571833784344397,5.362936492226001,0.0002325148979349255,9.41157761596568,0.002271483625083176,0.00013446456094584538,4.868289477172061,8.783619550339385,6.561742955532674,11.856004402604366,0.5329920417004926,5.942344996555799,10.673716103532584,7.34403905169648,0.2521017029007014,0.2179234894773527,0.27722873925702546,0.1814965764773937,0.2314938746394469,1.501214082757632,5.03594976516,1.82190299964,0.38597596454831695,4.804683412275759,8.637196057148989,0.004295193816847061,2.4279220163953448,0.6185034254900025,5.544265210384073,3.081384317937038,0.23204887655038403,5.734145374862341,0.4061402874710584,0.11570853163567058,7.561238008315217e-05,6.162768635874076,-2.849940765489009,-7.499412483237696
